股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
锴威特,13.86%,-28.16%,0.4921220930232558
苏州规划,11.72%,5.36%,2.1866738983050826
恒达新材,11.68%,29.08%,0.4016515390121689
新莱福,11.58%,21.37%,0.5418402985074626
港通医疗,11.36%,-17.1%,0.6643878787878787
信宇人,11.11%,-25.38%,0.43766666666666654
*ST西发,10.54%,-9.93%,1.0613534883720928
山水比德,7.57%,5.68%,1.3319860294117654
未来电器,7.34%,-15.13%,0.48501009708737847
波长光电,7.18%,28.99%,0.24765316622691289
国联水产,6.94%,43.92%,0.15800892857142856
深圳瑞捷,6.78%,31.76%,0.21345877318116982
威士顿,6.71%,-7.58%,0.8849622585438333
中电环保,5.82%,84.55%,0.06883138173302107
协昌科技,5.81%,-27.56%,0.21080977906555587
福莱新材,5.49%,0.66%,8.278920000000031
航材股份,5.47%,7.12%,0.7677260563380285
威马农机,5.41%,-33.42%,0.16185655737704924
正强股份,5.37%,8.35%,0.6428873239436623
普莱得,5.22%,5.7%,0.9152235849056616
德迈仕,5.2%,0.95%,5.472999999999995
清研环境,4.98%,14.23%,0.35002285714285697
品渥食品,4.97%,5.76%,0.8622949999999986
星源卓镁,4.96%,7.56%,0.6558336798336806
华新环保,4.87%,-2.81%,1.731413157894741
豪恩汽电,4.78%,-1.8%,2.6597036496350275
国泰环保,4.74%,2.65%,1.790909210526312
天山电子,4.39%,-0.9%,4.853074193548353
利和兴,4.37%,22.46%,0.1945307692307692
巴安水务,4.35%,13.73%,0.3169285714285715
多瑞医药,4.34%,5.76%,0.7536634482758626
通源环境,4.28%,-1.99%,2.1480250000000094
华蓝集团,4.09%,6.77%,0.6037195652173913
宏昌科技,3.98%,14.02%,0.28390666666666664
沙河股份,3.96%,13.35%,0.2965600000000002
浙江震元,3.94%,4.26%,0.9242114285714298
森鹰窗业,3.9%,11.96%,0.3260055248618784
启迪环境,3.9%,-0.43%,8.989499999999794
好当家,3.88%,14.4%,0.26944444444444454
甬矽电子,3.81%,9.29%,0.41028582089552257
德福科技,3.78%,-30.43%,0.12422596153846158
巨轮智能,3.76%,1.81%,2.0733714285714204
上声电子,3.76%,7.17%,0.5243784946236547
纽泰格,3.7%,3.32%,1.114868421052631
蒙草生态,3.69%,10.11%,0.3651157894736842
毕得医药,3.55%,15.38%,0.23085779352226726
德必集团,3.47%,10.73%,0.3235203592814376
高华科技,3.47%,13.37%,0.25947514563106805
盛帮股份,3.43%,12.25%,0.28006303939962485
超捷股份,3.38%,4.69%,0.720616
建科院,3.34%,8.7%,0.3840999999999996
金富科技,3.28%,-0.7%,4.699771428571528
亿田智能,3.24%,8.38%,0.3868077669902918
国缆检测,3.14%,-4.58%,0.6851727598566311
同星科技,3.13%,1.67%,1.872496703296696
杰美特,3.07%,-1.04%,2.94720000000001
浩瀚深度,3.05%,12.13%,0.2515383522727276
熊猫乳品,3.03%,3.86%,0.785248421052632
赢合科技,3.02%,29.55%,0.1021985507246377
晶雪节能,2.98%,3.16%,0.9423639344262305
微电生理,2.97%,15.6%,0.19040041493775936
爱朋医疗,2.96%,4.93%,0.5998683544303806
兆龙互连,2.94%,-12.87%,0.22846007905138332
朗坤环境,2.92%,1.04%,2.80563333333331
国创高新,2.9%,2.64%,1.098374999999999
涛涛车业,2.84%,7.06%,0.4019952380952382
泰凌微,2.81%,26.3%,0.10684534883720938
新疆火炬,2.8%,9.84%,0.28456737588652475
腾亚精工,2.74%,4.0%,0.6846394736842091
慧智微,2.71%,13.83%,0.19597926829268292
天房发展,2.71%,22.98%,0.11794225352112672
澳华内镜,2.69%,13.13%,0.20488962536023062
恒帅股份,2.67%,13.14%,0.20324224137931027
康为世纪,2.66%,14.56%,0.1827358139534882
艾力斯,2.62%,20.65%,0.12690105708245242
美利信,2.62%,6.86%,0.3818883928571423
宝丽迪,2.54%,6.73%,0.3776133333333336
锐奇股份,2.52%,5.56%,0.4528999999999997
万辰生物,2.51%,-3.39%,0.7393276422764246
美力科技,2.51%,6.82%,0.36801549295774694
致尚科技,2.49%,-14.57%,0.17089902439024382
安居宝,2.48%,13.97%,0.17756800000000003
必得科技,2.47%,1.35%,1.8352099999999902
晓鸣股份,2.46%,6.98%,0.3526788461538464
天键股份,2.44%,5.74%,0.42478181818181754
朗威股份,2.42%,-15.3%,0.158170631424376
多利科技,2.41%,4.12%,0.5846921182266007
联得装备,2.41%,0.29%,8.431557142857107
楚环科技,2.4%,1.67%,1.4356363636363596
中捷精工,2.4%,0.71%,3.364235294117613
蕾奥规划,2.4%,15.64%,0.15343820224719107
瑜欣电子,2.37%,6.74%,0.35156926829268276
元琛科技,2.33%,3.19%,0.7302560975609753
津膜科技,2.27%,16.71%,0.13585076923076925
中水渔业,2.27%,21.97%,0.10334200913242012
惠发食品,2.24%,3.45%,0.6487999999999974
南芯科技,2.23%,11.42%,0.19534187643020606
尤安设计,2.22%,7.11%,0.3122987341772156
青岛金王,2.2%,2.68%,0.8205999999999992
汇纳科技,2.19%,-1.31%,1.666175675675687
乐心医疗,2.18%,3.72%,0.5856540540540525
英方软件,2.16%,-10.8%,0.200071656441718
新致软件,2.16%,-4.93%,0.4384158415841577
联特科技,2.13%,-6.49%,0.32818731117824745
精锻科技,2.11%,15.53%,0.13583125
三雄极光,2.08%,8.5%,0.244816
华峰铝业,2.07%,6.69%,0.309282352941176
深水规院,2.06%,12.59%,0.163564
中富电路,2.04%,-0.12%,17.08840000000137
嘉曼服饰,2.02%,4.5%,0.44906153846153923
华厦眼科,2.02%,14.43%,0.13995714285714286
优利德,2.0%,7.37%,0.27132686084142427
利通电子,1.98%,-0.26%,7.741799999999707
杭州园林,1.98%,4.71%,0.4206489795918365
吉视传媒,1.97%,3.47%,0.5684857142857156
天健集团,1.94%,11.83%,0.16401818181818173
多浦乐,1.94%,2.86%,0.6777313351498662
研奥股份,1.94%,-5.0%,0.38769687500000055
神雾节能,1.93%,4.87%,0.39615789473684226
天禄科技,1.93%,4.11%,0.46990421052631615
王力安防,1.93%,7.78%,0.2481065789473685
青岛食品,1.92%,-2.7%,0.7119359999999999
强瑞技术,1.92%,3.63%,0.5290105263157908
祥明智能,1.91%,2.03%,0.9412978260869622
晓程科技,1.91%,13.01%,0.14685081967213132
华通线缆,1.9%,3.9%,0.48725806451612974
逸飞激光,1.89%,8.28%,0.228343943661972
永信至诚,1.89%,-5.32%,0.35498424068767953
保立佳,1.89%,3.14%,0.6023612903225831
英华特,1.88%,0.24%,7.803175000000163
建研设计,1.87%,4.5%,0.41523012048192665
奥雅股份,1.87%,6.67%,0.28049999999999964
德石股份,1.86%,3.32%,0.5595245901639351
三生国健,1.84%,6.89%,0.26687244094488205
太辰光,1.83%,-1.6%,1.14113571428571
中天服务,1.78%,10.53%,0.16910000000000008
