股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
威士顿,17.96%,-3.91%,4.5905544910179605
大宏立,16.94%,10.54%,1.6066171945701355
苏州规划,14.43%,-3.88%,3.7203500000000047
锴威特,13.86%,-28.16%,0.4921220930232558
深圳瑞捷,12.62%,46.35%,0.2722686210640609
港通医疗,11.71%,-12.13%,0.9655226415094331
恒达新材,11.68%,29.08%,0.4016515390121689
新莱福,11.57%,23.0%,0.5031091365461847
信宇人,11.11%,-25.38%,0.43766666666666654
君逸数码,9.52%,-4.17%,2.282358974358971
致尚科技,8.8%,-9.79%,0.8985440613026823
*ST西发,8.13%,-6.02%,1.3495799999999976
蕾奥规划,7.75%,18.19%,0.42615432098765416
福莱新材,7.33%,2.57%,2.8548421052631654
波长光电,7.18%,28.99%,0.24765316622691289
华新环保,6.83%,6.23%,1.0963480519480497
朗坤环境,6.37%,4.72%,1.3498333333333326
彩蝶实业,6.34%,0.26%,24.497759999999655
拓山重工,6.34%,8.98%,0.7057911764705885
中电环保,6.32%,97.46%,0.06484869565217391
建科股份,6.26%,7.51%,0.8339471264367807
名雕股份,6.25%,3.53%,1.7717391304347792
通源环境,6.17%,7.15%,0.8632123809523803
豪恩汽电,5.83%,-5.24%,1.1124879227053135
协昌科技,5.81%,-27.56%,0.21080977906555587
嘉曼服饰,5.64%,-0.07%,76.70400000000163
未来电器,5.54%,-4.87%,1.1364486486486485
航材股份,5.54%,8.27%,0.6702380368098159
威马农机,5.41%,-33.42%,0.16185655737704924
东方园林,5.31%,33.33%,0.15929999999999994
荣盛发展,5.28%,0.76%,6.943199999999994
山水比德,5.07%,3.65%,1.3899775280898865
国联水产,4.88%,45.63%,0.10693565217391304
甬矽电子,4.52%,3.65%,1.239131531531532
铜牛信息,4.47%,8.86%,0.5042674121405759
固高科技,4.46%,-30.97%,0.1440075973409307
超捷股份,4.46%,5.32%,0.8379106382978723
深水规院,4.45%,15.38%,0.28924999999999995
威力传动,4.44%,-30.81%,0.14409736308316431
森鹰窗业,4.37%,9.26%,0.4721731707317072
晶雪节能,4.36%,0.86%,5.060164705882407
国创高新,4.24%,0.0%,inf
研奥股份,4.19%,3.89%,1.0769681318681315
奥雅股份,4.15%,14.62%,0.2838720508166966
盛邦安全,4.07%,8.22%,0.4948727710843374
金富科技,4.05%,4.4%,0.9199285714285674
金埔园林,3.98%,6.76%,0.5884714285714286
必得科技,3.97%,1.41%,2.807357142857131
德迈仕,3.96%,3.72%,1.0640065573770505
永信至诚,3.91%,-10.71%,0.3652486559139785
杭州园林,3.84%,7.39%,0.51968
华蓝集团,3.79%,13.19%,0.2872775147928995
天山电子,3.78%,3.03%,1.2458880000000006
德福科技,3.78%,-30.43%,0.12422596153846158
纽泰格,3.77%,11.05%,0.34132917847025485
德必集团,3.74%,8.09%,0.4624263565891477
华通线缆,3.7%,-1.31%,2.815363636363651
建研设计,3.65%,6.47%,0.5643461538461529
中岩大地,3.56%,8.56%,0.4159183098591544
高华科技,3.54%,14.44%,0.24510163339382948
