股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
大业股份,1.28%,0.0%,inf
中英科技,1.34%,0.03%,44.84980000000891
宇环数控,1.36%,0.05%,25.69040000000511
中富电路,2.04%,-0.12%,17.08840000000137
泰祥股份,1.26%,-0.08%,15.069599999997646
真爱美家,1.55%,0.12%,12.407750000000267
深水海纳,1.66%,0.17%,9.976600000000213
启迪环境,3.9%,-0.43%,8.989499999999794
联得装备,2.41%,0.29%,8.431557142857107
福莱新材,5.49%,0.66%,8.278920000000031
英华特,1.88%,0.24%,7.803175000000163
利通电子,1.98%,-0.26%,7.741799999999707
本川智能,1.46%,0.24%,6.0706799999999115
建科股份,1.59%,0.28%,5.644499999999978
德迈仕,5.2%,0.95%,5.472999999999995
天山电子,4.39%,-0.9%,4.853074193548353
金富科技,3.28%,-0.7%,4.699771428571528
东田微,1.53%,0.36%,4.229999999999958
节能铁汉,1.35%,-0.38%,3.5235000000000745
中捷精工,2.4%,0.71%,3.364235294117613
杰美特,3.07%,-1.04%,2.94720000000001
创源股份,1.16%,0.4%,2.917400000000062
朗坤环境,2.92%,1.04%,2.80563333333331
豪恩汽电,4.78%,-1.8%,2.6597036496350275
江南奕帆,1.03%,-0.39%,2.6374437500000565
富信科技,1.22%,-0.52%,2.336300000000003
苏州规划,11.72%,5.36%,2.1866738983050826
通源环境,4.28%,-1.99%,2.1480250000000094
巨轮智能,3.76%,1.81%,2.0733714285714204
奥联电子,1.14%,0.61%,1.8820363636363737
同星科技,3.13%,1.67%,1.872496703296696
必得科技,2.47%,1.35%,1.8352099999999902
联德股份,1.37%,-0.76%,1.7962222222222253
国泰环保,4.74%,2.65%,1.790909210526312
华新环保,4.87%,-2.81%,1.731413157894741
一博科技,1.25%,-0.73%,1.7114999999999994
中农联合,1.3%,-0.77%,1.6964999999999932
汇纳科技,2.19%,-1.31%,1.666175675675687
双枪科技,1.16%,0.71%,1.630524999999999
楚环科技,2.4%,1.67%,1.4356363636363596
杰瑞股份,1.55%,1.11%,1.3901562499999986
山水比德,7.57%,5.68%,1.3319860294117654
太辰光,1.83%,-1.6%,1.14113571428571
纽泰格,3.7%,3.32%,1.114868421052631
国创高新,2.9%,2.64%,1.098374999999999
精伦电子,1.27%,-1.18%,1.076324999999999
*ST西发,10.54%,-9.93%,1.0613534883720928
运机集团,1.05%,-1.03%,1.0185000000000017
赛意信息,1.24%,-1.23%,1.0082153846153787
晶雪节能,2.98%,3.16%,0.9423639344262305
祥明智能,1.91%,2.03%,0.9412978260869622
三博脑科,1.03%,1.1%,0.9354657534246523
奥浦迈,1.32%,1.42%,0.9274523076923096
浙江震元,3.94%,4.26%,0.9242114285714298
普莱得,5.22%,5.7%,0.9152235849056616
威士顿,6.71%,-7.58%,0.8849622585438333
品渥食品,4.97%,5.76%,0.8622949999999986
景业智能,1.2%,1.44%,0.831243243243241
联翔股份,1.12%,1.35%,0.830260869565216
青岛金王,2.2%,2.68%,0.8205999999999992
熊猫乳品,3.03%,3.86%,0.785248421052632
航材股份,5.47%,7.12%,0.7677260563380285
多瑞医药,4.34%,5.76%,0.7536634482758626
万辰生物,2.51%,-3.39%,0.7393276422764246
开普云,1.12%,-1.53%,0.7323462686567147
元琛科技,2.33%,3.19%,0.7302560975609753
超捷股份,3.38%,4.69%,0.720616
凯旺科技,1.15%,-1.6%,0.7197083333333346
青岛食品,1.92%,-2.7%,0.7119359999999999
果麦文化,1.7%,2.39%,0.7106000000000002
金刚光伏,1.54%,2.18%,0.7071513513513494
优彩资源,1.1%,1.56%,0.7030833333333326
