股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
泰凌微,9.26%,0.0%,inf
丰立智能,8.73%,0.0%,inf
霍普股份,8.13%,0.0%,inf
信宇人,7.8%,0.0%,inf
普莱得,7.18%,0.0%,inf
巨轮智能,7.03%,0.0%,inf
天山电子,6.94%,0.0%,inf
智迪科技,6.8%,0.0%,inf
正强股份,6.75%,0.0%,inf
锡南科技,6.59%,0.0%,inf
九州一轨,6.49%,0.0%,inf
深圳瑞捷,6.38%,0.0%,inf
联合水务,6.32%,0.0%,inf
炬申股份,6.3%,0.0%,inf
世纪恒通,6.26%,0.0%,inf
瑜欣电子,6.16%,0.0%,inf
光格科技,6.13%,0.0%,inf
东南电子,5.91%,0.0%,inf
逸飞激光,5.7%,0.0%,inf
广钢气体,5.55%,0.0%,inf
锴威特,5.54%,0.0%,inf
朗威股份,5.25%,0.0%,inf
威马农机,5.23%,0.0%,inf
司南导航,5.1%,0.0%,inf
盛邦安全,5.02%,0.0%,inf
君逸数码,4.92%,0.0%,inf
纽泰格,4.76%,0.0%,inf
汉仪股份,4.69%,0.0%,inf
博俊科技,4.67%,0.0%,inf
德迈仕,4.66%,0.0%,inf
多瑞医药,4.63%,0.0%,inf
美硕科技,4.62%,0.0%,inf
金杨股份,4.62%,0.0%,inf
安凯微,4.6%,0.0%,inf
通业科技,4.58%,0.0%,inf
恒勃股份,4.57%,0.0%,inf
超越科技,4.51%,0.0%,inf
宏昌科技,4.51%,0.0%,inf
联合化学,4.51%,0.0%,inf
未来电器,4.5%,0.0%,inf
天键股份,4.47%,0.0%,inf
超达装备,4.46%,0.0%,inf
优德精密,4.46%,0.0%,inf
飞沃科技,4.41%,0.0%,inf
康鹏科技,4.38%,0.0%,inf
鸿日达,4.29%,0.0%,inf
彩蝶实业,4.21%,0.0%,inf
翔腾新材,4.2%,0.0%,inf
星源卓镁,4.17%,0.0%,inf
康力源,4.17%,0.0%,inf
南芯科技,4.17%,0.0%,inf
森赫股份,4.16%,0.0%,inf
海看股份,4.16%,0.0%,inf
华虹公司,4.12%,0.0%,inf
英华特,4.1%,0.0%,inf
欣灵电气,4.09%,0.0%,inf
大宏立,4.08%,0.0%,inf
美利信,4.06%,0.0%,inf
甬矽电子,4.0%,0.0%,inf
蜂助手,4.0%,0.0%,inf
信音电子,3.98%,0.0%,inf
誉辰智能,3.96%,0.0%,inf
豪江智能,3.93%,0.0%,inf
恒帅股份,3.86%,0.0%,inf
恒宇信通,3.86%,0.0%,inf
双飞股份,3.85%,0.0%,inf
南王科技,3.81%,0.0%,inf
步科股份,3.81%,0.0%,inf
慧智微,3.79%,0.0%,inf
坤泰股份,3.78%,0.0%,inf
微电生理,3.78%,0.0%,inf
利和兴,3.76%,0.0%,inf
时创能源,3.76%,0.0%,inf
苏州规划,3.76%,0.0%,inf
海科新源,3.74%,0.0%,inf
德福科技,3.72%,0.0%,inf
北方长龙,3.7%,0.0%,inf
元道通信,3.69%,0.0%,inf
研奥股份,3.67%,0.0%,inf
协昌科技,3.65%,0.0%,inf
中润光学,3.6%,0.0%,inf
亚华电子,3.57%,0.0%,inf
瑞晨环保,3.55%,0.0%,inf
西高院,3.54%,0.0%,inf
凌玮科技,3.54%,0.0%,inf
南凌科技,3.54%,0.0%,inf
盘古智能,3.53%,0.0%,inf
科瑞思,3.51%,0.0%,inf
美力科技,3.51%,0.0%,inf
众智科技,3.5%,0.0%,inf
高华科技,3.49%,0.0%,inf
矩阵股份,3.47%,0.0%,inf
智信精密,3.47%,0.0%,inf
