代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh688582,N芯动,46.85,75.21,754664496,48.2,430290770,27.48,324373726,20.72,28101552,1.79,-782766055,-49.99,1688111996,1
sz300750,宁德时代,228.79,2.83,660959632,13.48,208357792,4.25,452601840,9.23,-387431792,-7.9,-273527824,-5.58,1688110455,0
sz002463,沪电股份,20.94,9.98,519925574,24.47,455112150,21.42,64813424,3.05,-294688528,-13.87,-225237024,-10.6,1688110467,0
sz000988,华工科技,38.01,9.0,495776032,10.48,536112032,11.34,-40336000,-0.85,-194227504,-4.11,-301548528,-6.38,1688110452,0
sz002049,紫光国微,93.25,4.28,412571423,14.95,161963119,5.87,250608304,9.08,-204476128,-7.41,-208095296,-7.54,1688110494,0
sz300502,新易盛,67.97,12.16,402237152,6.45,373251280,5.99,28985872,0.46,-171680432,-2.75,-230556720,-3.7,1688110476,0
sz000725,京东方Ａ,4.09,3.2800000000000002,385640720,19.87,406238960,20.93,-20598240,-1.06,-181274880,-9.34,-204365851,-10.53,1688110458,0
sh601138,工业富联,25.2,5.88,325308592,6.84,145816416,3.06,179492176,3.77,-101933920,-2.14,-223374656,-4.69,1688111974,1
sz000936,华西股份,13.9,6.84,316790288,8.52,207481744,5.58,109308544,2.94,-172117104,-4.63,-144673168,-3.89,1688110482,0
sz002139,拓邦股份,13.05,10.03,315662704,22.53,283029360,20.2,32633344,2.33,-155255584,-11.08,-160407121,-11.45,1688110458,0
sz000100,TCL科技,3.94,2.34,263046459,20.81,252988539,20.02,10057920,0.8,-80828256,-6.4,-182218205,-14.42,1688110491,0
sz002896,中大力德,46.17,10.01,243530345,13.32,218618761,11.96,24911584,1.3599999999999999,-118613264,-6.49,-124917088,-6.83,1688110467,0
sz002031,巨轮智能,4.48,10.07,220511752,13.5,200348872,12.27,20162880,1.23,-121726624,-7.45,-98785152,-6.05,1688110488,0
sz300014,亿纬锂能,60.5,5.7,220132709,10.89,48695909,2.41,171436800,8.48,-75327920,-3.73,-144804800,-7.16,1688110467,0
sh688008,澜起科技,57.42,3.14,219887936,22.73,91842514,9.49,128045422,13.23,-153585129,-15.87,-66302800,-6.85,1688111989,1
sz300503,昊志机电,19.87,19.99,217539377,14.82,174136833,11.86,43402544,2.96,-102451824,-6.98,-115087537,-7.84,1688110473,0
sh603118,共进股份,13.29,10.02,210470296,17.45,224164376,18.58,-13694080,-1.1400000000000001,-97365090,-8.07,-113105218,-9.38,1688111986,1
sz002245,蔚蓝锂芯,10.95,10.05,209475532,34.63,190666296,31.52,18809236,3.11,-79137515,-13.08,-130338018,-21.55,1688110500,0
sz002594,比亚迪,258.27,1.01,205778089,10.54,163572649,8.38,42205440,2.16,-162955968,-8.35,-42822112,-2.19,1688110455,0
sz002222,福晶科技,27.74,9.99,200110144,14.46,163752912,11.84,36357232,2.63,-93435664,-6.75,-106674486,-7.71,1688110449,0
sz002866,传艺科技,28.34,10.02,198477763,24.0,188771978,22.83,9705785,1.17,-86518147,-10.46,-111959631,-13.54,1688110488,0
sz000768,中航西飞,26.75,4.0,191081628,12.25,-13625924,-0.87,204707552,13.12,-141994240,-9.1,-49087392,-3.15,1688110455,0
sz002703,浙江世宝,10.41,10.04,189315908,34.37,200697046,36.43,-11381138,-2.07,-85473054,-15.52,-103842855,-18.85,1688110491,0
sz002129,TCL中环,33.2,2.63,178310319,10.77,115944207,7.0,62366112,3.77,-31009376,-1.87,-147300944,-8.9,1688110443,0
sh601888,中国中免,110.53,-0.32,173617922,7.17,173738674,7.18,-120752,0.0,-115598784,-4.78,-58019136,-2.4,1688111999,1
sh600103,青山纸业,3.16,10.1,172710860,22.18,181291922,23.28,-8581062,-1.1,-73252382,-9.41,-99458478,-12.77,1688111974,1
sh601288,农业银行,3.5300000000000002,1.15,172233534,17.46,205204352,20.81,-32970818,-3.34,-145068315,-14.71,-27165222,-2.75,1688111981,1
