代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh600050,中国联通,5.12,10.11,1388570496,36.5,1477690672,38.84,-89120176,-2.34,-662932416,-17.43,-725638080,-19.07,1689318473,1
sh600487,亨通光电,15.82,10.01,945680304,27.51,961796544,27.98,-16116240,-0.47000000000000003,-535946880,-15.59,-409733424,-11.92,1689318476,1
sh603019,中科曙光,48.7,6.54,812564688,16.99,757090432,15.83,55474256,1.16,-474382784,-9.92,-338181904,-7.07,1689318477,1
sz000063,中兴通讯,44.01,3.6,593064912,12.64,525418080,11.19,67646832,1.44,-269427904,-5.74,-323636992,-6.9,1689318435,0
sz002230,科大讯飞,70.19,2.71,475353024,6.69,435291152,6.13,40061872,0.56,-256334816,-3.61,-219018208,-3.08,1689318459,0
sz000725,京东方Ａ,4.37,2.1,474562176,22.02,409657360,19.01,64904816,3.01,-252178368,-11.7,-222383824,-10.32,1689318471,0
sh603000,人民网,34.08,10.01,443178912,16.84,589496960,22.4,-146318048,-5.5600000000000005,-243329968,-9.24,-199848944,-7.59,1689318463,1
sz000100,TCL科技,4.48,5.41,423342768,15.15,315372928,11.28,107969840,3.86,-169612000,-6.07,-253730768,-9.08,1689318426,0
sz002527,新时达,12.38,10.04,334460066,20.15,245782066,14.81,88678000,5.34,-159097456,-9.58,-175362608,-10.56,1689318468,0
sz301456,N盘古,50.48,32.98,334417991,26.78,58973386,4.72,275444605,22.06,202333888,16.2,-536751872,-42.98,1689318420,0
sh600031,三一重工,17.17,2.88,324445667,19.48,167506227,10.06,156939440,9.42,-46200960,-2.77,-278244704,-16.71,1689318468,1
sh601728,中国电信,5.91,6.1,314610688,11.19,233556512,8.31,81054176,2.88,-11531504,-0.41000000000000003,-303079168,-10.78,1689318474,1
sh601138,工业富联,27.26,10.01,303557120,5.54,615691872,11.25,-312134752,-5.7,-116985216,-2.14,-186571904,-3.41,1689318463,1
sz300476,胜宏科技,25.87,7.34,299273442,13.74,198561826,9.12,100711616,4.63,-118739728,-5.45,-180533696,-8.29,1689318465,0
sz300418,昆仑万维,39.1,4.04,296923728,7.61,257074624,6.59,39849104,1.02,-88903856,-2.2800000000000002,-208019888,-5.33,1689318420,0
