代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz000858,五 粮 液,167.93,5.13,1246280592,16.16,843935408,10.95,402345184,5.22,-463787648,-6.01,-782492928,-10.15,1693812894,0
sz002261,拓维信息,18.7,10.0,576237456,11.47,529483360,10.54,46754096,0.93,-160621792,-3.2,-415615664,-8.27,1693812873,0
sh601888,中国中免,115.92,6.01,521300800,18.1,325335088,11.3,195965712,6.8,-163006336,-5.66,-358294464,-12.44,1693814389,1
sh688981,中芯国际,56.9,6.0,488665664,16.2,313159968,10.38,175505696,5.82,-196390464,-6.51,-292275217,-9.69,1693814390,1
sz300212,易华录,36.47,20.01,481660052,17.12,446288308,15.86,35371744,1.26,-138722144,-4.93,-342937904,-12.19,1693812894,0
sh600031,三一重工,17.07,7.02,459732528,15.3,287293232,9.56,172439296,5.74,-9578080,-0.32,-450154432,-14.98,1693814399,1
sh601127,赛力斯,40.58,10.0,434054848,15.1,348355648,12.12,85699200,2.98,-159560448,-5.55,-274494400,-9.55,1693814396,1
sh600036,招商银行,33.53,3.9,404360272,11.01,258807568,7.05,145552704,3.96,-168937680,-4.6,-235422592,-6.41,1693814390,1
sz002235,安妮股份,8.51,9.95,342596981,43.12,370685062,46.65,-28088081,-3.54,-154260789,-19.41,-188336196,-23.7,1693812900,0
sz002304,洋河股份,141.35,2.87,332767938,26.67,71066274,5.7,261701664,20.97,-229785248,-18.41,-102982692,-8.25,1693812885,0
sh601601,中国太保,30.39,3.9,288220590,17.01,66918110,3.95,221302480,13.06,-79144144,-4.67,-209076448,-12.34,1693814395,1
sh600028,中国石化,6.3,3.11,278651259,22.01,84006444,6.63,194644815,15.37,-125294704,-9.9,-153356554,-12.11,1693814390,1
sz002466,天齐锂业,59.4,3.36,261177321,13.0,161449897,8.03,99727424,4.96,-114203536,-5.68,-146973776,-7.31,1693812876,0
sz300045,华力创通,16.72,20.03,255019424,9.15,299192992,10.74,-44173568,-1.5899999999999999,-125839648,-4.52,-129179776,-4.64,1693812900,0
sh600702,舍得酒业,149.85,7.04,248634470,10.63,82242166,3.52,166392304,7.12,-76803344,-3.2800000000000002,-171831120,-7.35,1693814389,1
sh600809,山西汾酒,262.82,5.47,243140800,7.75,-60900832,-1.94,304041632,9.69,-155880448,-4.97,-87260352,-2.7800000000000002,1693814386,1
sh601012,隆基绿能,27.04,1.73,241190800,9.02,116933392,4.37,124257408,4.65,-117575568,-4.4,-123615248,-4.62,1693814400,1
sh600519,贵州茅台,1866.0,0.81,240799232,5.41,349743664,7.85,-108944432,-2.45,-240539568,-5.4,-259663,-0.01,1693814374,1
sh600559,老白干酒,25.46,6.44,232976736,13.01,140549840,7.85,92426896,5.16,-84321536,-4.71,-148655184,-8.3,1693814382,1
sh603019,中科曙光,41.85,3.85,231173513,10.61,136514585,6.26,94658928,4.34,-71666336,-3.29,-159507216,-7.32,1693814389,1
sz000830,鲁西化工,11.76,10.01,230046994,23.45,259938433,26.49,-29891439,-3.05,-111790323,-11.39,-118256670,-12.05,1693812879,0
sz300339,润和软件,23.16,12.15,226346589,13.42,195431405,11.58,30915184,1.83,-61627504,-3.65,-164719088,-9.76,1693812867,0
sz000158,常山北明,7.5,9.97,223971430,34.9,233153916,36.33,-9182486,-1.43,-78599509,-12.25,-145371921,-22.65,1693812888,0
sh601728,中国电信,5.91,3.32,221457706,16.93,165555226,12.65,55902480,4.27,-91376784,-6.98,-130080908,-9.94,1693814398,1
sh600050,中国联通,5.31,2.12,218676288,12.81,178923072,10.48,39753216,2.33,-75704992,-4.44,-142971296,-8.38,1693814373,1
sz000001,平安银行,11.56,2.12,209347392,12.91,93546752,5.77,115800640,7.14,-72011424,-4.44,-137335968,-8.47,1693812858,0
sz002594,比亚迪,252.45,1.34,205037312,8.45,224583984,9.25,-19546672,-0.81,-104852928,-4.32,-100184368,-4.13,1693812846,0
sz000506,中润资源,5.21,9.92,201312668,30.8,208042207,31.83,-6729539,-1.03,-98080797,-15.01,-103231872,-15.8,1693812873,0
sz000625,长安汽车,13.35,3.65,196498784,7.45,113697232,4.31,82801552,3.14,-48159184,-1.83,-148339584,-5.63,1693812900,0
sz300015,爱尔眼科,19.0,3.83,194593536,14.4,129215088,9.56,65378448,4.84,-6452672,-0.48,-188140859,-13.92,1693812873,0
sz002475,立讯精密,33.13,1.31,185094696,14.41,121000456,9.42,64094240,4.99,-139040912,-10.82,-46053808,-3.58,1693812888,0
sz300750,宁德时代,237.65,0.53,184721808,5.55,45548992,1.37,139172816,4.18,-172476272,-5.18,-12245536,-0.37,1693812879,0
sz000831,中国稀土,31.04,6.92,184433235,18.71,130552002,13.24,53881233,5.47,-45408464,-4.61,-139024747,-14.1,1693812873,0
sh601398,工商银行,4.6,0.66,183417529,15.9,144547536,12.53,38869993,3.37,-158446269,-13.74,-24971263,-2.17,1693814394,1
