代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601099,太平洋,3.22,9.9,705826624,19.94,969794128,27.4,-263967504,-7.46,-432877616,-12.23,-272949008,-7.71,1690356883,1
sh688612,N威迈,49.63,4.95,537876542,40.65,242472835,18.32,295403707,22.32,77216528,5.84,-615093087,-46.48,1690356857,1
sh688651,N盛邦,55.0,37.84,309148578,41.51,81229586,10.91,227918992,30.6,80370609,10.79,-389519186,-52.3,1690356877,1
sh603083,剑桥科技,57.66,3.0,252342544,8.97,244832048,8.7,7510496,0.27,-116106672,-4.13,-136235856,-4.84,1690356887,1
sz301172,N君逸,42.2,34.7,234909427,23.57,37225077,3.73,197684350,19.83,139704463,14.02,-374613888,-37.58,1690356867,0
sz002310,东方园林,2.6,10.17,160386618,27.87,158893795,27.61,1492823,0.26,-78826232,-13.7,-81560386,-14.17,1690356843,0
sh688256,寒武纪-U,169.42,1.45,155281950,8.69,145931166,8.16,9350784,0.52,43442384,2.43,-198724348,-11.11,1690356867,1
sz002371,北方华创,277.76,1.18,140413451,8.21,35494971,2.08,104918480,6.14,-53235776,-3.11,-87177680,-5.1,1690356882,0
sh600030,中信证券,21.78,0.93,139058864,5.0,-38716176,-1.3900000000000001,177775040,6.4,-119428208,-4.3,-19630640,-0.71,1690356863,1
sh603259,药明康德,69.19,1.53,136847136,9.57,135630832,9.49,1216304,0.09,-34939024,-2.44,-101908112,-7.13,1690356887,1
sh600340,华夏幸福,2.68,9.84,136058692,14.91,156457946,17.15,-20399254,-2.24,-63832204,-7.0,-72226487,-7.92,1690356875,1
sz300457,赢合科技,27.69,8.0,132825815,8.93,177682631,11.94,-44856816,-3.02,-78424848,-5.27,-54400960,-3.66,1690356849,0
sz002459,晶澳科技,33.48,1.6400000000000001,120728596,10.39,118612004,10.21,2116592,0.18,-60130480,-5.18,-60598112,-5.22,1690356843,0
sh600992,贵绳股份,18.89,10.02,120628208,27.03,113918605,25.52,6709603,1.5,-50702711,-11.36,-69925497,-15.67,1690356868,1
sz002269,美邦服饰,1.99,9.94,118342443,18.06,129219499,19.72,-10877056,-1.6600000000000001,-56881806,-8.68,-61460638,-9.38,1690356870,0
sh688599,天合光能,36.61,0.6000000000000001,117828658,14.8,48032155,6.03,69796503,8.77,46998548,5.9,-164827216,-20.7,1690356862,1
sz002865,钧达股份,113.03,1.8399999999999999,117596633,10.42,58451834,5.18,59144799,5.24,-3080656,-0.27,-114515984,-10.15,1690356831,0
sz000965,天保基建,4.76,9.93,105854080,22.67,132673698,28.41,-26819618,-5.74,-53770133,-11.52,-52083948,-11.15,1690356828,0
sz002336,人人乐,17.19,9.98,104326780,16.99,103157333,16.8,1169447,0.19,-49536826,-8.07,-54789955,-8.92,1690356846,0
sh600470,六国化工,6.2,9.93,104001308,40.16,113725796,43.91,-9724488,-3.75,-46948809,-18.13,-57052499,-22.03,1690356859,1
sh600522,中天科技,15.96,1.6600000000000001,102594853,11.4,105203538,11.69,-2608685,-0.29,-48279536,-5.36,-54315328,-6.03,1690356859,1
sz300122,智飞生物,48.6,4.09,98783448,8.65,46031912,4.03,52751536,4.62,9249632,0.81,-108033086,-9.46,1690356831,0
sz301429,森泰股份,30.1,20.02,95208978,17.2,97595764,17.63,-2386786,-0.43,-30839671,-5.57,-64369307,-11.63,1690356834,0
sz300142,沃森生物,27.65,3.25,92789450,10.56,41731054,4.75,51058396,5.8100000000000005,-4531936,-0.52,-88257507,-10.05,1690356846,0
sh600584,长电科技,34.15,-0.03,87435888,9.83,22778681,2.56,64657207,7.27,-49417635,-5.5600000000000005,-38018251,-4.27,1690356875,1
sh600732,爱旭股份,26.89,0.86,85616293,9.57,84980613,9.5,635680,0.07,-32140290,-3.59,-53476000,-5.98,1690356878,1
sh688981,中芯国际,50.15,0.76,79321137,9.87,29563805,3.68,49757332,6.19,65334103,8.13,-144655236,-18.01,1690356881,1
sh688472,阿特斯,15.7,1.6800000000000002,74105384,15.37,40371991,8.37,33733393,7.0,-5534858,-1.15,-68570526,-14.22,1690356864,1
sh600297,广汇汽车,2.15,1.9,72647206,18.32,74694810,18.84,-2047604,-0.52,-45756987,-11.54,-26890219,-6.78,1690356886,1
