代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh603918,金桥信息,28.16,10.0,539058928,25.29,493340464,23.15,45718464,2.14,-256000784,-12.01,-283058144,-13.28,1693209603,1
sz301528,N多浦乐,128.21,78.57,472083732,29.0,102614642,6.3,369469090,22.7,-330854864,-20.32,-141228864,-8.68,1693208049,0
sz300418,昆仑万维,35.05,7.45,440628112,9.89,496654976,11.14,-56026864,-1.26,-164258336,-3.69,-276369760,-6.2,1693208052,0
sz000656,金科股份,1.97,10.06,371464249,27.84,453946603,34.03,-82482354,-6.18,-187009625,-14.02,-184454618,-13.83,1693208052,0
sh600621,华鑫股份,15.0,9.97,346850400,18.5,520966208,27.79,-174115808,-9.29,-216331456,-11.54,-130518964,-6.96,1693209593,1
sh601162,天风证券,3.7800000000000002,7.08,329823968,7.44,375516400,8.47,-45692432,-1.03,-182407488,-4.12,-147416480,-3.33,1693209585,1
sh600745,闻泰科技,44.78,8.95,233901776,10.93,205286864,9.59,28614912,1.34,-172312192,-8.05,-61589584,-2.88,1693209584,1
sz300760,迈瑞医疗,282.43,1.6,230856198,10.42,123675702,5.58,107180496,4.84,-78980688,-3.5700000000000003,-151875488,-6.86,1693208064,0
sz300295,三六五网,18.6,20.0,197284891,19.46,202798736,20.01,-5513845,-0.54,-118034633,-11.64,-79250263,-7.82,1693208094,0
sh601127,赛力斯,33.65,5.02,171184204,7.32,282380940,12.08,-111196736,-4.76,-44486448,-1.9,-126697744,-5.42,1693209602,1
sz002310,东方园林,3.06,10.07,157896455,13.65,179205975,15.49,-21309520,-1.8399999999999999,-89980368,-7.78,-67916096,-5.87,1693208079,0
sh601398,工商银行,4.73,1.5,153721456,7.51,166713728,8.14,-12992272,-0.63,-82740960,-4.04,-70980512,-3.47,1693209603,1
sz002271,东方雨虹,29.27,4.65,152897852,10.08,50510092,3.33,102387760,6.75,-73270224,-4.83,-79627632,-5.25,1693208064,0
sh600570,恒生电子,35.47,3.83,152112958,8.11,59905758,3.2,92207200,4.92,-140251968,-7.48,-11860976,-0.63,1693209582,1
sz000736,中交地产,14.26,6.9,148227362,16.11,189969478,20.64,-41742116,-4.54,-95784662,-10.41,-52442702,-5.7,1693208100,0
sz300917,特发服务,34.4,10.22,145795724,14.32,186757380,18.34,-40961656,-4.02,-99494073,-9.77,-46301658,-4.55,1693208061,0
sh601728,中国电信,5.95,2.76,145038198,11.31,57279110,4.47,87759088,6.85,-62548896,-4.88,-82489306,-6.43,1693209605,1
sh601519,大智慧,8.63,3.85,142690672,6.99,217990656,10.67,-75299984,-3.69,-19644480,-0.96,-123046192,-6.02,1693209591,1
sz002146,荣盛发展,2.51,10.09,136329006,12.58,162956922,15.03,-26627916,-2.46,-55882480,-5.16,-80446505,-7.42,1693208043,0
sz002474,榕基软件,8.22,7.03,135134493,16.94,138888497,17.42,-3754004,-0.47000000000000003,-72054044,-9.03,-63080444,-7.91,1693208073,0
sh601601,中国太保,28.1,2.93,133658015,8.65,100981695,6.54,32676320,2.11,-61288800,-3.9699999999999998,-72369216,-4.68,1693209604,1
sz002142,宁波银行,27.58,2.7199999999999998,133177577,8.39,151707369,9.55,-18529792,-1.17,-60622368,-3.8200000000000003,-72555232,-4.57,1693208079,0
sh600030,中信证券,23.79,1.54,124192160,0.99,666825728,5.3,-542633568,-4.31,-74869856,-0.6000000000000001,-49322192,-0.39,1693209605,1
sz000560,我爱我家,3.0,6.38,123844132,18.58,105351839,15.81,18492293,2.7800000000000002,-31523901,-4.73,-92320231,-13.85,1693208073,0
sz002475,立讯精密,32.06,3.42,119440051,5.88,40338291,1.98,79101760,3.89,40657952,2.0,-160098000,-7.87,1693208085,0
sh600383,金地集团,7.8,6.5600000000000005,119019840,6.42,117172096,6.32,1847744,0.1,-49866384,-2.69,-69153440,-3.73,1693209601,1
sz000002,万  科Ａ,14.05,4.54,118467840,4.51,121586000,4.63,-3118160,-0.12,-101067568,-3.85,-17400256,-0.66,1693208085,0
sh688111,金山办公,358.11,0.48,116202810,8.75,37989722,2.86,78213088,5.89,-112565264,-8.48,-3637546,-0.27,1693209589,1
sz002865,钧达股份,103.16,3.47,115295024,6.96,89264240,5.39,26030784,1.57,-1791744,-0.11,-113503296,-6.85,1693208085,0
sz300958,建工修复,26.16,20.0,111398659,15.05,146066176,19.74,-34667517,-4.69,-71136729,-9.61,-40261926,-5.44,1693208082,0
sz300169,天晟新材,11.33,19.51,110984848,6.43,193025200,11.18,-82040352,-4.75,-86518848,-5.01,-24465998,-1.42,1693208091,0
sh688318,财富趋势,157.81,10.45,109213456,4.6,202509952,8.53,-93296496,-3.93,-17224064,-0.73,-91989399,-3.87,1693209580,1
sz301136,招标股份,18.97,19.99,109042825,12.26,174257078,19.59,-65214253,-7.33,-65924514,-7.41,-43118310,-4.85,1693208070,0
sh600239,云南城投,2.94,5.38,106554264,16.67,120056512,18.78,-13502248,-2.11,-59591918,-9.32,-46962345,-7.35,1693209607,1
sz000961,中南建设,1.9300000000000002,10.29,102218914,20.41,111647822,22.3,-9428908,-1.88,-43450043,-8.68,-58768871,-11.74,1693208073,0
sz000826,启迪环境,4.59,6.5,99937294,8.05,179050507,14.42,-79113213,-6.37,-89857424,-7.23,-10079872,-0.81,1693208085,0
sz000712,锦龙股份,16.58,10.02,98380862,45.12,121975860,55.94,-23594998,-10.82,-65565046,-30.07,-32815815,-15.05,1693208076,0
sh688041,海光信息,50.77,2.24,98044633,8.56,88262425,7.71,9782208,0.85,-59310672,-5.18,-38733968,-3.38,1693209589,1
sz300875,捷强装备,51.54,20.0,98005270,10.17,177624102,18.44,-79618832,-8.26,-63892192,-6.63,-34113082,-3.54,1693208067,0
sh601012,隆基绿能,26.48,3.7199999999999998,93901136,1.8599999999999999,67757216,1.34,26143920,0.52,-16290320,-0.32,-77610816,-1.53,1693209607,1
sh688671,碧兴物联,67.3,20.01,88061119,13.85,68157927,10.72,19903192,3.13,-37248392,-5.86,-50812727,-7.99,1693209600,1
sh601336,新华保险,42.3,1.51,86856108,7.22,86794844,7.22,61264,0.01,-11200336,-0.93,-75655776,-6.29,1693209597,1
sh601555,东吴证券,8.62,0.47000000000000003,86305750,4.23,8001942,0.39,78303808,3.84,50538432,2.48,-136844160,-6.71,1693209591,1
sz000001,平安银行,11.52,2.58,85043808,3.64,98883776,4.23,-13839968,-0.59,-50489584,-2.16,-34554224,-1.48,1693208085,0
sh600188,兖矿能源,17.4,4.95,82635595,6.6,60014859,4.79,22620736,1.81,-66080672,-5.28,-16554928,-1.32,1693209590,1
sh601633,长城汽车,25.9,1.17,82104398,14.6,9906020,1.76,72198378,12.84,-30141179,-5.36,-51963219,-9.24,1693209595,1
sz000828,东莞控股,9.91,3.77,77984409,15.93,102451237,20.92,-24466828,-5.0,-25993669,-5.31,-51990739,-10.62,1693208079,0
sh603190,亚通精工,30.78,10.01,75856968,36.91,70359723,34.24,5497245,2.68,-38400589,-18.69,-37456379,-18.23,1693209604,1
sh688591,C泰凌微,33.58,2.69,74454764,5.74,47108972,3.63,27345792,2.11,11315376,0.87,-85770128,-6.61,1693209598,1
sh603025,大豪科技,13.93,10.03,73913656,20.3,76180368,20.92,-2266712,-0.62,-38749219,-10.64,-35164437,-9.66,1693209601,1
sh600864,哈投股份,6.51,4.83,73097470,5.69,74625566,5.8100000000000005,-1528096,-0.12,-22247840,-1.73,-50849632,-3.96,1693209602,1
sz001979,招商蛇口,14.3,3.77,72798697,6.26,73513241,6.32,-714544,-0.06,-69972304,-6.02,-2826384,-0.24,1693208100,0
sh603985,恒润股份,26.99,2.39,72381501,11.76,63319025,10.29,9062476,1.47,-7043332,-1.1400000000000001,-65338169,-10.62,1693209590,1
sz000703,恒逸石化,7.8,0.91,72250899,17.24,49862525,11.9,22388374,5.34,-30614614,-7.31,-41636286,-9.94,1693208073,0
sz000798,中水渔业,12.16,10.05,71901001,10.83,47184417,7.11,24716584,3.7199999999999998,-22916538,-3.45,-48984463,-7.38,1693208076,0
sh601006,大秦铁路,7.31,0.0,71370784,12.43,42438747,7.39,28932037,5.04,-10027838,-1.75,-61342947,-10.69,1693209581,1
sh600155,华创云信,7.68,3.64,70377407,5.73,40961119,3.33,29416288,2.39,-13683248,-1.11,-56694160,-4.61,1693209588,1
sz000573,粤宏远Ａ,3.98,6.7,70056632,21.42,85048727,26.01,-14992095,-4.58,-44836903,-13.71,-25219730,-7.71,1693208061,0
sh600438,通威股份,32.46,2.75,66988911,4.29,82319183,5.28,-15330272,-0.98,-37205520,-2.38,-29783408,-1.9100000000000001,1693209607,1
sz002244,滨江集团,10.76,4.57,65836915,10.72,27433205,4.47,38403710,6.25,-8484933,-1.38,-57351982,-9.34,1693208097,0
sh603383,顶点软件,62.85,3.54,65457306,10.9,32625464,5.43,32831842,5.47,-15672113,-2.61,-49785193,-8.29,1693209608,1
sh600900,长江电力,22.12,-0.18,65146080,3.92,30440400,1.83,34705680,2.09,61811072,3.7199999999999998,-126957168,-7.63,1693209601,1
sz000983,山西焦煤,8.37,3.21,64232616,9.95,749244,0.12,63483372,9.83,-71979623,-11.15,7746999,1.2,1693208043,0
sh601689,拓普集团,67.0,-2.33,63249687,6.5,5069890,0.52,58179797,5.98,34307760,3.5300000000000002,-97557434,-10.03,1693209593,1
sh688981,中芯国际,48.55,0.52,62589238,5.29,-48043706,-4.06,110632944,9.34,-50188592,-4.24,-12400636,-1.05,1693209596,1
