代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601012,隆基绿能,29.32,4.05,721325984,11.43,345665328,5.48,375660656,5.95,-244577808,-3.88,-476748176,-7.5600000000000005,1687939176,1
sz002371,北方华创,314.03,4.34,429880096,12.79,249458160,7.42,180421936,5.37,-192039792,-5.71,-237840304,-7.08,1687937703,0
sh688631,N莱斯,33.46,32.36,403367895,48.39,183951985,22.07,219415910,26.32,18405064,2.21,-421772955,-50.6,1687939191,1
sz300315,掌趣科技,8.02,13.12,353208864,7.03,348921456,6.95,4287408,0.09,-174875936,-3.48,-178332928,-3.55,1687937655,0
sh603806,福斯特,38.04,7.98,265980487,15.9,112628455,6.73,153352032,9.17,-57949104,-3.47,-208031392,-12.44,1687939187,1
sz002555,三七互娱,32.85,1.73,249530592,5.66,369450032,8.37,-119919440,-2.7199999999999998,-136065904,-3.08,-113464688,-2.5700000000000003,1687937658,0
sh600519,贵州茅台,1728.38,1.01,246226784,7.7,305088624,9.54,-58861840,-1.8399999999999999,-245995536,-7.69,-231238,-0.01,1687939174,1
sz000625,长安汽车,13.06,2.03,241759360,8.05,127900768,4.26,113858592,3.79,-28477648,-0.9500000000000001,-213281712,-7.1,1687937646,0
sz300450,先导智能,35.85,5.97,211553205,14.42,185370229,12.63,26182976,1.78,-41133104,-2.8,-170420096,-11.62,1687937691,0
sz000100,TCL科技,3.84,2.13,206305201,17.96,109768129,9.56,96537072,8.41,-89401871,-7.78,-116903327,-10.18,1687937691,0
sz000066,中国长城,14.19,4.8,203002009,11.8,98031593,5.7,104970416,6.1,-50856352,-2.96,-152145632,-8.85,1687937658,0
sz300474,景嘉微,93.64,4.78,194184833,8.33,199196145,8.54,-5011312,-0.21,-100272288,-4.3,-93912560,-4.03,1687937697,0
sz002472,双环传动,34.12,6.66,187971344,6.55,266693008,9.29,-78721664,-2.74,-93058080,-3.24,-94913280,-3.3,1687937658,0
sz002406,远东传动,6.5,9.98,174563618,30.49,182203681,31.82,-7640063,-1.33,-78962237,-13.79,-95601381,-16.7,1687937658,0
sz002617,露笑科技,7.8,10.01,166166744,37.5,168059108,37.93,-1892364,-0.43,-73274338,-16.54,-92892406,-20.97,1687937694,0
sz002866,传艺科技,26.59,5.06,162483282,18.98,162370013,18.97,113269,0.01,-87424461,-10.21,-75058831,-8.77,1687937667,0
sh600982,宁波能源,4.99,9.91,157592660,41.64,189840087,50.16,-32247427,-8.52,-81941885,-21.65,-75650776,-19.99,1687939201,1
sz300118,东方日升,25.57,3.99,154593304,12.48,77482968,6.25,77110336,6.22,-43364816,-3.5,-111228476,-8.98,1687937700,0
sz301295,N美硕,44.92,20.11,153575564,27.79,34407169,6.23,119168395,21.56,123242492,22.3,-276818051,-50.08,1687937664,0
sh600905,三峡能源,5.41,1.69,138468351,17.88,72902126,9.42,65566225,8.47,-76998010,-9.94,-61470334,-7.94,1687939187,1
sz300467,迅游科技,20.56,20.02,136131029,18.45,136378300,18.49,-247271,-0.03,-82643949,-11.2,-53487083,-7.25,1687937691,0
sz002530,金财互联,8.8,6.93,133881370,19.74,133705800,19.72,175570,0.03,-39497798,-5.82,-94383573,-13.92,1687937691,0
sz002708,光洋股份,7.79,10.03,124165978,19.16,121302320,18.72,2863658,0.44,-34580525,-5.34,-89585454,-13.82,1687937688,0
sh688981,中芯国际,51.72,0.64,124109382,8.46,553574,0.04,123555808,8.43,-77790352,-5.3,-46319021,-3.16,1687939187,1
sh688012,中微公司,155.5,2.64,119860663,8.18,38256215,2.61,81604448,5.57,-62595248,-4.27,-57265408,-3.91,1687939185,1
sh600121,郑州煤电,4.8,10.09,115663364,58.52,136237215,68.93,-20573851,-10.41,-51690695,-26.15,-63972669,-32.37,1687939183,1
sz000568,泸州老窖,217.86,-0.16,115454615,9.09,71821527,5.66,43633088,3.44,-48492752,-3.8200000000000003,-66961854,-5.27,1687937661,0
sh601333,广深铁路,4.12,5.37,101925396,18.27,19621622,3.52,82303774,14.75,-27778097,-4.98,-74147299,-13.29,1687939180,1
sh603767,中马传动,13.17,10.03,96932470,21.37,75050529,16.55,21881941,4.83,-41888862,-9.24,-55043608,-12.14,1687939199,1
sz300274,阳光电源,116.51,-0.37,90064600,6.05,-47013240,-3.16,137077840,9.2,4384752,0.29,-94449360,-6.34,1687937691,0
sh600520,文一科技,16.92,10.01,89672032,10.28,109120701,12.51,-19448669,-2.23,-43849068,-5.03,-45822955,-5.26,1687939181,1
sz301397,N溯联,45.14,-15.26,89464602,20.23,7329068,1.6600000000000001,82135534,18.57,41359687,9.35,-130824282,-29.58,1687937673,0
sz000678,襄阳轴承,6.67,10.07,82762876,38.09,92727246,42.67,-9964370,-4.59,-42103472,-19.38,-40659405,-18.71,1687937661,0
sz000816,智慧农业,3.42,9.97,80096200,38.08,62252597,29.59,17843603,8.48,-21053825,-10.01,-59042374,-28.07,1687937682,0
