代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz300059,东方财富,16.51,3.9,875827648,11.18,811496912,10.36,64330736,0.8200000000000001,-376238048,-4.8,-499589584,-6.38,1692083370,0
sh688548,N广钢,13.15,33.23,782735295,28.61,272041295,9.94,510694000,18.67,275042448,10.05,-1057777728,-38.66,1692083384,1
sh601099,太平洋,4.96,3.33,506767904,6.21,865772080,10.61,-359004176,-4.4,-362107776,-4.44,-144660144,-1.77,1692083384,1
sz301510,N固高,68.0,466.67,500040870,23.22,156846452,7.28,343194418,15.94,247885328,11.51,-747926208,-34.74,1692083310,0
sz002230,科大讯飞,64.0,0.03,297423408,7.63,193657696,4.97,103765712,2.66,-58039968,-1.49,-239383440,-6.14,1692083361,0
sz002945,华林证券,17.56,10.03,279264539,18.0,294182875,18.97,-14918336,-0.96,-143253600,-9.24,-136010948,-8.77,1692083352,0
sz300750,宁德时代,231.3,-0.6900000000000001,213554352,6.32,37469280,1.11,176085072,5.21,-185975296,-5.5,-27579072,-0.8200000000000001,1692083340,0
sh601696,中银证券,12.3,7.24,210199216,8.07,366042032,14.06,-155842816,-5.98,-146027520,-5.61,-64171696,-2.46,1692083368,1
sz002229,鸿博股份,41.09,10.01,193963776,6.23,263885376,8.48,-69921600,-2.25,-143336992,-4.6,-50626784,-1.63,1692083325,0
sz002475,立讯精密,32.5,-0.15,183575117,13.33,34122621,2.48,149452496,10.85,-97558912,-7.08,-86016208,-6.24,1692083373,0
sh601688,华泰证券,17.35,2.3,175646624,8.26,251554016,11.83,-75907392,-3.5700000000000003,-52193888,-2.45,-123452768,-5.8,1692083357,1
sh600280,中央商场,5.42,9.94,165390919,13.02,212621085,16.73,-47230166,-3.7199999999999998,-97288832,-7.66,-68102096,-5.36,1692083362,1
sz301370,国科恒泰,27.1,17.42,164822394,12.68,180197770,13.86,-15375376,-1.18,-55797072,-4.29,-109025312,-8.39,1692083355,0
sh601288,农业银行,3.49,2.05,150783204,13.63,106429984,9.62,44353220,4.01,-58560088,-5.3,-92223120,-8.34,1692083382,1
sz002146,荣盛发展,2.5300000000000002,6.75,146598247,11.46,145238935,11.36,1359312,0.11,-92972352,-7.27,-53625888,-4.19,1692083370,0
sz300380,安硕信息,35.59,19.99,141205990,12.04,141404918,12.06,-198928,-0.02,-71116320,-6.06,-70089668,-5.98,1692083370,0
sz300394,天孚通信,99.58,0.47000000000000003,135103653,6.93,122867157,6.3,12236496,0.63,-66352928,-3.4,-68750720,-3.5300000000000002,1692083325,0
sz301408,华人健康,23.63,20.01,127640837,23.39,169462476,31.05,-41821639,-7.66,-75441014,-13.82,-52199824,-9.57,1692083355,0
sh603106,恒银科技,8.51,9.95,124468951,13.8,113035908,12.53,11433043,1.27,-70945136,-7.86,-53523808,-5.93,1692083360,1
sh601788,光大证券,18.21,2.19,116853364,8.72,39896980,2.98,76956384,5.74,-42156544,-3.14,-74696828,-5.57,1692083380,1
sz300804,广康生化,44.62,20.01,112064658,27.62,111916628,27.58,148030,0.04,-28788965,-7.09,-83275692,-20.52,1692083370,0
sh600266,城建发展,7.39,3.94,111036578,13.41,20526890,2.48,90509688,10.93,-38881281,-4.7,-72155296,-8.72,1692083380,1
sz002640,跨境通,3.91,7.12,107483150,16.12,98404798,14.75,9078352,1.3599999999999999,-49305558,-7.39,-58177593,-8.72,1692083334,0
sh603029,天鹅股份,23.14,9.98,100042459,38.62,117745115,45.46,-17702656,-6.83,-58021359,-22.4,-42021100,-16.22,1692083367,1
sh600361,创新新材,6.19,9.95,93744645,27.41,107265873,31.36,-13521228,-3.95,-42457977,-12.41,-51286669,-14.99,1692083384,1
sz300760,迈瑞医疗,267.93,-0.63,92803988,7.51,43131711,3.49,49672277,4.02,-53885456,-4.36,-38918544,-3.15,1692083355,0
sz002907,华森制药,19.02,10.01,87259665,27.99,99746497,31.99,-12486832,-4.01,-40141191,-12.88,-47118474,-15.11,1692083325,0
sz000333,美的集团,55.16,-0.51,85144614,9.45,38861426,4.31,46283188,5.13,-117621488,-13.05,32476875,3.6,1692083328,0
sz002999,天禾股份,8.24,10.01,84972133,54.38,96897285,62.01,-11925152,-7.63,-44050409,-28.19,-40921725,-26.19,1692083376,0
sz000950,重药控股,6.53,5.15,80166283,10.09,50974956,6.42,29191327,3.67,724367,0.09,-80890649,-10.18,1692083373,0
sh600958,东方证券,10.86,1.78,79247776,8.09,9324408,0.9500000000000001,69923368,7.14,-16796160,-1.71,-62451613,-6.38,1692083358,1
sz002370,亚太药业,4.98,9.93,75597839,46.42,95896896,58.88,-20299057,-12.46,-38435133,-23.6,-37162706,-22.82,1692083349,0
sh603728,鸣志电器,63.47,-1.58,74423038,17.94,74048305,17.84,374733,0.09,-16410624,-3.95,-58012413,-13.98,1692083365,1
sh600129,太极集团,51.88,2.55,74275850,16.93,60266256,13.74,14009594,3.19,-40415399,-9.21,-33860451,-7.72,1692083361,1
sz001367,海森药业,55.72,10.01,69277979,23.73,96968178,33.21,-27690199,-9.48,-45348360,-15.53,-23929620,-8.2,1692083379,0
sh603629,利通电子,23.22,2.25,68699781,12.77,24984211,4.64,43715570,8.13,10208762,1.9,-78908544,-14.67,1692083384,1
sh601377,兴业证券,7.19,3.75,66958104,5.25,11039576,0.87,55918528,4.39,41231136,3.24,-108189222,-8.49,1692083371,1
sh600829,人民同泰,8.33,10.04,65929453,28.93,68153523,29.91,-2224070,-0.98,-30389869,-13.34,-35539586,-15.6,1692083382,1
sz001979,招商蛇口,13.82,0.73,64449780,13.4,13889074,2.89,50560706,10.51,27437306,5.7,-91887087,-19.1,1692083328,0
sz000100,TCL科技,4.03,1.0,63847307,10.03,-13889846,-2.18,77737153,12.21,-19996928,-3.14,-43850380,-6.89,1692083334,0
