代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601012,隆基绿能,30.85,6.05,1419975536,15.8,1319843040,14.69,100132496,1.11,-686300960,-7.64,-733674592,-8.17,1691046098,1
sz300059,东方财富,16.92,4.64,1273945792,11.26,1023905664,9.05,250040128,2.21,-368421552,-3.26,-905524240,-8.0,1691046066,0
sh603259,药明康德,77.05,4.4,723715248,21.9,166940016,5.05,556775232,16.85,-124613728,-3.77,-599101520,-18.13,1691046093,1
sh601901,方正证券,7.88,10.06,664871376,26.47,884501184,35.21,-219629808,-8.74,-334211696,-13.3,-330659680,-13.16,1691046098,1
sz301509,N金凯,72.52,28.22,366944698,33.61,82215625,7.53,284729073,26.08,105106640,9.63,-472051344,-43.24,1691046090,0
sz002146,荣盛发展,3.04,10.14,345518160,14.34,301874384,12.53,43643776,1.81,-191050176,-7.93,-154468000,-6.41,1691046096,0
sh600109,国金证券,10.49,7.26,342405509,15.87,286847477,13.3,55558032,2.58,-135595696,-6.29,-206809808,-9.59,1691046099,1
sh600030,中信证券,24.43,2.43,313875568,4.91,673506656,10.54,-359631088,-5.63,-120754608,-1.8900000000000001,-193120960,-3.02,1691046100,1
sz000776,广发证券,16.64,2.7800000000000002,289110256,13.31,244349888,11.25,44760368,2.06,-143205024,-6.59,-145905232,-6.72,1691046096,0
sh601136,首创证券,20.08,10.03,285868880,12.51,339684416,14.87,-53815536,-2.36,-172929168,-7.57,-112939712,-4.94,1691046098,1
sh601318,中国平安,52.41,1.9500000000000002,279497168,8.22,291689600,8.58,-12192432,-0.36,-104509584,-3.07,-174987584,-5.15,1691046100,1
sh601456,国联证券,11.65,10.01,279018064,14.77,454394656,24.06,-175376592,-9.28,-155855212,-8.25,-123162862,-6.52,1691046099,1
sh600621,华鑫股份,13.41,10.01,276449440,18.54,326445040,21.9,-49995600,-3.35,-156587504,-10.5,-119861938,-8.04,1691046099,1
sh601601,中国太保,30.34,2.92,269200204,16.64,79511164,4.91,189689040,11.72,-87556112,-5.41,-181644080,-11.23,1691046100,1
sz002797,第一创业,6.8100000000000005,5.91,236689346,11.02,230087346,10.71,6602000,0.31,-82835872,-3.86,-153853488,-7.16,1691046078,0
sh600438,通威股份,35.39,3.03,217439360,11.8,159132384,8.63,58306976,3.16,-79236320,-4.3,-138203040,-7.5,1691046100,1
sz002610,爱康科技,2.8,8.53,210058927,15.74,162043231,12.14,48015696,3.6,-67220832,-5.04,-142838096,-10.7,1691046075,0
sz301518,N长华,34.82,35.22,205881256,23.4,19166038,2.18,186715218,21.22,151486848,17.22,-357368112,-40.61,1691046099,0
