代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601136,首创证券,24.0,6.67,562865696,15.32,686467904,18.68,-123602208,-3.36,-321195520,-8.74,-241670176,-6.58,1691997188,1
sz300418,昆仑万维,39.86,7.24,516640240,9.36,325227312,5.89,191412928,3.47,-115841904,-2.1,-400798336,-7.26,1691997165,0
sz002229,鸿博股份,37.35,10.01,428796320,24.11,424281408,23.85,4514912,0.25,-215107152,-12.09,-213689165,-12.01,1691997195,0
sh603000,人民网,32.19,10.01,410423296,13.52,545977776,17.98,-135554480,-4.46,-250833600,-8.26,-159589696,-5.26,1691997174,1
sz002230,科大讯飞,63.98,3.19,338578848,10.6,146935264,4.6,191643584,6.0,-195339344,-6.12,-143239520,-4.49,1691997198,0
sh600050,中国联通,5.4,2.66,330901584,12.19,134981520,4.97,195920064,7.22,-82706336,-3.05,-248195248,-9.15,1691997184,1
sh600276,恒瑞医药,40.62,3.62,279733517,11.59,176930061,7.33,102803456,4.26,-130836192,-5.42,-148897344,-6.17,1691997187,1
sz002528,英飞拓,8.87,10.05,198300929,19.88,215802760,21.64,-17501831,-1.75,-79545648,-7.98,-118755280,-11.91,1691997180,0
sz301218,华是科技,43.9,20.01,172593387,19.56,192494810,21.82,-19901423,-2.26,-89796384,-10.18,-82797000,-9.38,1691997165,0
sh603259,药明康德,78.49,-0.14,166055188,10.09,1567972,0.1,164487216,10.0,66477920,4.04,-232533104,-14.13,1691997200,1
sz002235,安妮股份,7.49,9.99,161629877,30.49,165422201,31.2,-3792324,-0.72,-62249675,-11.74,-99380202,-18.75,1691997186,0
sz002777,久远银海,32.95,10.02,160230272,17.93,129599969,14.51,30630303,3.43,-56494158,-6.32,-103736112,-11.61,1691997192,0
sz000034,神州数码,29.79,5.38,155344951,13.12,153352199,12.95,1992752,0.17,-39693392,-3.35,-115651552,-9.77,1691997198,0
sh601728,中国电信,6.0,2.56,149926368,8.89,60071456,3.56,89854912,5.33,-21218544,-1.26,-128707808,-7.64,1691997203,1
sz002261,拓维信息,16.58,6.08,140835850,6.08,38990778,1.6800000000000002,101845072,4.4,22044800,0.9500000000000001,-162880656,-7.04,1691997165,0
sz301202,朗威股份,43.3,20.01,137047359,24.58,161199740,28.91,-24152381,-4.33,-69935116,-12.54,-67112244,-12.04,1691997195,0
sh601360,三六零,11.71,4.18,132594428,8.91,118805468,7.98,13788960,0.93,-66564672,-4.47,-66029760,-4.44,1691997199,1
sz300624,万兴科技,99.51,6.54,127299413,9.25,56422853,4.1,70876560,5.15,13378736,0.97,-140678144,-10.22,1691997180,0
sz000903,云内动力,3.2800000000000002,10.07,127031468,17.47,130905051,18.0,-3873583,-0.53,-46537123,-6.4,-80494345,-11.07,1691997165,0
sz002602,世纪华通,5.65,2.17,126257360,13.81,66602254,7.29,59655106,6.53,-48533998,-5.31,-77723368,-8.5,1691997144,0
sh600536,中国软件,55.0,4.46,124298721,8.69,46599601,3.26,77699120,5.43,-36373472,-2.54,-87925248,-6.15,1691997193,1
sz000100,TCL科技,3.99,2.31,118847942,12.75,137658522,14.77,-18810580,-2.02,-32907488,-3.5300000000000002,-85940454,-9.22,1691997159,0
sz000978,桂林旅游,8.94,8.63,118163998,14.9,122625910,15.46,-4461912,-0.56,-53183599,-6.71,-64980400,-8.19,1691997144,0
sh600085,同仁堂,57.37,1.18,110349407,20.63,-8424014,-1.58,118773421,22.21,-24804648,-4.64,-85544760,-16.0,1691997196,1
sh600633,浙数文化,15.27,10.01,106809781,12.48,125106380,14.62,-18296599,-2.14,-40971936,-4.79,-65837833,-7.69,1691997196,1
sz000719,中原传媒,13.05,10.03,103247791,10.34,105618305,10.58,-2370514,-0.24,-14518160,-1.45,-88729632,-8.89,1691997153,0
sz002941,新疆交建,17.94,9.99,102180617,14.69,121123153,17.42,-18942536,-2.7199999999999998,-52804678,-7.59,-49375938,-7.1,1691997198,0
sz300921,南凌科技,29.14,20.02,98683300,17.94,90927038,16.53,7756262,1.4100000000000001,-33076017,-6.01,-65607285,-11.93,1691997195,0
sz003005,竞业达,36.37,10.01,98040444,23.74,96039798,23.26,2000646,0.48,-42232367,-10.23,-55808078,-13.51,1691997186,0
sz000428,华天酒店,4.93,10.04,95553039,36.54,121247434,46.37,-25694395,-9.83,-47348541,-18.11,-48204498,-18.44,1691997195,0
sh601225,陕西煤业,16.16,-0.43,92130002,23.14,25804896,6.48,66325106,16.66,-44439121,-11.16,-47690881,-11.98,1691997193,1
sz000411,英特集团,14.4,10.01,90955068,24.3,87303239,23.32,3651829,0.98,-12730465,-3.4,-78224604,-20.9,1691997183,0
sh600900,长江电力,21.81,0.28,89762014,7.5,-8976656,-0.75,98738670,8.25,-47934096,-4.0,-41827888,-3.49,1691997200,1
sh603918,金桥信息,26.14,6.69,89745832,9.34,46926965,4.88,42818867,4.46,19614720,2.04,-109360544,-11.38,1691997202,1
sz002475,立讯精密,32.55,-1.6600000000000001,88686777,3.91,45472233,2.0,43214544,1.9,25956880,1.1400000000000001,-114643632,-5.05,1691997198,0
sh600703,三安光电,16.87,1.38,84689895,15.36,74796306,13.57,9893589,1.79,-13922271,-2.52,-70767624,-12.83,1691997196,1
sz300002,神州泰岳,10.46,5.44,83196349,7.82,43481025,4.09,39715324,3.73,25347408,2.38,-108543763,-10.2,1691997150,0
sz001324,长青科技,23.87,10.0,82081720,40.67,85616830,42.42,-3535110,-1.75,-39939491,-19.79,-42142229,-20.88,1691997195,0
sz300058,蓝色光标,8.79,4.02,81490693,9.26,14874669,1.69,66616024,7.57,-28170896,-3.2,-53319792,-6.06,1691997120,0
sh603083,剑桥科技,49.95,3.46,79844788,6.26,51780276,4.06,28064512,2.2,11295904,0.89,-91140720,-7.15,1691997193,1
sh603153,上海建科,19.21,10.02,79158037,32.86,68283910,28.35,10874127,4.51,-30467610,-12.65,-48690428,-20.21,1691997196,1
sh600602,云赛智联,13.94,6.82,77979203,9.09,31783113,3.71,46196090,5.39,-10986112,-1.28,-66993091,-7.8100000000000005,1691997180,1
sz000063,中兴通讯,36.62,2.43,76282448,3.6,26321232,1.24,49961216,2.35,25592320,1.21,-101874768,-4.8,1691997147,0
sz002708,光洋股份,7.08,9.94,76222440,41.96,86638869,47.7,-10416429,-5.73,-34082706,-18.76,-42139734,-23.2,1691997165,0
sz000936,华西股份,11.38,5.37,75380514,4.88,25647794,1.6600000000000001,49732720,3.22,-5005504,-0.32,-70375008,-4.55,1691997171,0
sh601138,工业富联,21.4,-0.47000000000000003,75050912,2.74,91128832,3.33,-16077920,-0.59,-71948256,-2.63,-3102672,-0.11,1691997198,1
sh601111,中国国航,9.34,-0.21,72839202,8.65,3113586,0.37,69725616,8.28,24917880,2.96,-97757085,-11.61,1691997180,1
sz002292,奥飞娱乐,9.74,4.73,72198679,9.24,50083305,6.41,22115374,2.83,-32702063,-4.18,-39496610,-5.05,1691997171,0
sz001979,招商蛇口,13.72,1.63,70572783,9.85,15484829,2.16,55087954,7.69,-7282937,-1.02,-63289845,-8.84,1691997192,0
sz300630,普利制药,22.65,5.1,68219039,8.27,16863631,2.04,51355408,6.22,-334368,-0.04,-67884672,-8.23,1691997150,0
sh601390,中国中铁,7.88,2.2,67361923,6.58,-1770637,-0.17,69132560,6.76,10143040,0.99,-77504976,-7.57,1691997192,1
sh603179,新泉股份,52.8,-0.53,65624844,13.02,2458307,0.49,63166537,12.53,11822639,2.34,-77447483,-15.36,1691997198,1
sh603888,新华网,30.53,8.84,62974908,7.5,62971073,7.5,3835,0.0,-16286672,-1.94,-46688234,-5.5600000000000005,1691997204,1
sz002480,新筑股份,5.35,10.08,61300945,32.66,67622052,36.03,-6321107,-3.37,-29349404,-15.64,-31951540,-17.02,1691997150,0
sz002368,太极股份,45.32,7.39,60863265,7.6,24642569,3.08,36220696,4.52,2424496,0.30000000000000004,-63287757,-7.9,1691997186,0
sz300394,天孚通信,99.11,4.8100000000000005,60220840,3.88,11006328,0.71,49214512,3.17,2622016,0.17,-62842864,-4.05,1691997135,0
sz300760,迈瑞医疗,269.62,1.25,58279586,3.84,43065858,2.84,15213728,1.0,16526528,1.09,-74806112,-4.93,1691997195,0
sz002939,长城证券,9.08,-0.33,58277550,11.22,44361233,8.54,13916317,2.68,-61344632,-11.81,3067082,0.59,1691997195,0
sz300674,宇信科技,18.96,6.22,56099928,7.71,14968446,2.06,41131482,5.65,-10603448,-1.46,-45496476,-6.25,1691997195,0
sz002555,三七互娱,27.2,3.86,55038125,6.29,15917122,1.82,39121003,4.47,-22710304,-2.6,-32327818,-3.7,1691997165,0
sz002558,巨人网络,14.55,5.74,51385681,5.96,15803554,1.83,35582127,4.12,32048976,3.71,-83434655,-9.67,1691997168,0
sz000032,深桑达Ａ,30.57,8.21,48462673,5.83,29104528,3.5,19358145,2.33,-4950128,-0.6000000000000001,-43512550,-5.24,1691997150,0
sh603728,鸣志电器,64.49,5.12,46707603,9.71,23891529,4.97,22816074,4.74,-7721204,-1.6,-38986400,-8.1,1691997190,1
sh600048,保利发展,14.01,0.36,45909152,4.58,62400496,6.22,-16491344,-1.6400000000000001,-3848128,-0.38,-42061013,-4.19,1691997204,1
sz301509,金凯生科,108.36,11.2,45598966,4.21,53873670,4.97,-8274704,-0.76,-16510608,-1.52,-29088359,-2.69,1691997165,0
sz300542,新晨科技,15.32,2.61,43713714,6.74,36716148,5.66,6997566,1.08,-28804766,-4.44,-14908949,-2.3,1691997180,0
sz002517,恺英网络,15.76,6.78,42936017,5.66,-8119021,-1.07,51055038,6.73,9869543,1.3,-52805560,-6.96,1691997174,0
sz000725,京东方Ａ,3.99,0.76,42588502,4.2,65566578,6.47,-22978076,-2.27,-55116900,-5.44,12528391,1.24,1691997150,0
sh603569,长久物流,13.82,10.03,41426140,12.83,48452484,15.0,-7026344,-2.18,-22789677,-7.06,-18636464,-5.77,1691997191,1
sz300033,同花顺,181.15,0.14,41376996,3.18,3781556,0.29,37595440,2.89,-27800064,-2.13,-13576928,-1.04,1691997150,0
sh600968,海油发展,3.06,0.33,40341464,22.13,49074787,26.92,-8733323,-4.79,-7760614,-4.26,-32580851,-17.87,1691997192,1
sz000066,中国长城,12.25,2.08,38037246,9.12,4412558,1.06,33624688,8.06,1204698,0.29,-39241944,-9.41,1691997168,0
sh600547,山东黄金,24.51,0.45,37685292,6.43,26589228,4.54,11096064,1.8900000000000001,-6106192,-1.04,-31579100,-5.39,1691997198,1
sh603985,恒润股份,24.2,4.76,37144660,8.23,12860164,2.85,24284496,5.38,-14614453,-3.24,-22530206,-4.99,1691997189,1
sz002271,东方雨虹,28.65,-0.62,36476253,5.13,7715371,1.08,28760882,4.04,-15258078,-2.15,-21218173,-2.98,1691997156,0
sz300771,智莱科技,13.39,10.12,35629837,6.83,18968386,3.63,16661451,3.19,-10860267,-2.08,-24769571,-4.75,1691997165,0
sh600988,赤峰黄金,15.21,1.06,34635587,8.12,15594509,3.65,19041078,4.46,-34292930,-8.04,-342658,-0.08,1691997186,1
sz002551,尚荣医疗,4.44,6.22,33991062,11.84,37245380,12.97,-3254318,-1.13,-24636518,-8.58,-9354545,-3.26,1691997159,0
sz002236,大华股份,20.77,1.6099999999999999,33790014,4.8,21292524,3.03,12497490,1.78,-5276634,-0.75,-28513380,-4.05,1691997189,0
sz300634,彩讯股份,23.76,5.93,33498194,7.74,18179388,4.2,15318806,3.54,13401693,3.1,-46899887,-10.84,1691997150,0
