代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz301393,N昊帆,103.09,52.32,727914772,38.98,369476786,19.79,358437986,19.2,-330991328,-17.73,-396923431,-21.26,1689145500,0
sh601012,隆基绿能,30.55,4.48,641353808,7.46,593722448,6.9,47631360,0.55,-81824768,-0.9500000000000001,-559529056,-6.51,1689145527,1
sh603000,人民网,28.16,10.0,501061856,18.45,562516960,20.71,-61455104,-2.26,-239445248,-8.81,-261616624,-9.63,1689145513,1
sz301381,N赛维,43.99,115.11,279194822,29.35,50362270,5.29,228832552,24.06,106008433,11.14,-385203251,-40.49,1689145500,0
sz000581,威孚高科,18.4,6.36,274831303,18.82,318042615,21.78,-43211312,-2.96,-197433920,-13.52,-77397376,-5.3,1689145515,0
sz300763,锦浪科技,113.59,6.8100000000000005,244901049,11.0,158063417,7.1,86837632,3.9,-32117232,-1.44,-212783808,-9.56,1689145500,0
sz301370,N国科恒,26.08,94.77,239894493,23.47,47816229,4.68,192078264,18.79,182298198,17.84,-422192704,-41.31,1689145500,0
sz000725,京东方Ａ,4.26,0.0,209390288,13.16,210394512,13.22,-1004224,-0.06,-140506240,-8.83,-68884070,-4.33,1689145479,0
sh688390,固德威,178.5,3.92,191864104,15.19,102373080,8.1,89491024,7.08,-69191920,-5.48,-122672184,-9.71,1689145528,1
sh600036,招商银行,33.2,1.5,188855520,9.0,74290032,3.54,114565488,5.46,-41800016,-1.99,-147055504,-7.01,1689145504,1
sz000625,长安汽车,14.12,0.5,180516608,3.49,130859984,2.5300000000000002,49656624,0.96,-167579440,-3.24,-12937152,-0.25,1689145485,0
sz002352,顺丰控股,46.95,-0.8,165683597,21.6,36568695,4.77,129114902,16.83,-151067721,-19.69,-14615882,-1.9100000000000001,1689145518,0
sz301386,未来电器,32.76,20.0,161352576,32.93,133894911,27.32,27457665,5.6,-43724977,-8.92,-117627599,-24.0,1689145515,0
sh601899,紫金矿业,11.95,0.93,157070352,7.0,-18198384,-0.81,175268736,7.8100000000000005,-199592304,-8.9,42521936,1.9,1689145527,1
sh600438,通威股份,34.66,1.55,149994249,7.78,139205337,7.22,10788912,0.56,1085232,0.06,-151079488,-7.83,1689145518,1
sz002112,三变科技,12.77,9.99,149718203,27.36,116912565,21.37,32805638,6.0,-52026670,-9.51,-97691533,-17.85,1689145521,0
sz002607,中公教育,4.86,3.4,143106753,9.76,163825825,11.18,-20719072,-1.4100000000000001,-49559152,-3.38,-93547600,-6.38,1689145521,0
sz300438,鹏辉能源,53.16,1.33,142261620,11.14,65007220,5.09,77254400,6.05,-38826256,-3.04,-103435376,-8.1,1689145500,0
sh688638,N誉辰,77.35,-7.8100000000000005,127838871,35.95,29436734,8.28,98402137,27.67,2592142,0.73,-130431014,-36.68,1689145528,1
sz002129,TCL中环,31.12,1.73,124599136,8.68,72808560,5.07,51790576,3.61,-26820576,-1.87,-97778544,-6.8100000000000005,1689145470,0
sz002196,方正电机,8.15,9.99,118549262,24.5,131626675,27.21,-13077413,-2.7,-73564717,-15.21,-44984544,-9.3,1689145521,0
