代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz000831,中国稀土,33.68,9.99,474106272,21.66,414225344,18.92,59880928,2.74,-181088848,-8.27,-293017408,-13.38,1688540856,0
sh600111,北方稀土,26.49,8.92,402365248,8.98,239912672,5.35,162452576,3.62,-57858496,-1.29,-344506752,-7.69,1688540869,1
sz301202,N朗威,42.93,66.27,382973432,35.11,103749432,9.51,279224000,25.6,149049144,13.66,-532022560,-48.77,1688540850,0
sh600497,驰宏锌锗,5.94,10.0,319603168,7.21,-8637792,-0.19,328240960,7.41,-112626768,-2.54,-206976384,-4.67,1688540882,1
sz002049,紫光国微,96.52,2.64,292919568,9.03,128935312,3.98,163984256,5.06,-114453440,-3.5300000000000002,-178466112,-5.5,1688540844,0
sh600010,包钢股份,1.9100000000000001,4.37,238285616,16.52,62420864,4.33,175864752,12.19,-54526608,-3.7800000000000002,-183759006,-12.74,1688540879,1
sz300124,汇川技术,70.5,6.66,225720368,6.78,64241504,1.9300000000000002,161478864,4.85,-61845248,-1.8599999999999999,-163875120,-4.92,1688540880,0
sz000656,金科股份,1.35,9.76,185495930,21.86,155630792,18.34,29865138,3.52,-94040585,-11.08,-91455347,-10.78,1688540874,0
sz300366,创意信息,14.78,10.38,180862964,8.75,201341844,9.75,-20478880,-0.99,-119026688,-5.76,-61836272,-2.99,1688540850,0
sh603108,润达医疗,19.44,10.02,172315878,17.07,246508368,24.42,-74192490,-7.35,-111287826,-11.03,-61028049,-6.05,1688540863,1
sh600549,厦门钨业,19.89,4.46,159943687,15.36,78469634,7.53,81474053,7.82,-42354112,-4.07,-117589580,-11.29,1688540860,1
sz000629,钒钛股份,4.4,6.54,153347335,12.0,160035527,12.53,-6688192,-0.52,1004128,0.08,-154351440,-12.08,1688540859,0
sz000060,中金岭南,5.27,9.56,153179234,12.11,194816978,15.4,-41637744,-3.29,-48518672,-3.84,-104660560,-8.27,1688540880,0
sh688111,金山办公,458.0,0.44,136450921,12.88,68095337,6.43,68355584,6.45,-135387440,-12.78,-1063489,-0.1,1688540884,1
sh603799,华友钴业,45.99,1.6400000000000001,126388899,7.36,58925939,3.43,67462960,3.93,-38593664,-2.25,-87795232,-5.12,1688540867,1
sz002050,三花智控,29.1,-2.12,123844734,8.36,11650412,0.79,112194322,7.58,-150531184,-10.16,26686432,1.8,1688540856,0
sz000851,高鸿股份,5.91,5.72,120665450,14.06,114937429,13.4,5728021,0.67,-59422783,-6.93,-61242674,-7.14,1688540829,0
