代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz300904,N威力,128.0,261.48,287247635,30.25,67547244,7.11,219700391,23.14,93938386,9.89,-381186027,-40.15,1691566488,0
sz301487,N盟固利,98.02,1742.48,275594187,22.36,58974077,4.79,216620110,17.58,63399344,5.14,-338993520,-27.51,1691566467,0
sh688671,N碧兴,70.0,93.8,256976709,40.94,68453398,10.91,188523311,30.04,52463187,8.36,-309439897,-49.3,1691566915,1
sz300542,新晨科技,15.34,20.03,151028524,37.9,159078773,39.93,-8050249,-2.02,-96511394,-24.22,-54517131,-13.68,1691566476,0
sz000948,南天信息,20.17,9.98,142059907,13.83,123239556,12.0,18820351,1.83,-24507776,-2.39,-117552121,-11.44,1691566464,0
sh603259,药明康德,76.24,3.5700000000000003,130558016,4.08,85893568,2.68,44664448,1.3900000000000001,-97403856,-3.04,-33154160,-1.04,1691566915,1
sz002177,御银股份,5.09,9.94,129947195,33.71,121073683,31.4,8873512,2.3,-61671524,-16.0,-68275671,-17.71,1691566497,0
sh688185,康希诺,97.84,19.54,124018179,13.6,86693472,9.51,37324707,4.09,-49295264,-5.41,-74722910,-8.19,1691566922,1
sh601236,红塔证券,9.06,3.7800000000000002,120584048,5.7,294876720,13.94,-174292672,-8.24,-119584256,-5.65,-999808,-0.05,1691566923,1
sz300399,天利科技,18.24,20.0,117112477,11.89,134606832,13.66,-17494355,-1.78,-97996646,-9.95,-19115834,-1.94,1691566479,0
sz301515,港通医疗,42.42,20.0,109335054,17.31,111124960,17.6,-1789906,-0.28,-51781214,-8.2,-57553840,-9.11,1691566449,0
sh600322,天房发展,2.59,10.21,100815357,20.32,106956805,21.55,-6141448,-1.24,-60229334,-12.14,-40586023,-8.18,1691566917,1
sh600129,太极集团,50.37,-6.43,97497996,11.32,22263157,2.58,75234839,8.73,10144848,1.18,-107642841,-12.5,1691566894,1
sz300760,迈瑞医疗,271.25,0.29,96471972,4.08,87041844,3.68,9430128,0.4,-68918640,-2.92,-27553344,-1.17,1691566488,0
sh603291,联合水务,17.34,10.03,95126799,25.04,95857472,25.23,-730673,-0.19,-44270722,-11.65,-50856076,-13.39,1691566918,1
sz002142,宁波银行,28.25,1.25,89415244,12.6,38919064,5.48,50496180,7.12,-24498609,-3.45,-64916634,-9.15,1691566494,0
sz300759,康龙化成,30.16,4.98,84421694,6.51,34831806,2.69,49589888,3.83,13744864,1.06,-98166560,-7.57,1691566458,0
sz300601,康泰生物,29.44,5.14,84029540,13.65,26006617,4.22,58022923,9.42,-10209443,-1.6600000000000001,-73820098,-11.99,1691566467,0
sz002907,华森制药,17.88,10.03,83633229,17.37,63673976,13.22,19959253,4.15,-40984131,-8.51,-42649098,-8.86,1691566506,0
sz300015,爱尔眼科,19.15,1.97,80254512,10.33,41452452,5.33,38802060,4.99,-41646000,-5.36,-38608517,-4.97,1691566491,0
sz300142,沃森生物,27.5,4.96,78961785,7.16,755342,0.07,78206443,7.09,-74543200,-6.76,-4418576,-0.4,1691566455,0
