代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz300576,容大感光,42.41,20.01,311670685,16.81,391359357,21.11,-79688672,-4.3,-195961040,-10.57,-115709648,-6.24,1693467258,0
sh688012,中微公司,152.34,3.7800000000000002,227110061,11.13,100208893,4.91,126901168,6.22,-197600528,-9.69,-29509552,-1.45,1693467767,1
sz002371,北方华创,271.26,1.16,193935765,11.56,51383541,3.06,142552224,8.5,-130276256,-7.77,-63659520,-3.79,1693467258,0
sh601138,工业富联,21.91,0.5,182399728,7.12,7432976,0.29,174966752,6.83,-125444848,-4.9,-56954880,-2.22,1693467770,1
sh603005,晶方科技,21.34,10.0,176053327,19.21,183650673,20.04,-7597346,-0.8300000000000001,-59149490,-6.45,-116903831,-12.76,1693467785,1
sh688981,中芯国际,54.24,2.46,174128608,5.67,-4208320,-0.14,178336928,5.8100000000000005,-79756592,-2.6,-94372032,-3.07,1693467775,1
sh688041,海光信息,59.19,4.69,171388752,7.44,41742768,1.81,129645984,5.63,-1805200,-0.08,-169583552,-7.36,1693467767,1
sh688256,寒武纪-U,158.8,-0.66,161345376,8.8,65929824,3.6,95415552,5.21,5848480,0.32,-167193856,-9.12,1693467759,1
sz002941,新疆交建,17.8,10.01,155123184,13.84,177466944,15.83,-22343760,-1.99,-107421386,-9.58,-47701800,-4.26,1693467291,0
sh600795,国电电力,3.51,5.09,126684590,15.87,93999801,11.78,32684789,4.09,-14481470,-1.81,-112203125,-14.06,1693467781,1
sz002750,龙津药业,10.99,10.01,121604327,32.83,162697085,43.93,-41092758,-11.09,-66060476,-17.84,-55543852,-15.0,1693467282,0
sz300814,中富电路,31.36,20.02,112073084,29.73,142931234,37.92,-30858150,-8.19,-60420829,-16.03,-51652255,-13.7,1693467249,0
sh600941,中国移动,100.48,1.8399999999999999,110571094,8.88,17521638,1.4100000000000001,93049456,7.48,-64315552,-5.17,-46255539,-3.7199999999999998,1693467778,1
