代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601995,中金公司,44.2,6.76,547868496,11.67,775368320,16.52,-227499824,-4.85,-355953248,-7.58,-191915232,-4.09,1691481580,1
sz000988,华工科技,38.53,2.75,252086704,7.93,174982592,5.5,77104112,2.42,-54355696,-1.71,-197731024,-6.22,1691480097,0
sh601788,光大证券,19.18,5.21,250353536,5.88,212908736,5.0,37444800,0.88,-107908528,-2.5300000000000002,-142444992,-3.34,1691481571,1
sh600030,中信证券,24.9,0.52,243947136,3.95,121200032,1.96,122747104,1.99,58006448,0.9400000000000001,-301953568,-4.89,1691481599,1
sh601688,华泰证券,17.87,0.62,227683056,8.71,113507056,4.34,114176000,4.37,26448496,1.01,-254131520,-9.72,1691481574,1
sh600276,恒瑞医药,40.14,2.58,226643136,5.85,126904624,3.27,99738512,2.5700000000000003,-44676608,-1.15,-181966512,-4.69,1691481582,1
sz301370,国科恒泰,20.53,19.99,225546229,31.19,237940050,32.9,-12393821,-1.71,-103905288,-14.37,-121640940,-16.82,1691480055,0
sz300760,迈瑞医疗,270.46,0.61,223805408,7.71,99337040,3.42,124468368,4.29,-33320160,-1.15,-190485248,-6.5600000000000005,1691480052,0
sz002902,铭普光磁,27.39,10.0,206230219,11.79,167451579,9.57,38778640,2.22,-123516624,-7.06,-82713584,-4.73,1691480088,0
sh601066,中信建投,28.2,2.92,197092448,8.4,192436464,8.2,4655984,0.2,-86911392,-3.7,-110181056,-4.69,1691481593,1
sz002349,精华制药,10.07,10.05,194878287,30.87,186325569,29.52,8552718,1.35,-72630501,-11.51,-122247786,-19.37,1691480097,0
sh603296,N华勤,73.29,-9.29,193667961,14.94,85903851,6.62,107764110,8.31,221369336,17.07,-415037296,-32.01,1691481598,1
sz301262,海看股份,36.05,20.01,178596715,28.91,186370203,30.17,-7773488,-1.26,-84816555,-13.73,-93780160,-15.18,1691480082,0
sh600160,巨化股份,16.35,10.03,161865789,21.47,141519311,18.77,20346478,2.7,-36255335,-4.8100000000000005,-125610454,-16.66,1691481572,1
sh688347,C华虹,53.39,0.62,158216470,9.48,64160870,3.84,94055600,5.63,73957312,4.43,-232173792,-13.9,1691481595,1
sz002310,东方园林,2.66,9.92,155511698,38.95,162413218,40.68,-6901520,-1.73,-66496864,-16.66,-89014834,-22.3,1691480085,0
sz300343,联创股份,9.1,15.48,135571935,14.27,87089772,9.17,48482163,5.1,-36735872,-3.87,-98836065,-10.4,1691480079,0
sh601881,中国银河,13.48,1.05,113149728,4.3,119173168,4.53,-6023440,-0.23,13399104,0.51,-126548832,-4.8100000000000005,1691481580,1
sz301281,科源制药,33.0,20.0,112266990,25.75,90368276,20.72,21898714,5.02,-34527176,-7.92,-77739815,-17.83,1691480100,0
