代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz002229,鸿博股份,41.17,9.99,608691968,19.85,597161328,19.48,11530640,0.38,-271012624,-8.84,-337679344,-11.01,1692603270,0
sz301418,N协昌,100.18,93.1,447757539,31.76,93068771,6.6,354688768,25.16,-231594144,-16.43,-216163392,-15.33,1692603300,0
sz002528,英飞拓,9.38,9.96,305841067,35.48,296125383,34.35,9715684,1.13,-125874459,-14.6,-179966598,-20.88,1692603288,0
sz002279,久其软件,7.44,10.06,270552059,51.85,291073029,55.78,-20520970,-3.93,-114952393,-22.03,-155599664,-29.82,1692603297,0
sz000948,南天信息,20.31,10.02,206338582,40.45,198751419,38.96,7587163,1.49,-105979954,-20.78,-100358629,-19.67,1692603273,0
sz301218,华是科技,58.66,20.01,175196368,12.0,130753312,8.96,44443056,3.04,-70393536,-4.82,-104802848,-7.18,1692603303,0
sh600919,江苏银行,7.04,-1.12,174390289,20.61,142991931,16.9,31398358,3.71,-81181434,-9.59,-93208859,-11.01,1692604801,1
sz002902,铭普光磁,23.02,6.23,166246454,16.4,180793810,17.84,-14547356,-1.44,-94859921,-9.36,-71386528,-7.04,1692603291,0
sz300368,汇金股份,8.55,13.25,144138274,14.76,158979771,16.28,-14841497,-1.52,-93386544,-9.56,-50751751,-5.2,1692603261,0
sz002310,东方园林,2.7199999999999998,10.12,134547582,17.04,182635810,23.13,-48088228,-6.09,-70535333,-8.93,-64012242,-8.11,1692603261,0
sz002999,天禾股份,8.73,9.95,111530528,48.92,118619119,52.03,-7088591,-3.11,-53914001,-23.65,-57616529,-25.27,1692603303,0
sh600519,贵州茅台,1791.0,-0.64,103927856,3.05,38568288,1.13,65359568,1.92,-103741968,-3.05,-185890,-0.01,1692604794,1
sh601728,中国电信,5.68,1.07,102377760,13.17,70993977,9.13,31383783,4.04,-49588245,-6.38,-52789523,-6.79,1692604788,1
sh601668,中国建筑,5.82,-0.51,101973899,12.18,26320388,3.14,75653511,9.04,-21348422,-2.55,-80625476,-9.63,1692604807,1
sz300750,宁德时代,232.96,-1.23,101914144,4.04,97544064,3.86,4370080,0.17,-9210160,-0.36,-92703984,-3.67,1692603294,0
sz002512,达华智能,4.21,9.92,101603290,53.36,101383309,53.24,219981,0.12,-50489727,-26.51,-51113563,-26.84,1692603270,0
sh600941,中国移动,97.36,3.12,95607566,8.06,30651326,2.59,64956240,5.48,-111395088,-9.4,15787520,1.33,1692604786,1
sz301085,亚康股份,72.12,20.0,95131560,23.16,154480731,37.61,-59349171,-14.45,-46419449,-11.3,-48712111,-11.86,1692603270,0
sz000568,泸州老窖,228.9,-0.35000000000000003,94072340,10.87,44236760,5.11,49835580,5.76,-44967120,-5.2,-49105222,-5.68,1692603285,0
sz001333,光华股份,28.08,9.99,91819062,32.53,90841371,32.19,977691,0.35000000000000003,-47353977,-16.78,-44465085,-15.75,1692603270,0
sz002316,亚联发展,5.83,10.0,91175570,48.67,90402261,48.26,773309,0.41000000000000003,-44131993,-23.56,-47043577,-25.11,1692603273,0
sh600621,华鑫股份,13.25,4.58,86003319,6.93,90439575,7.29,-4436256,-0.36,-58900336,-4.75,-27102976,-2.18,1692604804,1
sz000034,神州数码,29.51,5.96,85067459,7.0,102610867,8.45,-17543408,-1.44,-33834544,-2.79,-51232928,-4.22,1692603303,0
sh600050,中国联通,5.11,0.99,84495136,5.9,9764336,0.68,74730800,5.22,-21402928,-1.49,-63092208,-4.41,1692604793,1
sh601138,工业富联,20.41,1.54,79002736,4.2,98093712,5.22,-19090976,-1.02,-68850624,-3.66,-10152128,-0.54,1692604780,1
sh603283,赛腾股份,45.03,-0.16,76672472,26.48,-16459910,-5.69,93132382,32.17,-38123036,-13.17,-38549435,-13.32,1692604803,1
