代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz002049,紫光国微,91.08,10.0,604173152,24.1,585193664,23.34,18979488,0.76,-366942096,-14.63,-237231040,-9.46,1692860514,0
sh600519,贵州茅台,1816.3,2.38,600486256,12.77,286129424,6.08,314356832,6.68,-600111248,-12.76,-375023,-0.01,1692860526,1
sz300059,东方财富,15.62,1.83,539501056,11.29,276601568,5.79,262899488,5.5,-241381200,-5.05,-298119856,-6.24,1692860502,0
sz002670,国盛金控,10.89,10.0,468784656,28.8,514023328,31.58,-45238672,-2.7800000000000002,-272960696,-16.77,-195823980,-12.03,1692860520,0
sh600030,中信证券,23.56,3.33,353241632,9.67,301030416,8.24,52211216,1.43,-112023520,-3.07,-241218112,-6.6,1692860547,1
sz300058,蓝色光标,9.04,6.73,341196912,10.25,179740992,5.4,161455920,4.85,-119454976,-3.59,-221741936,-6.66,1692860544,0
sh601138,工业富联,22.43,5.11,335761376,7.4,371975520,8.19,-36214144,-0.8,-136655504,-3.01,-199105904,-4.39,1692860548,1
sz300308,中际旭创,121.0,1.6800000000000002,298298576,5.96,188233104,3.76,110065472,2.2,-91302272,-1.82,-206996304,-4.13,1692860511,0
sz002902,铭普光磁,24.18,6.99,284141048,19.25,328858648,22.28,-44717600,-3.03,-129756560,-8.79,-154384496,-10.46,1692860544,0
sh601995,中金公司,42.53,2.75,255446784,14.1,149602608,8.26,105844176,5.84,-122428496,-6.76,-133018280,-7.34,1692860540,1
sh603106,恒银科技,8.47,10.0,245996069,26.68,271441132,29.44,-25445063,-2.76,-130803990,-14.19,-115192093,-12.5,1692860549,1
sh601949,中国出版,11.33,10.0,243961518,25.54,247969893,25.96,-4008375,-0.42,-108622150,-11.37,-135339362,-14.17,1692860550,1
sh600276,恒瑞医药,40.44,4.5,211911404,11.09,121924812,6.38,89986592,4.71,9361024,0.49,-221272416,-11.58,1692860546,1
sz300033,同花顺,168.0,4.41,208265160,11.11,68078328,3.63,140186832,7.48,-40460528,-2.16,-167804624,-8.95,1692860541,0
sz000977,浪潮信息,41.6,2.24,199432480,5.26,64016432,1.69,135416048,3.5700000000000003,-122514192,-3.23,-76918288,-2.03,1692860505,0
sh600109,国金证券,9.86,3.68,188379520,10.2,169964736,9.2,18414784,1.0,-67414704,-3.65,-120964816,-6.55,1692860546,1
sz002459,晶澳科技,27.67,6.42,179258070,9.76,81712470,4.45,97545600,5.31,-78393952,-4.27,-100864080,-5.49,1692860505,0
sz002475,立讯精密,31.45,1.0,177624631,10.65,54688935,3.2800000000000002,122935696,7.37,-134799648,-8.08,-42824976,-2.5700000000000003,1692860544,0
sz300803,指南针,70.77,4.69,176893120,6.07,155094304,5.32,21798816,0.75,-62885152,-2.16,-114007968,-3.91,1692860526,0
sz002865,钧达股份,98.55,10.0,160696198,24.68,143845407,22.09,16850791,2.59,-71402144,-10.97,-89294054,-13.71,1692860502,0
sh601858,中国科传,35.1,7.87,155059360,5.98,203428464,7.85,-48369104,-1.87,-126165872,-4.87,-28893488,-1.12,1692860550,1
sh601595,上海电影,24.29,10.01,153780105,23.11,170579701,25.64,-16799596,-2.52,-55569450,-8.35,-98210654,-14.76,1692860544,1
sh601012,隆基绿能,25.76,3.83,150933440,3.84,77831184,1.98,73102256,1.8599999999999999,-21557472,-0.55,-129375968,-3.29,1692860549,1
sz300528,幸福蓝海,14.39,20.02,149337050,17.07,156840347,17.93,-7503297,-0.86,-61960656,-7.08,-87376385,-9.99,1692860523,0
sz000506,中润资源,4.87,9.93,142097410,26.31,143656084,26.59,-1558674,-0.29,-64746517,-11.99,-77350894,-14.32,1692860547,0
sh600621,华鑫股份,13.23,5.42,137133220,10.47,191364868,14.61,-54231648,-4.14,-114972368,-8.78,-22160848,-1.69,1692860548,1
sh601900,南方传媒,19.34,8.23,131898743,11.21,153783760,13.07,-21885017,-1.8599999999999999,-90267232,-7.67,-41631520,-3.54,1692860543,1
sz301421,C波长,63.8,22.01,130088098,11.32,49499665,4.31,80588433,7.01,32100416,2.79,-162188512,-14.11,1692860493,0
sz000063,中兴通讯,34.95,0.63,127720176,5.68,93644160,4.17,34076016,1.52,-141913200,-6.31,14193040,0.63,1692860508,0
sh603259,药明康德,78.7,2.9699999999999998,124658403,6.71,60725779,3.27,63932624,3.44,-98570672,-5.3,-26087728,-1.4,1692860544,1
sh600732,爱旭股份,21.83,4.85,114387311,12.84,82702355,9.29,31684956,3.56,-41663831,-4.68,-72723482,-8.16,1692860550,1
sz300760,迈瑞医疗,275.0,3.03,113489620,7.19,-3017340,-0.19,116506960,7.38,-30957488,-1.96,-82532156,-5.23,1692860493,0
sh688111,金山办公,371.02,-0.39,112088099,10.73,4892719,0.47000000000000003,107195380,10.26,-101894736,-9.75,-10193362,-0.98,1692860532,1
sz002371,北方华创,259.83,3.47,110290912,7.89,97880704,7.0,12410208,0.89,-60154880,-4.3,-50136032,-3.59,1692860508,0
sh601099,太平洋,4.28,0.0,106889632,2.19,342320304,7.01,-235430672,-4.82,-148685376,-3.05,41795760,0.86,1692860549,1
sz300941,创识科技,26.63,20.01,105122949,26.1,113138936,28.09,-8015987,-1.99,-57645251,-14.31,-47477697,-11.79,1692860544,0
sz300002,神州泰岳,10.05,2.76,104237377,9.66,61559633,5.71,42677744,3.96,-31368208,-2.91,-72869177,-6.76,1692860532,0
sz300094,国联水产,7.13,20.03,103590288,4.03,246134176,9.58,-142543888,-5.55,-68308544,-2.66,-35281728,-1.37,1692860535,0
sz002555,三七互娱,25.54,3.95,101985242,8.74,41156147,3.5300000000000002,60829095,5.21,-18988672,-1.63,-82996560,-7.11,1692860517,0
sh600887,伊利股份,26.5,0.53,99202596,12.52,51434271,6.49,47768325,6.03,-114293927,-14.42,15091330,1.9,1692860548,1
sh601689,拓普集团,70.93,5.63,97763547,12.39,56691287,7.19,41072260,5.21,3956568,0.5,-101720122,-12.9,1692860548,1
sz300751,迈为股份,183.97,-0.2,92423759,15.68,18473634,3.13,73950125,12.55,-22166856,-3.76,-70256908,-11.92,1692860499,0
sz300475,香农芯创,31.46,6.21,91717923,9.38,33745942,3.45,57971981,5.93,-2298944,-0.24,-89418968,-9.15,1692860520,0
sz300459,汤姆猫,5.47,2.24,85400543,10.49,59737029,7.34,25663514,3.15,-37875507,-4.65,-47525038,-5.84,1692860544,0
