代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz002594,比亚迪,246.71,4.75,581555792,11.18,585985264,11.27,-4429472,-0.09,-170163696,-3.27,-411392096,-7.91,1693293270,0
sz300760,迈瑞医疗,271.6,-3.83,522888512,14.66,71598832,2.01,451289680,12.66,-189647648,-5.32,-333240880,-9.35,1693293225,0
sh688981,中芯国际,51.0,5.05,453100884,22.77,175321348,8.81,277779536,13.96,-297977744,-14.97,-155123135,-7.79,1693293283,1
sz000977,浪潮信息,38.68,4.8,441461008,10.86,311548384,7.66,129912624,3.2,-245284576,-6.03,-196176432,-4.82,1693293279,0
sz002031,巨轮智能,3.93,10.08,425925899,31.89,372265274,27.87,53660625,4.02,-111926432,-8.38,-313999456,-23.51,1693293246,0
sz300541,先进数通,18.22,20.03,410105214,25.49,520909982,32.38,-110804768,-6.89,-233064960,-14.49,-177040271,-11.01,1693293195,0
sh603888,新华网,35.09,10.0,370012112,16.59,457796736,20.53,-87784624,-3.94,-203431184,-9.12,-166580928,-7.47,1693293265,1
sz002703,浙江世宝,16.37,10.01,352453008,22.17,346597248,21.81,5855760,0.37,-172228816,-10.84,-180224192,-11.34,1693293240,0
sz000719,中原传媒,13.53,10.0,271937515,18.94,270471851,18.84,1465664,0.1,-107104128,-7.46,-164833408,-11.48,1693293237,0
sz002500,山西证券,6.98,8.05,271392016,9.37,389126480,13.44,-117734464,-4.07,-149194640,-5.15,-122197360,-4.22,1693293261,0
sz002050,三花智控,30.11,6.89,254096963,13.75,146775667,7.94,107321296,5.8100000000000005,-107588416,-5.82,-146508544,-7.93,1693293225,0
sz300308,中际旭创,115.19,3.31,245860912,4.87,350795952,6.95,-104935040,-2.08,-114204688,-2.26,-131656224,-2.61,1693293240,0
sz000625,长安汽车,13.64,4.6,241510112,7.12,182741232,5.39,58768880,1.73,-117641456,-3.47,-123868640,-3.65,1693293255,0
sh603019,中科曙光,39.35,3.12,224030881,10.92,92533233,4.51,131497648,6.41,-119816432,-5.84,-104214448,-5.08,1693293259,1
sz002527,新时达,13.34,9.98,223786376,24.63,221327874,24.35,2458502,0.27,-98735273,-10.86,-125051114,-13.76,1693293279,0
sh601138,工业富联,21.59,4.4,211257664,5.74,306215376,8.32,-94957712,-2.58,-142986368,-3.89,-68271312,-1.8599999999999999,1693293261,1
sz300058,蓝色光标,9.18,5.28,209212509,9.17,158965709,6.96,50246800,2.2,-86717280,-3.8,-122495232,-5.37,1693293270,0
sz300503,昊志机电,18.36,20.0,204295947,20.39,192013198,19.16,12282749,1.23,-100954415,-10.08,-103341546,-10.31,1693293225,0
sz301487,盟固利,78.01,17.01,198574548,7.66,322690740,12.44,-124116192,-4.79,-143310096,-5.53,-55264432,-2.13,1693293270,0
sz000988,华工科技,30.71,4.35,193508836,10.45,106841588,5.77,86667248,4.68,-115591264,-6.24,-77917568,-4.21,1693293246,0
sh688041,海光信息,53.02,4.43,189928230,14.56,69738918,5.34,120189312,9.21,-38113904,-2.92,-151814323,-11.64,1693293283,1
sz300002,神州泰岳,10.7,12.16,189775806,8.59,113082734,5.12,76693072,3.47,-57845664,-2.62,-131930128,-5.97,1693293255,0
sz002236,大华股份,21.41,5.94,185020592,10.43,108161824,6.1,76858768,4.33,-146026096,-8.24,-38994496,-2.2,1693293234,0
sz000980,众泰汽车,3.7,10.12,181405055,21.86,207824244,25.04,-26419189,-3.18,-72018402,-8.68,-109386665,-13.18,1693293282,0
sz002553,南方精工,14.31,9.99,174951350,36.46,173176773,36.09,1774577,0.37,-77127398,-16.07,-97823952,-20.39,1693293273,0
sz002475,立讯精密,32.39,1.03,172136892,6.92,79044796,3.18,93092096,3.74,-57713280,-2.32,-114423632,-4.6,1693293246,0
sh601689,拓普集团,73.7,10.0,171920979,15.8,170821587,15.7,1099392,0.1,-121952653,-11.21,-49968332,-4.59,1693293256,1
sz002472,双环传动,32.25,9.99,169816308,16.53,176685012,17.2,-6868704,-0.67,-92109335,-8.97,-77706966,-7.5600000000000005,1693293246,0
