代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh688693,N锴威特,85.5,109.4,539588423,45.46,141755222,11.94,397833201,33.52,-123810768,-10.43,-415777651,-35.03,1692343827,1
sz301533,N威马,75.5,155.93,408426566,32.52,101357958,8.07,307068608,24.45,97662224,7.78,-506088784,-40.3,1692343770,0
sz002703,浙江世宝,17.48,10.01,379917047,17.27,337724823,15.36,42192224,1.92,-174523584,-7.94,-205393456,-9.34,1692343788,0
sz301487,盟固利,73.3,20.01,192382575,12.03,223937391,14.01,-31554816,-1.97,-111293632,-6.96,-81088944,-5.07,1692343812,0
sh600919,江苏银行,7.12,0.0,168079104,16.56,117939872,11.62,50139232,4.94,-39769144,-3.92,-128309952,-12.64,1692343822,1
sz002527,新时达,13.67,9.98,167902704,9.35,74569424,4.15,93333280,5.2,-117421344,-6.54,-50481344,-2.81,1692343809,0
sz301210,金杨股份,58.8,20.0,162153119,37.24,174871892,40.16,-12718773,-2.92,-62876260,-14.44,-99276858,-22.8,1692343818,0
sz001213,中铁特货,4.9,10.11,156943726,34.2,188325035,41.04,-31381309,-6.84,-78613914,-17.13,-78329808,-17.07,1692343824,0
sh603283,赛腾股份,45.1,7.51,153279352,34.08,21389519,4.76,131889833,29.32,-42264980,-9.4,-111014373,-24.68,1692343825,1
sz002142,宁波银行,27.35,1.71,151955520,13.61,43347780,3.88,108607740,9.73,-21586144,-1.9300000000000002,-130369360,-11.67,1692343812,0
sh600036,招商银行,31.88,0.28,140218672,6.46,34130672,1.57,106088000,4.89,-35286080,-1.63,-104932592,-4.84,1692343830,1
sz301511,C德福,47.71,8.83,135008152,6.95,31014680,1.6,103993472,5.35,-4966944,-0.26,-130041216,-6.69,1692343785,0
sz002049,紫光国微,87.43,1.1,127809857,11.32,19534973,1.73,108274884,9.59,-38458816,-3.41,-89351043,-7.91,1692343800,0
sz300760,迈瑞医疗,271.8,-0.62,125608718,10.85,52429841,4.53,73178877,6.32,-15838128,-1.37,-109770596,-9.49,1692343815,0
sh601975,招商南油,3.5,5.11,122716700,8.47,107749356,7.44,14967344,1.03,-27559792,-1.9,-95156928,-6.57,1692343824,1
sh688548,C广钢,12.75,7.32,120450788,9.4,109768708,8.57,10682080,0.8300000000000001,-39410784,-3.08,-81039987,-6.32,1692343819,1
sh600030,中信证券,23.97,0.08,118417248,3.03,140596992,3.6,-22179744,-0.5700000000000001,-29480512,-0.75,-88936752,-2.2800000000000002,1692343809,1
sh600415,小商品城,8.71,3.32,117034658,6.95,98791426,5.86,18243232,1.08,-33638368,-2.0,-83396272,-4.95,1692343816,1
sh688450,光格科技,55.26,20.0,109376469,55.48,131160127,66.53,-21783658,-11.05,-46341223,-23.51,-63035246,-31.98,1692343811,1
sz301203,国泰环保,47.86,20.01,105395565,22.99,97393639,21.25,8001926,1.75,-41877463,-9.14,-63518102,-13.86,1692343755,0
sh601601,中国太保,28.52,0.71,105287900,12.92,58900612,7.23,46387288,5.69,-57014993,-7.0,-48272905,-5.92,1692343806,1
sh688981,中芯国际,48.01,-0.29,103436525,14.52,-27126805,-3.81,130563330,18.33,-62147451,-8.73,-41289079,-5.8,1692343811,1
sz300750,宁德时代,235.87,0.26,97732512,2.46,-211665648,-5.32,309398160,7.78,88253312,2.22,-185985808,-4.68,1692343812,0
sh601022,宁波远洋,12.0,9.99,97244966,15.74,120431394,19.5,-23186428,-3.75,-40334622,-6.53,-56910344,-9.21,1692343802,1
sz001360,南矿集团,21.63,10.02,97010998,27.63,129983199,37.01,-32972201,-9.39,-47726099,-13.59,-49284897,-14.03,1692343794,0
sz300958,建工修复,23.22,20.0,92830577,19.83,136088165,29.08,-43257588,-9.24,-47006273,-10.04,-45824303,-9.79,1692343827,0
sh603000,人民网,34.2,1.18,91582288,2.38,53583472,1.3900000000000001,37998816,0.99,257872,0.01,-91840160,-2.38,1692343806,1
sz001299,美能能源,20.06,9.98,89818977,27.22,99166295,30.05,-9347318,-2.83,-46746246,-14.17,-43072731,-13.05,1692343809,0
sh601688,华泰证券,17.24,0.29,81702512,4.54,40374240,2.25,41328272,2.3,16605664,0.92,-98308176,-5.47,1692343813,1
sh603291,联合水务,18.37,10.0,79909488,23.2,87635216,25.44,-7725728,-2.24,-39576287,-11.49,-40333202,-11.71,1692343809,1
sz301315,威士顿,85.93,5.0,79647003,8.7,52321456,5.72,27325547,2.99,-27103264,-2.96,-52543743,-5.74,1692343806,0
sh603162,海通发展,20.63,10.03,77953394,35.88,80492262,37.05,-2538868,-1.17,-39216877,-18.05,-38736517,-17.83,1692343824,1
sz000010,美丽生态,3.16,10.1,74806700,16.35,94372568,20.63,-19565868,-4.28,-40112426,-8.77,-34694273,-7.58,1692343800,0
sh600900,长江电力,22.06,-0.27,74329900,11.74,2731358,0.43,71598542,11.31,-60909466,-9.62,-13420434,-2.12,1692343804,1
sh688588,凌志软件,15.76,9.44,73989369,13.11,78060110,13.83,-4070741,-0.72,-39673563,-7.03,-34315807,-6.08,1692343820,1
sz301448,开创电气,41.3,19.99,73260732,17.07,78467082,18.28,-5206350,-1.21,-36308456,-8.46,-36952277,-8.61,1692343785,0
sh601398,工商银行,4.61,0.22,69476523,7.12,55685040,5.71,13791483,1.4100000000000001,-28559968,-2.93,-40916543,-4.19,1692343806,1
sz002244,滨江集团,10.36,0.39,68465965,18.35,-43790,-0.01,68509755,18.36,36322229,9.73,-104788194,-28.08,1692343791,0
sh688012,中微公司,134.5,-0.67,67096027,9.9,-11312663,-1.67,78408690,11.57,-37736118,-5.57,-29359906,-4.33,1692343821,1
sh688573,C信宇人,57.2,37.17,66300317,7.07,76277677,8.13,-9977360,-1.06,-16416272,-1.75,-49884056,-5.32,1692343831,1
sh601058,赛轮轮胎,11.49,-1.79,66063165,23.97,28778015,10.44,37285150,13.53,-42698545,-15.49,-23364619,-8.48,1692343803,1
sh601628,中国人寿,36.11,2.5300000000000002,65126051,7.27,65779102,7.34,-653051,-0.07,-45099295,-5.04,-20026771,-2.24,1692343818,1
sz300274,阳光电源,107.13,0.48,64270739,3.59,-28001133,-1.56,92271872,5.15,-42854224,-2.39,-21416528,-1.2,1692343827,0
sh688285,高铁电气,10.37,20.02,63327422,21.02,37553068,12.46,25774354,8.55,-35902486,-11.92,-27424936,-9.1,1692343811,1
sh600760,中航沈飞,44.91,0.09,60499995,6.82,20971478,2.36,39528517,4.45,-55526426,-6.26,-4973575,-0.56,1692343805,1
