代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh688543,N国科,50.68,16.05,534381827,45.13,157712610,13.32,376669217,31.81,18758048,1.58,-553139873,-46.71,1687332200,1
sz300474,景嘉微,103.5,-1.48,313047216,8.05,141027120,3.63,172020096,4.42,-169953520,-4.37,-143093696,-3.68,1687332180,0
sh601857,中国石油,7.52,2.04,311667728,17.0,-57432256,-3.13,369099984,20.13,-168431504,-9.19,-143236224,-7.8100000000000005,1687332194,1
sz301315,N威士顿,57.7,78.69,260884272,30.88,55201050,6.53,205683222,24.35,118153064,13.99,-379037334,-44.87,1687332165,0
sh600519,贵州茅台,1735.83,-0.44,252939584,8.19,241603888,7.82,11335696,0.37,-252751440,-8.18,-188161,-0.01,1687332197,1
sz002514,宝馨科技,9.68,10.0,187164216,54.98,165793927,48.7,21370289,6.28,-85757162,-25.19,-101407054,-29.79,1687332180,0
sh603118,共进股份,13.09,10.0,183858448,12.18,204256336,13.53,-20397888,-1.35,-61153648,-4.05,-122704775,-8.13,1687332174,1
sz000938,紫光股份,36.77,-0.08,183191264,4.23,58790576,1.3599999999999999,124400688,2.87,-31930768,-0.74,-151260496,-3.49,1687332189,0
sh601398,工商银行,4.85,0.41000000000000003,180595584,13.54,173371152,13.0,7224432,0.54,-60486752,-4.53,-120108826,-9.0,1687332184,1
sz000936,华西股份,13.67,3.56,165358240,4.97,225437632,6.78,-60079392,-1.81,-118637696,-3.5700000000000003,-46720560,-1.4,1687332147,0
sz002765,蓝黛科技,7.96,9.94,143742062,24.42,100907730,17.14,42834332,7.28,-53998916,-9.17,-89743147,-15.24,1687332192,0
sz002315,焦点科技,45.58,5.31,142338384,5.5,255194496,9.86,-112856112,-4.36,-222657328,-8.6,80318944,3.1,1687332174,0
sh600103,青山纸业,3.11,6.87,139732622,14.4,157618566,16.24,-17885944,-1.8399999999999999,-89662437,-9.24,-50070180,-5.16,1687332189,1
sh688443,C智翔-U,34.35,0.97,139284982,21.45,83486099,12.86,55798883,8.59,3934629,0.61,-143219612,-22.06,1687332200,1
sz002162,悦心健康,4.52,9.98,134572328,54.91,133165841,54.34,1406487,0.5700000000000001,-64553556,-26.34,-70018774,-28.57,1687332177,0
sz301376,N致欧,26.34,6.8100000000000005,134545812,22.64,18221570,3.07,116324242,19.57,87553153,14.73,-222098966,-37.37,1687332150,0
sz000037,深南电A,9.56,10.01,132931732,28.85,125059374,27.14,7872358,1.71,-67411378,-14.63,-65520354,-14.22,1687332141,0
sh600004,白云机场,14.88,2.98,128836259,25.31,82434940,16.2,46401319,9.12,-50380395,-9.9,-78455864,-15.41,1687332176,1
sh603211,晋拓股份,17.22,10.03,113865089,29.82,123824235,32.43,-9959146,-2.61,-49950290,-13.08,-63914800,-16.74,1687332196,1
sz002865,钧达股份,147.34,3.46,112466907,8.74,29129499,2.26,83337408,6.48,-78727728,-6.12,-33739168,-2.62,1687332162,0
sz300258,精锻科技,11.53,13.04,109911021,19.96,76813702,13.95,33097319,6.01,-10461799,-1.9,-99449222,-18.06,1687332195,0
sz002527,新时达,12.82,10.04,99793925,9.79,138333501,13.56,-38539576,-3.7800000000000002,-65651834,-6.44,-34142097,-3.35,1687332192,0
sz002594,比亚迪,267.78,-0.18,98138976,3.38,107181296,3.69,-9042320,-0.31,-23412736,-0.81,-74726208,-2.5700000000000003,1687332162,0
sh601328,交通银行,5.74,0.53,97991229,13.66,68784226,9.59,29207003,4.07,-40586642,-5.66,-57404587,-8.0,1687332172,1
sh601288,农业银行,3.5300000000000002,0.86,96614869,9.1,77560640,7.3,19054229,1.79,10862071,1.02,-107476938,-10.12,1687332196,1
sz000333,美的集团,58.28,1.22,92933920,3.51,50117456,1.8900000000000001,42816464,1.62,21938528,0.8300000000000001,-114872464,-4.34,1687332162,0
sz300760,迈瑞医疗,299.1,-1.33,91924823,13.71,16971251,2.5300000000000002,74953572,11.18,-37072080,-5.53,-54852754,-8.18,1687332180,0
sz002590,万安科技,10.15,9.97,91419192,29.53,85826952,27.72,5592240,1.81,-39209054,-12.66,-52210138,-16.86,1687332195,0
sh601698,中国卫通,19.55,3.77,82299804,3.89,58526636,2.76,23773168,1.12,71588000,3.38,-153887792,-7.26,1687332196,1
sz002935,天奥电子,21.59,7.09,80426600,15.94,64308505,12.75,16118095,3.19,-29426068,-5.83,-51000532,-10.11,1687332159,0
sh601186,中国铁建,9.79,0.31,80142995,8.67,54235002,5.87,25907993,2.8,-51079697,-5.53,-29063305,-3.15,1687332192,1
sz000002,万  科Ａ,13.94,-0.5,79692677,9.93,7287097,0.91,72405580,9.02,-44399293,-5.53,-35293379,-4.4,1687332174,0
sh603779,威龙股份,13.56,5.69,79017107,9.66,89633591,10.96,-10616484,-1.3,-56058406,-6.85,-22958699,-2.81,1687332193,1
sz002992,宝明科技,59.25,10.01,76697440,24.44,77760261,24.78,-1062821,-0.34,-39989388,-12.74,-36708052,-11.7,1687332165,0
sh600118,中国卫星,28.81,0.21,75136257,6.79,63775361,5.76,11360896,1.03,-35475984,-3.2,-39660272,-3.58,1687332180,1
sz300460,惠伦晶体,11.75,20.02,75076496,34.54,73992139,34.04,1084357,0.5,-44855313,-20.63,-30221183,-13.9,1687332195,0
sh688700,东威科技,81.82,13.89,74096417,6.55,65813777,5.82,8282640,0.73,-52100608,-4.61,-21995803,-1.9500000000000002,1687332200,1
sz002812,恩捷股份,90.33,-1.5,72242896,4.6,-40326048,-2.5700000000000003,112568944,7.16,-24911232,-1.5899999999999999,-47331648,-3.01,1687332177,0
sz002015,协鑫能科,13.77,5.11,71133705,6.13,34278089,2.95,36855616,3.17,-15675968,-1.35,-55457750,-4.78,1687332180,0
sz002848,高斯贝尔,10.81,9.97,70846462,58.01,80280487,65.73,-9434025,-7.72,-33395898,-27.34,-37450565,-30.66,1687332192,0
sh600509,天富能源,8.21,6.9,70655748,7.42,85986488,9.03,-15330740,-1.6099999999999999,-48175328,-5.06,-22480425,-2.36,1687332173,1
sz300661,圣邦股份,85.39,-1.07,69751344,18.8,16981068,4.58,52770276,14.23,-70527993,-19.01,776648,0.21,1687332165,0
sh603267,鸿远电子,64.58,3.25,69226778,6.6,38878285,3.7,30348493,2.89,-1700512,-0.16,-67526256,-6.43,1687332173,1
sh603738,泰晶科技,17.7,10.01,69032178,30.59,81413830,36.08,-12381652,-5.49,-36904908,-16.35,-32127270,-14.24,1687332194,1
sh600028,XD中国石,6.21,1.31,68578332,7.91,26020956,3.0,42557376,4.91,-55974173,-6.46,-12604166,-1.45,1687332180,1
sz002892,科力尔,14.08,10.0,68360064,5.46,119211088,9.52,-50851024,-4.06,-80040107,-6.39,11680030,0.93,1687332189,0
sh603596,伯特利,82.3,2.9,67595909,10.09,34342391,5.12,33253518,4.96,-23738399,-3.54,-43857509,-6.54,1687332173,1
sh600383,金地集团,7.29,-0.41000000000000003,67195403,21.86,7872152,2.56,59323251,19.3,-32906983,-10.71,-34288420,-11.16,1687332184,1
sh603305,旭升集团,29.38,-0.84,66990797,18.77,6153474,1.72,60837323,17.05,-36782908,-10.31,-30207890,-8.46,1687332172,1
sh688097,博众精工,33.43,19.99,66912644,9.21,92731065,12.76,-25818421,-3.55,-24702475,-3.4,-42210170,-5.8100000000000005,1687332200,1
sh603888,新华网,35.8,0.36,66147936,6.2,59971440,5.62,6176496,0.58,-54836176,-5.14,-11311760,-1.06,1687332197,1
sh600036,招商银行,33.17,-0.06,66120396,4.64,-64273876,-4.51,130394272,9.14,18421744,1.29,-84542140,-5.93,1687332179,1
sz002786,银宝山新,6.53,9.93,65721203,24.8,68559922,25.87,-2838719,-1.07,-21064732,-7.95,-44656471,-16.85,1687332147,0
sz300680,隆盛科技,22.35,11.19,63470090,10.16,27217267,4.36,36252823,5.8,-47660201,-7.63,-15809889,-2.5300000000000002,1687332150,0
sz002519,银河电子,6.36,5.12,63125031,8.17,56178884,7.27,6946147,0.9,11197664,1.45,-74322692,-9.62,1687332150,0
sh605555,德昌股份,17.77,10.03,63020935,19.33,80837291,24.79,-17816356,-5.46,-38455390,-11.79,-24565546,-7.53,1687332190,1
sh688004,博汇科技,42.94,7.3,62614645,16.91,50247121,13.57,12367524,3.34,7184926,1.94,-69799571,-18.85,1687332201,1
sh600710,苏美达,8.44,10.04,62484848,19.38,84934535,26.34,-22449687,-6.96,-35626708,-11.05,-26858140,-8.33,1687332185,1
sz002079,苏州固锝,14.88,1.09,60156272,1.96,-79867328,-2.61,140023600,4.57,-21333392,-0.7000000000000001,-38822880,-1.27,1687332189,0
sh600580,卧龙电驱,12.97,2.21,58730053,7.52,26777237,3.43,31952816,4.09,-10297621,-1.32,-48432424,-6.2,1687332174,1
sz301191,菲菱科思,120.5,12.64,58489648,5.59,77170848,7.38,-18681200,-1.79,-45079613,-4.31,-13410034,-1.28,1687332195,0
sh600579,克劳斯,7.89,10.04,56989266,28.23,71395485,35.37,-14406219,-7.14,-29468958,-14.6,-27520309,-13.63,1687332185,1
sh601058,赛轮轮胎,10.95,0.74,56410532,18.99,55933532,18.83,477000,0.16,2621503,0.88,-59032035,-19.87,1687332183,1
sh600009,上海机场,47.29,0.15,53103011,13.23,16555033,4.13,36547978,9.11,-12465556,-3.11,-40637454,-10.13,1687332201,1
sz002585,双星新材,11.36,9.97,52800315,45.15,57003515,48.74,-4203200,-3.59,-17840959,-15.26,-34959354,-29.89,1687332189,0
sh605589,圣泉集团,21.81,1.44,51390081,11.22,16448549,3.59,34941532,7.63,1200647,0.26,-52590727,-11.48,1687332187,1
sh603809,豪能股份,11.28,10.05,50072868,22.91,44714894,20.45,5357974,2.45,-23230662,-10.63,-26842205,-12.28,1687332173,1
