代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601601,中国太保,28.89,-1.67,365352863,14.08,99281631,3.83,266071232,10.25,-499369184,-19.25,134016320,5.16,1690444783,1
sh600150,中国船舶,32.89,3.8200000000000003,358559680,10.58,222181296,6.5600000000000005,136378384,4.03,-151390624,-4.47,-207169056,-6.12,1690444795,1
sh601888,中国中免,120.99,2.27,317694144,8.38,109279456,2.88,208414688,5.5,-93321888,-2.46,-224372240,-5.92,1690444777,1
sz301519,N舜禹,34.11,62.97,240666920,27.67,38742257,4.45,201924663,23.22,177305463,20.39,-417972380,-48.06,1690443246,0
sh600702,舍得酒业,149.34,4.32,196817558,8.3,105475174,4.45,91342384,3.85,-34879152,-1.47,-161938400,-6.83,1690444778,1
sz000858,五 粮 液,178.46,0.37,168612080,5.01,283506288,8.42,-114894208,-3.41,-68038560,-2.02,-100573504,-2.99,1690443258,0
sh600036,招商银行,33.66,0.93,163948256,8.88,177776672,9.63,-13828416,-0.75,-124675392,-6.76,-39272864,-2.13,1690444781,1
sz002922,伊戈尔,15.76,7.65,134200639,19.04,116088993,16.47,18111646,2.5700000000000003,-60745683,-8.62,-73454954,-10.42,1690443291,0
sh603000,人民网,29.95,4.76,121026208,4.5,156350048,5.82,-35323840,-1.31,-70318208,-2.62,-50707968,-1.8900000000000001,1690444787,1
sh603288,海天味业,44.72,-0.93,113377002,16.7,51274935,7.55,62102067,9.15,-89171806,-13.13,-24205203,-3.5700000000000003,1690444775,1
sz002355,兴民智通,5.46,10.08,111863626,21.27,80311357,15.27,31552269,6.0,-48170331,-9.16,-63693296,-12.11,1690443285,0
sh600936,广西广电,5.23,10.11,110059090,13.08,80153042,9.53,29906048,3.55,-74368801,-8.84,-35690288,-4.24,1690444792,1
sh601398,工商银行,4.7,1.51,94192551,8.33,61959527,5.48,32233024,2.85,-63880464,-5.65,-30312084,-2.68,1690444784,1
sz000656,金科股份,2.15,5.39,88581392,2.46,77183840,2.14,11397552,0.32,-187564944,-5.2,98983552,2.74,1690443246,0
