代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh603119,N浙荣,35.37,130.87,503279629,32.23,125225996,8.02,378053633,24.21,430903564,27.59,-934183184,-59.82,1690873752,1
sz301371,N敷尔佳,70.7,26.98,476657031,23.65,138592199,6.88,338064832,16.77,317044432,15.73,-793701488,-39.38,1690873740,0
sh603259,药明康德,74.98,4.62,475062304,11.69,232246912,5.71,242815392,5.97,-57219808,-1.4100000000000001,-417842512,-10.28,1690873756,1
sz000977,浪潮信息,47.7,4.35,415649728,6.63,352546352,5.62,63103376,1.01,-191934272,-3.06,-223715456,-3.5700000000000003,1690873755,0
sz300308,中际旭创,134.8,5.31,386293792,6.02,370093408,5.77,16200384,0.25,-15585328,-0.24,-370708464,-5.78,1690873755,0
sh600906,财达证券,8.86,10.06,361282208,18.77,419907168,21.81,-58624960,-3.05,-226241312,-11.75,-135040888,-7.01,1690873748,1
sz000063,中兴通讯,39.83,1.74,241298208,7.3,248816672,7.53,-7518464,-0.23,-121108480,-3.67,-120189712,-3.64,1690873698,0
sh600103,青山纸业,3.3,10.0,221996948,29.94,228067300,30.76,-6070352,-0.8200000000000001,-100457842,-13.55,-121539106,-16.39,1690873735,1
sz000413,东旭光电,2.05,10.22,213263692,32.45,174988827,26.62,38274865,5.82,-90440104,-13.76,-122823589,-18.69,1690873728,0
sz300760,迈瑞医疗,295.24,-0.26,178429296,6.91,257436976,9.97,-79007680,-3.06,-141464400,-5.48,-36964880,-1.43,1690873695,0
sh600105,永鼎股份,6.97,9.94,177658219,12.77,160302939,11.52,17355280,1.25,-44851360,-3.22,-132806864,-9.54,1690873748,1
sh600577,精达股份,4.79,10.11,161845983,18.72,190610982,22.05,-28764999,-3.33,-70480345,-8.15,-91365648,-10.57,1690873732,1
sh600536,中国软件,54.84,5.36,156213488,6.35,155688880,6.33,524608,0.02,-42785200,-1.74,-113428288,-4.61,1690873752,1
sz002463,沪电股份,22.71,3.56,155548826,7.03,132787674,6.0,22761152,1.03,-51232368,-2.32,-104316448,-4.72,1690873710,0
sz000066,中国长城,12.66,3.35,148318037,13.72,141066616,13.05,7251421,0.67,-19835696,-1.8399999999999999,-128482335,-11.89,1690873746,0
sz000506,中润资源,4.87,9.93,147169360,29.59,163921789,32.96,-16752429,-3.37,-74466170,-14.97,-72703192,-14.62,1690873716,0
sh600519,贵州茅台,1889.0,0.45,141698656,3.9,-58736800,-1.62,200435456,5.51,-141460416,-3.89,-238245,-0.01,1690873747,1
sz002027,分众传媒,7.53,1.07,137016540,17.11,-18593958,-2.32,155610498,19.43,-133222724,-16.63,-3793818,-0.47000000000000003,1690873716,0
sh601138,工业富联,22.67,1.52,135549328,3.71,112751184,3.08,22798144,0.62,-142047632,-3.89,6498304,0.18,1690873755,1
sh601005,重庆钢铁,1.9100000000000001,9.77,133004486,9.47,198151046,14.11,-65146560,-4.64,-105315392,-7.5,-27689084,-1.97,1690873747,1
sz002384,东山精密,22.97,2.27,124229007,18.46,-15539751,-2.31,139768758,20.77,-50560373,-7.51,-73668633,-10.95,1690873698,0
sz300394,天孚通信,97.69,9.29,121563040,5.15,11631776,0.49,109931264,4.65,-54214144,-2.3,-67348912,-2.85,1690873755,0
sh688047,龙芯中科,102.33,3.35,115233769,20.65,54847647,9.83,60386122,10.82,-57844615,-10.36,-57389154,-10.28,1690873756,1
sz301315,威士顿,76.8,16.21,112419255,10.22,93825559,8.53,18593696,1.69,-54672944,-4.97,-57746320,-5.25,1690873695,0
sh601375,中原证券,4.59,3.15,112126423,8.39,49720359,3.7199999999999998,62406064,4.67,-30808080,-2.31,-81318334,-6.09,1690873747,1
sz300457,赢合科技,26.18,4.97,112120605,10.57,84691133,7.98,27429472,2.58,-29185232,-2.75,-82935364,-7.82,1690873755,0
sz301316,慧博云通,27.6,20.0,107348086,30.82,133857644,38.43,-26509558,-7.61,-49298716,-14.15,-58049369,-16.66,1690873725,0
sh603019,中科曙光,45.64,1.65,105103024,4.47,39015552,1.6600000000000001,66087472,2.81,-50776512,-2.16,-54326512,-2.31,1690873752,1
sz300502,新易盛,53.77,3.6,103042064,3.39,144792752,4.77,-41750688,-1.37,21425568,0.71,-124467648,-4.1,1690873710,0
sh600418,江淮汽车,15.14,2.37,102619568,3.17,49737440,1.54,52882128,1.6400000000000001,-49072832,-1.52,-53546720,-1.6600000000000001,1690873748,1
sh600895,张江高科,16.35,4.87,101043178,8.31,64765914,5.33,36277264,2.99,-35267936,-2.9,-65775248,-5.41,1690873752,1
sz002256,兆新股份,2.7,10.2,96164236,33.01,77851473,26.72,18312763,6.29,-43115620,-14.8,-53048617,-18.21,1690873746,0
sz002471,中超控股,3.18,10.03,94863462,26.17,88531778,24.42,6331684,1.75,-36657237,-10.11,-58206225,-16.06,1690873701,0
sh603267,鸿远电子,64.57,10.0,94402712,14.28,73099350,11.05,21303362,3.22,-20690532,-3.13,-73712179,-11.15,1690873749,1
sh688041,海光信息,58.94,3.24,89351241,10.08,45946450,5.19,43404791,4.9,-22442144,-2.5300000000000002,-66909096,-7.55,1690873756,1
sh600569,安阳钢铁,2.51,10.09,88473646,20.9,94459101,22.32,-5985455,-1.4100000000000001,-54202718,-12.81,-34270929,-8.1,1690873728,1
sz300002,神州泰岳,10.51,1.35,83773415,8.5,44020392,4.47,39753023,4.03,-8215904,-0.8300000000000001,-75557509,-7.67,1690873725,0
sz002049,紫光国微,95.22,2.08,83718297,4.12,63165321,3.11,20552976,1.01,-77662848,-3.8200000000000003,-6055456,-0.30000000000000004,1690873725,0
sz000004,国华网安,19.62,9.98,83665147,15.7,81499165,15.29,2165982,0.41000000000000003,-38104675,-7.15,-45560473,-8.55,1690873719,0
sh600338,西藏珠峰,18.74,2.9699999999999998,83004770,15.41,51707118,9.6,31297652,5.8100000000000005,-35882594,-6.66,-47122176,-8.75,1690873756,1
sz301289,国缆检测,43.62,20.0,80534335,25.82,102814514,32.96,-22280179,-7.14,-47597824,-15.26,-32936510,-10.56,1690873710,0
sh603993,洛阳钼业,6.25,1.3,80130317,7.24,49017357,4.43,31112960,2.81,-56994672,-5.15,-23135640,-2.09,1690873751,1
sz300378,鼎捷软件,28.26,6.16,79923675,8.6,18899405,2.03,61024270,6.57,20407904,2.2,-100331558,-10.8,1690873740,0
sh601958,金钼股份,11.89,3.3,78600961,14.48,38305314,7.06,40295647,7.43,-44743413,-8.24,-33857547,-6.24,1690873736,1
sh603118,共进股份,11.53,4.34,75070768,10.45,49420727,6.88,25650041,3.5700000000000003,18335660,2.55,-93406427,-13.01,1690873750,1
sz300476,胜宏科技,23.21,2.79,74249138,7.11,52160306,5.0,22088832,2.12,-13247216,-1.27,-61001915,-5.84,1690873725,0
sh600905,三峡能源,5.44,0.93,73594085,12.64,25543199,4.39,48050886,8.25,-52902297,-9.08,-20691787,-3.55,1690873749,1
sz300142,沃森生物,27.8,2.36,72919230,7.8100000000000005,21230825,2.27,51688405,5.54,-11236704,-1.2,-61682530,-6.61,1690873755,0
sz000581,威孚高科,18.35,2.69,72413677,16.57,44099807,10.09,28313870,6.48,-16278693,-3.73,-56134984,-12.85,1690873755,0
sz002997,瑞鹄模具,38.31,9.71,71924469,14.67,65237948,13.31,6686521,1.3599999999999999,-32553789,-6.64,-39370679,-8.03,1690873701,0
sh600162,香江控股,2.48,5.98,71329237,11.56,78346827,12.7,-7017590,-1.1400000000000001,-40245865,-6.52,-31083373,-5.04,1690873755,1
sh600863,内蒙华电,3.5700000000000003,1.42,70647378,15.4,55987946,12.21,14659432,3.2,-65117132,-14.2,-5530247,-1.21,1690873743,1
sh605011,杭州热电,33.0,10.0,70605341,14.86,80194832,16.88,-9589491,-2.02,-32483794,-6.84,-38121547,-8.02,1690873732,1
sz000035,中国天楹,5.63,4.07,69219892,18.92,28819417,7.88,40400475,11.04,-53182631,-14.54,-16037260,-4.38,1690873734,0
sz300042,朗科科技,35.75,8.83,68542159,12.18,1594248,0.28,66947911,11.9,-10773662,-1.9100000000000001,-57768497,-10.27,1690873710,0
sh600256,广汇能源,7.15,0.42,67913980,12.7,1206405,0.23,66707575,12.47,-50313045,-9.41,-17600934,-3.29,1690873750,1
sh601975,招商南油,3.2800000000000002,2.5,66593557,11.47,56140004,9.67,10453553,1.8,-20233005,-3.48,-46360551,-7.99,1690873755,1
sh600309,万华化学,97.6,-0.16,66290226,7.8100000000000005,30110093,3.55,36180133,4.26,12501489,1.47,-78791719,-9.29,1690873755,1
sh603444,吉比特,435.71,1.05,64843027,13.22,57894514,11.8,6948513,1.42,-64773776,-13.2,-69254,-0.01,1690873753,1
sz300548,博创科技,28.7,2.21,64240158,12.12,18679370,3.52,45560788,8.6,9656882,1.82,-73897040,-13.94,1690873755,0
sh605162,新中港,10.41,10.04,64158201,23.48,60222073,22.04,3936128,1.44,-28587821,-10.46,-35570380,-13.02,1690873751,1
sh605589,圣泉集团,23.27,0.61,63964766,16.82,34943147,9.19,29021619,7.63,8612743,2.27,-72577509,-19.09,1690873726,1
sh600468,百利电气,5.73,9.98,62153525,22.28,56896327,20.4,5257198,1.88,-26992771,-9.68,-35160754,-12.61,1690873746,1
sh601061,中信金属,9.34,3.32,62143151,10.17,34334846,5.62,27808305,4.55,-15236734,-2.49,-46906418,-7.67,1690873734,1
sh601111,中国国航,9.32,-0.32,58545166,7.97,15072348,2.05,43472818,5.92,-58670897,-7.98,125731,0.02,1690873737,1
sz300634,彩讯股份,21.78,2.88,58371631,12.6,47060535,10.16,11311096,2.44,-22021975,-4.76,-36349655,-7.85,1690873665,0
sz002472,双环传动,30.3,1.3,58346081,5.55,4977357,0.47000000000000003,53368724,5.08,10443472,0.99,-68789552,-6.55,1690873698,0
sz002555,三七互娱,26.99,0.41000000000000003,58178364,3.95,40501212,2.75,17677152,1.2,6309040,0.43,-64487392,-4.38,1690873716,0
sz300570,太辰光,40.46,1.97,58002436,6.61,18657041,2.13,39345395,4.49,-7090256,-0.81,-50912181,-5.8,1690873725,0
sh600795,国电电力,3.77,2.17,57022938,9.98,54905836,9.61,2117102,0.37,-19320109,-3.38,-37702829,-6.6,1690873735,1
sz300366,创意信息,11.81,2.61,56806134,15.95,7320089,2.06,49486045,13.9,1031656,0.29,-57837790,-16.24,1690873725,0
sh600363,联创光电,37.61,6.3,56429648,6.52,75356335,8.71,-18926687,-2.19,-22335293,-2.58,-34094355,-3.94,1690873742,1
sz000608,阳光股份,3.62,10.03,55999893,14.23,62072036,15.78,-6072143,-1.54,-25329225,-6.44,-30670668,-7.8,1690873746,0
sz002352,顺丰控股,49.79,0.08,55393698,8.51,-19948254,-3.06,75341952,11.57,-56339752,-8.65,946054,0.15,1690873743,0
sz000565,渝三峡Ａ,6.46,9.68,54948723,27.05,47396714,23.33,7552009,3.7199999999999998,-26796061,-13.19,-28152662,-13.86,1690873743,0
sz002605,姚记科技,33.54,1.33,54628488,8.5,9545355,1.49,45083133,7.02,15041266,2.34,-69669760,-10.84,1690873713,0
sz000890,法尔胜,5.39,10.0,54389682,12.69,54506652,12.72,-116970,-0.03,-32288451,-7.53,-22101231,-5.16,1690873719,0
sh688152,麒麟信安,120.95,5.28,54333860,15.54,19570947,5.6,34762913,9.95,-13817158,-3.95,-40516702,-11.59,1690873756,1
sz002797,第一创业,6.42,1.9,53839826,3.7,76802066,5.27,-22962240,-1.58,-25662640,-1.76,-28177200,-1.9300000000000002,1690873701,0
sz002281,光迅科技,30.51,0.39,53759248,6.55,18653803,2.27,35105445,4.28,-4592576,-0.56,-49166682,-5.99,1690873710,0
sz300075,数字政通,19.62,2.29,53704687,10.0,40203048,7.48,13501639,2.51,-11956053,-2.23,-41748634,-7.77,1690873755,0
sh600531,豫光金铅,7.65,10.07,53595867,5.92,86396966,9.55,-32801099,-3.62,3409537,0.38,-57005405,-6.3,1690873751,1
sz300598,诚迈科技,53.36,6.42,53431987,7.84,47664416,6.99,5767571,0.85,-34029518,-4.99,-19402467,-2.85,1690873710,0
sh603132,金徽股份,14.98,9.99,53031961,15.15,32862898,9.39,20169063,5.76,-28898045,-8.25,-24133916,-6.89,1690873740,1
sz000988,华工科技,36.57,1.6400000000000001,52909248,1.92,103182240,3.74,-50272992,-1.82,-8501808,-0.31,-44407440,-1.6099999999999999,1690873743,0
sh688037,芯源微,150.11,0.99,52778654,14.66,18600808,5.17,34177846,9.49,-22070671,-6.13,-30707983,-8.53,1690873756,1
sz002175,东方智造,3.27,10.1,52561839,56.09,44330009,47.3,8231830,8.78,-19028491,-20.31,-33533348,-35.78,1690873716,0
sz300339,润和软件,23.94,2.88,48966249,5.05,24946857,2.5700000000000003,24019392,2.48,-9543984,-0.98,-39422261,-4.06,1690873710,0
sz002517,恺英网络,14.92,-0.53,48585420,6.16,33589031,4.26,14996389,1.9,-11375456,-1.44,-37209965,-4.72,1690873737,0
sh601857,中国石油,8.08,2.02,48315460,4.65,36877844,3.55,11437616,1.1,-21744159,-2.09,-26571300,-2.56,1690873754,1
sz000792,盐湖股份,19.95,-0.25,48087218,10.48,26127820,5.69,21959398,4.78,-56203841,-12.25,8116623,1.77,1690873707,0
sh600745,闻泰科技,47.78,2.8,47851055,3.73,48235679,3.76,-384624,-0.03,-19281504,-1.5,-28569568,-2.23,1690873755,1
sz000060,中金岭南,6.1,5.72,46868138,5.17,32380723,3.5700000000000003,14487415,1.6,-36678416,-4.05,-10189727,-1.12,1690873746,0
sh600489,中金黄金,10.84,1.88,46586395,8.87,17160190,3.27,29426205,5.6,-3743535,-0.71,-42842861,-8.16,1690873729,1
sz300223,北京君正,83.93,0.14,46384121,7.7,28434814,4.72,17949307,2.98,-40418898,-6.71,-5965225,-0.99,1690873755,0
sh688333,铂力特,120.8,0.17,43925095,19.21,14378739,6.29,29546356,12.92,16367577,7.16,-60292673,-26.36,1690873756,1
sh603000,人民网,29.41,1.45,43342216,2.47,44806328,2.56,-1464112,-0.08,-41969168,-2.39,-1373072,-0.08,1690873754,1
sh600011,华能国际,8.95,4.07,42135749,4.38,4375290,0.46,37760459,3.93,24192336,2.52,-66328084,-6.9,1690873753,1
sh601777,力帆科技,4.36,10.1,41966291,15.86,53877218,20.36,-11910927,-4.5,-20909981,-7.9,-21056310,-7.96,1690873753,1
sz300593,新雷能,18.69,1.3,41290521,16.6,14904626,5.99,26385895,10.61,7995068,3.21,-49285588,-19.81,1690873755,0
sh603618,杭电股份,6.4,5.09,40061653,19.3,22738968,10.96,17322685,8.35,-7058040,-3.4,-33003613,-15.9,1690873731,1
sz301165,锐捷网络,51.1,3.63,39707067,12.62,13359933,4.24,26347134,8.37,5732696,1.82,-45439763,-14.44,1690873710,0
sh600581,八一钢铁,4.67,4.01,39036606,6.74,31135268,5.38,7901338,1.3599999999999999,-36384455,-6.28,-2652152,-0.46,1690873756,1
sz300661,圣邦股份,89.39,5.92,38660107,8.06,26303247,5.48,12356860,2.5700000000000003,-15637363,-3.26,-23022744,-4.8,1690873695,0
sz000564,ST大集,1.24,5.08,38632668,10.18,5624883,1.48,33007785,8.7,-18105687,-4.77,-20526981,-5.41,1690873731,0
sh601601,中国太保,29.68,-0.74,38089806,2.46,14694622,0.9500000000000001,23395184,1.51,-30428480,-1.96,-7661312,-0.49,1690873751,1
sz000603,盛达资源,13.76,6.42,38048937,8.07,12022376,2.55,26026561,5.52,38516594,8.17,-76565531,-16.24,1690873713,0
