代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh600519,贵州茅台,1771.3,2.74,616733072,8.9,559691392,8.07,57041680,0.8200000000000001,-616199888,-8.89,-533193,-0.01,1689926386,1
sh603918,金桥信息,28.59,10.0,492016455,21.58,443881223,19.47,48135232,2.11,-227327680,-9.97,-264688736,-11.61,1689926382,1
sz002156,通富微电,24.5,6.15,400323936,12.13,246139056,7.46,154184880,4.67,-140421360,-4.26,-259902560,-7.88,1689924852,0
sz000858,五 粮 液,171.27,1.6099999999999999,369668016,11.01,196407648,5.85,173260368,5.16,-200236544,-5.97,-169431472,-5.05,1689924870,0
sz301499,N维科精,35.28,80.92,269805847,28.74,32711992,3.48,237093855,25.25,145535981,15.5,-415341818,-44.24,1689924879,0
sz002761,浙江建投,16.65,9.97,218685616,18.99,261336473,22.7,-42650857,-3.7,-90800160,-7.89,-127885453,-11.11,1689924897,0
sz000716,黑芝麻,8.09,10.07,206085269,13.34,208139381,13.48,-2054112,-0.13,-95212112,-6.16,-110873152,-7.18,1689924891,0
sz000799,酒鬼酒,94.18,3.8,188502454,14.35,42637738,3.25,145864716,11.11,-71730544,-5.46,-116771904,-8.89,1689924843,0
sz000656,金科股份,1.53,10.07,176352112,14.32,212553600,17.26,-36201488,-2.94,-79764400,-6.48,-96587701,-7.84,1689924864,0
sz000670,盈方微,7.35,10.03,168461699,52.42,166718641,51.88,1743058,0.54,-63496908,-19.76,-104964792,-32.66,1689924882,0
sz000568,泸州老窖,226.95,2.12,158159044,9.81,37970084,2.36,120188960,7.46,-83414096,-5.18,-74744958,-4.64,1689924891,0
sh600809,山西汾酒,214.52,0.71,147967910,9.21,12529558,0.78,135438352,8.43,-32855008,-2.05,-115112896,-7.17,1689926400,1
sz300015,爱尔眼科,19.87,2.58,146051700,10.73,15979956,1.17,130071744,9.55,-45065216,-3.31,-100986464,-7.42,1689924864,0
sh601900,南方传媒,21.88,10.01,145859731,13.66,165470150,15.5,-19610419,-1.8399999999999999,-67452144,-6.32,-78407576,-7.34,1689926398,1
sh600559,老白干酒,25.02,4.08,140726126,12.45,52373949,4.63,88352177,7.82,-33329600,-2.95,-107396512,-9.5,1689926393,1
sh601888,XD中国中,113.72,1.22,136252448,6.55,91312864,4.39,44939584,2.16,-56860320,-2.73,-79392128,-3.8200000000000003,1689926401,1
sz301281,科源制药,31.97,20.01,125927037,46.46,98838928,36.46,27088109,9.99,-50212668,-18.52,-75714368,-27.93,1689924900,0
sz300760,迈瑞医疗,299.91,-0.31,122805151,24.19,70376202,13.86,52428949,10.33,-114683598,-22.59,-8121554,-1.6,1689924879,0
sz002146,荣盛发展,2.38,10.19,121223849,11.06,50178361,4.58,71045488,6.48,-60448176,-5.51,-60775685,-5.54,1689924897,0
sh603291,联合水务,17.49,10.0,114817002,40.55,118144378,41.72,-3327376,-1.18,-53957155,-19.06,-60859846,-21.49,1689926379,1
sz002123,梦网科技,16.0,8.11,112450555,10.15,133209835,12.03,-20759280,-1.87,-80719632,-7.29,-31730917,-2.86,1689924849,0
sz000413,东旭光电,1.8599999999999999,10.06,110276962,29.64,97643624,26.24,12633338,3.4,-38593846,-10.37,-71683116,-19.27,1689924846,0
sh600031,三一重工,17.42,0.93,103308900,8.17,53818052,4.26,49490848,3.92,-66633072,-5.27,-36675824,-2.9,1689926380,1
sz300170,汉得信息,11.69,3.27,100060149,6.75,64913349,4.38,35146800,2.37,45528352,3.07,-145588480,-9.83,1689924858,0
sz300122,智飞生物,46.48,2.27,99723960,11.87,13526604,1.6099999999999999,86197356,10.26,-23155568,-2.76,-76568382,-9.12,1689924894,0
sz000961,中南建设,1.76,10.0,98279359,17.02,90717675,15.71,7561684,1.31,-44589622,-7.72,-53689737,-9.3,1689924855,0
sz002549,凯美特气,11.97,10.02,97436569,24.2,71324182,17.71,26112387,6.48,-32322831,-8.03,-65113739,-16.17,1689924885,0
sz300253,卫宁健康,7.73,5.17,97265119,11.49,30484589,3.6,66780530,7.89,7001328,0.8300000000000001,-104266456,-12.32,1689924858,0
sh603077,和邦生物,2.64,3.94,96343515,18.21,80900314,15.29,15443201,2.92,-12126528,-2.29,-84216988,-15.92,1689926381,1
sh600048,保利发展,12.88,0.9400000000000001,95038184,12.32,41742882,5.41,53295302,6.91,-58089325,-7.53,-36948858,-4.79,1689926381,1
sz002374,中锐股份,4.24,10.13,94859817,32.82,92849369,32.13,2010448,0.7000000000000001,-50942458,-17.63,-43917360,-15.2,1689924870,0
sh600313,农发种业,9.87,5.34,84827251,7.75,26357770,2.41,58469481,5.34,-17440288,-1.5899999999999999,-67386976,-6.16,1689926387,1
sh600702,舍得酒业,131.2,1.97,80604193,6.34,30668800,2.41,49935393,3.93,-30104128,-2.37,-50500080,-3.9699999999999998,1689926398,1
sz300142,沃森生物,26.8,3.24,79816433,9.86,30377631,3.75,49438802,6.11,-13667984,-1.69,-66148442,-8.17,1689924876,0
sz000897,津滨发展,2.5300000000000002,10.0,76050860,22.29,84809955,24.85,-8759095,-2.5700000000000003,-35746820,-10.48,-40304039,-11.81,1689924852,0
sz001210,金房能源,24.88,9.99,73343936,51.64,71728015,50.5,1615921,1.1400000000000001,-37455001,-26.37,-35888936,-25.27,1689924843,0
sz002655,共达电声,14.14,10.04,73138443,28.91,53768235,21.25,19370208,7.66,-34473116,-13.63,-38665327,-15.28,1689924852,0
sz000793,华闻集团,2.34,9.86,71047585,38.15,74646835,40.08,-3599250,-1.9300000000000002,-33073453,-17.76,-37974132,-20.39,1689924867,0
sh600355,精伦电子,3.65,9.94,69998270,33.75,70495732,33.99,-497462,-0.24,-32058654,-15.46,-37939616,-18.29,1689926400,1
sh600036,招商银行,31.8,0.35000000000000003,69641290,6.93,111898778,11.14,-42257488,-4.21,-46130720,-4.59,-23510564,-2.34,1689926375,1
sz002719,麦趣尔,11.13,9.98,68939716,26.05,78216222,29.56,-9276506,-3.51,-24765650,-9.36,-44174065,-16.69,1689924870,0
sz002172,澳洋健康,3.84,10.03,67751046,51.31,62361501,47.23,5389545,4.08,-28774944,-21.79,-38976102,-29.52,1689924879,0
sz000002,万  科Ａ,13.98,0.72,63412539,7.25,37443381,4.28,25969158,2.9699999999999998,-88029764,-10.06,24617215,2.81,1689924876,0
sz002821,凯莱英,117.88,0.32,60295358,15.83,23249559,6.1,37045799,9.73,9629165,2.5300000000000002,-69924522,-18.36,1689924885,0
sz002142,宁波银行,24.7,0.2,59569176,11.75,-8946002,-1.76,68515178,13.52,-52136329,-10.28,-7432848,-1.47,1689924894,0
sh603160,汇顶科技,55.96,3.86,58248168,7.65,20266871,2.66,37981297,4.99,-14517059,-1.9100000000000001,-43731101,-5.74,1689926402,1
sh601099,太平洋,2.69,2.67,57967913,15.63,78073360,21.05,-20105447,-5.42,-15192460,-4.1,-42775452,-11.53,1689926373,1
sz300456,赛微电子,25.8,5.52,57822387,5.51,43447955,4.14,14374432,1.37,-17132960,-1.63,-40689419,-3.87,1689924855,0
sh600160,巨化股份,15.86,3.93,57100423,9.43,53598875,8.85,3501548,0.58,-12744861,-2.1,-44355563,-7.32,1689926378,1
sz002304,洋河股份,133.81,2.01,55427892,8.57,11429792,1.77,43998100,6.8,-21708124,-3.35,-33719769,-5.21,1689924843,0
sh600340,华夏幸福,2.38,5.78,55198398,13.51,34436925,8.43,20761473,5.08,-7277561,-1.78,-47920836,-11.73,1689926393,1
sh600199,金种子酒,26.66,6.34,53510572,7.29,10696274,1.46,42814298,5.83,-2648272,-0.36,-50862300,-6.92,1689926391,1
sh600141,兴发集团,25.71,3.21,53210597,7.08,50368558,6.7,2842039,0.38,8364212,1.11,-61574810,-8.19,1689926380,1
sh603589,口子窖,54.38,3.42,52714656,13.49,20837568,5.33,31877088,8.16,676246,0.17,-53390903,-13.66,1689926390,1
