代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh603275,N众辰,64.57,29.22,392951224,24.26,89518827,5.53,303432397,18.73,415496558,25.65,-808447776,-49.91,1692775418,1
sz301421,N波长,52.29,77.98,324022540,26.73,63937130,5.28,260085410,21.46,205121462,16.92,-529144000,-43.66,1692775395,0
sz002475,立讯精密,31.14,-1.8,161946923,13.02,-13095013,-1.05,175041936,14.07,-71614000,-5.76,-90332928,-7.26,1692775374,0
sz301372,科净源,82.2,20.0,140751649,17.23,157994012,19.34,-17242363,-2.11,-93047723,-11.39,-47703922,-5.84,1692775410,0
sz301368,丰立智能,52.46,19.99,137276473,20.37,139497996,20.7,-2221523,-0.33,-79965611,-11.87,-57310866,-8.5,1692775410,0
sz300172,中电环保,6.16,20.08,132730608,16.99,145020708,18.57,-12290100,-1.57,-58284905,-7.46,-74445709,-9.53,1692775410,0
sz002355,兴民智通,6.94,9.98,126449313,17.16,152422090,20.69,-25972777,-3.5300000000000002,-76852960,-10.43,-49596361,-6.73,1692775383,0
sz001328,登康口腔,37.64,9.99,122905228,37.82,120898262,37.2,2006966,0.62,-56306573,-17.32,-66598655,-20.49,1692775422,0
sz301148,嘉戎技术,32.41,19.99,119319665,22.74,118630087,22.6,689578,0.13,-67059797,-12.78,-52259868,-9.96,1692775380,0
sz001227,兰州银行,3.16,2.6,118112363,17.72,51856566,7.78,66255797,9.94,-38786573,-5.82,-79325790,-11.9,1692775401,0
sh600085,同仁堂,56.7,1.5899999999999999,108399887,21.62,9795760,1.9500000000000002,98604127,19.67,-18909872,-3.77,-89490016,-17.85,1692775424,1
sz300937,药易购,37.65,13.85,103121889,15.83,104334592,16.02,-1212703,-0.19,-22856491,-3.51,-80265399,-12.32,1692775365,0
sh601015,陕西黑猫,4.48,10.07,93297891,35.93,87877159,33.85,5420732,2.09,-31049113,-11.96,-62248780,-23.98,1692775421,1
sz002703,浙江世宝,18.5,4.28,90246174,3.37,88947054,3.32,1299120,0.05,-66955568,-2.5,-23290592,-0.87,1692775401,0
sz002472,双环传动,31.75,2.42,87865938,9.18,62314333,6.51,25551605,2.67,-40536880,-4.24,-47329061,-4.95,1692775410,0
sh601398,工商银行,4.64,0.43,87139376,7.44,65857040,5.63,21282336,1.82,-64382960,-5.5,-22756430,-1.94,1692775424,1
sh601995,中金公司,41.39,-0.98,86037310,5.68,84250734,5.57,1786576,0.12,-46898736,-3.1,-39138576,-2.59,1692775416,1
sz300807,天迈科技,35.36,19.99,83325667,19.75,75727985,17.95,7597682,1.8,-23574903,-5.59,-59750766,-14.16,1692775395,0
sh600838,上海九百,7.8,10.01,82696148,28.52,89599834,30.9,-6903686,-2.38,-35097589,-12.1,-47598560,-16.41,1692775425,1
sh600328,中盐化工,9.7,6.71,82565472,8.5,42143561,4.34,40421911,4.16,-38804944,-3.99,-43760528,-4.5,1692775396,1
sh603299,苏盐井神,11.04,9.96,80170906,10.22,76248014,9.72,3922892,0.5,-26671971,-3.4,-53498935,-6.82,1692775417,1
sh601858,中国科传,32.54,10.01,78298855,6.39,102034199,8.33,-23735344,-1.94,-37076736,-3.03,-41222144,-3.37,1692775397,1
sz300212,易华录,32.94,2.3,73325352,3.2,80883928,3.5300000000000002,-7558576,-0.33,-64088192,-2.8,-9237152,-0.4,1692775410,0
