代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh600050,中国联通,5.48,7.45,1172710928,22.19,1242447600,23.51,-69736672,-1.32,-568154208,-10.75,-604556704,-11.44,1691133463,1
sh601138,工业富联,23.77,5.64,600965808,13.95,388828800,9.03,212137008,4.93,-183345376,-4.26,-417620416,-9.7,1691133456,1
sz002400,省广集团,6.71,10.0,598639664,25.55,622001504,26.55,-23361840,-1.0,-252476992,-10.78,-346162672,-14.78,1691133411,0
sz000977,浪潮信息,50.6,5.73,565458112,7.82,464574624,6.43,100883488,1.4,-329144272,-4.55,-236313824,-3.27,1691133420,0
sh601099,太平洋,4.8100000000000005,5.48,555353168,4.83,829029728,7.22,-273676560,-2.38,-432011296,-3.76,-123341840,-1.07,1691133459,1
sh600030,中信证券,24.7,1.11,520040768,4.42,559661824,4.76,-39621056,-0.34,-140847776,-1.2,-379192976,-3.22,1691133440,1
sh601059,信达证券,19.98,10.02,480978608,13.98,636066752,18.49,-155088144,-4.51,-253419744,-7.37,-227558880,-6.61,1691133460,1
sz300308,中际旭创,139.95,7.23,476860624,7.68,321622288,5.18,155238336,2.5,-267370672,-4.3,-209489952,-3.37,1691133450,0
sz000063,中兴通讯,40.82,2.51,425632080,15.11,265800080,9.43,159832000,5.67,-225517600,-8.01,-200114464,-7.1,1691133405,0
sz300502,新易盛,56.73,6.02,395405820,14.04,237745852,8.44,157659968,5.6,-173252560,-6.15,-222153264,-7.89,1691133435,0
sz300760,迈瑞医疗,286.08,-2.88,359220928,10.91,191487680,5.82,167733248,5.1,-534476880,-16.24,175255952,5.33,1691133435,0
sh600705,中航产融,4.36,5.06,299602512,10.22,433440576,14.79,-133838064,-4.57,-134571664,-4.59,-165030848,-5.63,1691133438,1
sh603000,人民网,33.1,4.38,297997776,7.84,223628176,5.88,74369600,1.96,-137957808,-3.63,-160039952,-4.21,1691133436,1
sz002236,大华股份,22.29,6.24,292854528,12.9,164151424,7.23,128703104,5.67,-147079600,-6.48,-145774944,-6.42,1691133405,0
sh601728,中国电信,5.88,4.26,275784720,11.08,196989232,7.91,78795488,3.17,-137604736,-5.53,-138179984,-5.55,1691133455,1
sh601688,华泰证券,17.69,3.5700000000000003,257195168,5.34,6824640,0.14,250370528,5.2,-219965888,-4.57,-37229280,-0.77,1691133457,1
sz000988,华工科技,37.06,3.81,256732544,8.83,167395824,5.76,89336720,3.07,-69605760,-2.39,-187126768,-6.44,1691133435,0
sz002463,沪电股份,22.98,5.36,248279142,13.23,118881350,6.33,129397792,6.89,-49031760,-2.61,-199247376,-10.62,1691133429,0
sh601601,中国太保,30.35,0.03,229019009,11.66,130714465,6.65,98304544,5.0,-196531136,-10.01,-32487888,-1.65,1691133458,1
