代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz000063,中兴通讯,43.65,10.01,1205930928,11.99,1761245664,17.52,-555314736,-5.52,-892777936,-8.88,-313152960,-3.11,1687246497,0
sh601360,三六零,15.87,5.87,897815408,10.22,767381376,8.74,130434032,1.48,-439191920,-5.0,-458623488,-5.22,1687246774,1
sz002475,立讯精密,31.58,5.65,718803136,10.05,282530512,3.95,436272624,6.1,-356060960,-4.98,-362742160,-5.07,1687246494,0
sz002261,拓维信息,20.4,6.75,662300256,9.63,590607024,8.59,71693232,1.04,-405761744,-5.9,-256538528,-3.73,1687246455,0
sh600570,恒生电子,50.81,10.0,579090704,14.19,673774944,16.5,-94684240,-2.32,-347798752,-8.52,-231291968,-5.67,1687246786,1
sz002230,科大讯飞,80.8,6.88,535643440,5.24,647086528,6.33,-111443088,-1.09,-302691504,-2.96,-232951936,-2.2800000000000002,1687246482,0
sh600150,中国船舶,32.7,8.46,531782944,7.03,774473424,10.24,-242690480,-3.21,-346264128,-4.58,-185518816,-2.45,1687246761,1
sz002031,巨轮智能,3.55,9.91,380736355,28.0,352601267,25.93,28135088,2.07,-129074288,-9.49,-251662064,-18.51,1687246473,0
sh688443,N智翔-U,34.02,-10.19,363289037,38.38,219475635,23.19,143813402,15.19,92134092,9.73,-455423134,-48.11,1687246757,1
sz002079,苏州固锝,14.72,10.01,322471696,37.82,389939401,45.73,-67467705,-7.91,-162617939,-19.07,-159853758,-18.75,1687246461,0
sz002049,紫光国微,93.76,4.78,281631680,8.67,106328496,3.27,175303184,5.39,-92815584,-2.86,-188816096,-5.8100000000000005,1687246473,0
sz002151,北斗星通,37.14,10.01,250452496,10.35,186356416,7.7,64096080,2.65,-124797712,-5.16,-125654784,-5.19,1687246479,0
sz300750,宁德时代,228.0,0.05,243888832,5.96,263417376,6.43,-19528544,-0.48,-281145056,-6.87,37256240,0.91,1687246503,0
sz300339,润和软件,26.5,3.56,228360426,9.3,232203098,9.45,-3842672,-0.16,-69675536,-2.84,-158684864,-6.46,1687246458,0
sz002315,焦点科技,43.28,6.94,224569040,14.75,165542432,10.87,59026608,3.88,-99127472,-6.51,-125441552,-8.24,1687246479,0
sz301262,N海看,37.55,24.26,214966052,20.61,42573279,4.08,172392773,16.53,163153138,15.64,-378119200,-36.25,1687246461,0
sz002050,三花智控,31.49,3.89,199348739,9.37,107671635,5.06,91677104,4.31,-16979408,-0.8,-182369328,-8.58,1687246476,0
sh600418,江淮汽车,12.9,2.54,192251255,15.26,141618695,11.24,50632560,4.02,-63200496,-5.02,-129050768,-10.24,1687246762,1
sz002236,大华股份,23.77,2.68,183704208,4.32,99122384,2.33,84581824,1.99,-20393472,-0.48,-163310736,-3.84,1687246497,0
sz000733,振华科技,92.65,8.36,167840658,15.0,64281138,5.74,103559520,9.25,-93746432,-8.38,-74094200,-6.62,1687246500,0
sz300593,新雷能,22.74,15.43,162054410,14.31,131991426,11.66,30062984,2.66,-78534144,-6.94,-83520272,-7.38,1687246452,0
sz002472,双环传动,31.4,5.55,152099536,5.36,75905920,2.68,76193616,2.69,6494624,0.23,-158594128,-5.59,1687246482,0
sz002343,慈文传媒,9.6,7.02,145694764,15.35,192549733,20.29,-46854969,-4.94,-71190704,-7.5,-74504050,-7.85,1687246503,0
