代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz000625,长安汽车,16.03,8.02,745776608,9.15,529512480,6.5,216264128,2.65,-303023680,-3.7199999999999998,-442752928,-5.44,1690788237,0
sz000980,众泰汽车,4.4,10.0,444774565,31.92,381763461,27.4,63011104,4.52,-218209872,-15.66,-226564693,-16.26,1690788234,0
sz000656,金科股份,2.54,9.96,434019744,13.22,458767376,13.97,-24747632,-0.75,-251588016,-7.66,-182431728,-5.5600000000000005,1690788234,0
sz000721,西安饮食,15.3,9.99,384865404,25.11,386614892,25.23,-1749488,-0.11,-163553392,-10.67,-221312016,-14.44,1690788216,0
sz002594,比亚迪,272.0,1.87,327478784,5.57,257862528,4.39,69616256,1.19,-246684496,-4.2,-80794288,-1.38,1690788213,0
sz002229,鸿博股份,33.33,10.0,319003539,22.59,329230403,23.32,-10226864,-0.72,-89638192,-6.35,-229365367,-16.24,1690788225,0
sz000961,中南建设,2.38,10.19,249102321,17.35,348515217,24.28,-99412896,-6.92,-140124496,-9.76,-108977824,-7.59,1690788219,0
sh600369,西南证券,4.74,9.98,229924848,11.87,255070448,13.16,-25145600,-1.3,-91068480,-4.7,-138856383,-7.17,1690788227,1
sh600418,江淮汽车,14.79,5.42,227398560,8.99,158319552,6.26,69079008,2.73,-100097120,-3.96,-127301440,-5.03,1690788235,1
sz300459,汤姆猫,6.28,6.98,225487993,11.98,147882825,7.86,77605168,4.12,-17938416,-0.9500000000000001,-207549600,-11.03,1690788225,0
sh600153,建发股份,11.2,10.02,214966506,21.52,196477328,19.67,18489178,1.85,-131148133,-13.13,-83818372,-8.39,1690788244,1
sh603259,药明康德,71.67,3.45,198107296,6.07,-53550992,-1.6400000000000001,251658288,7.71,95555424,2.93,-293662704,-9.0,1690788219,1
sz002371,北方华创,283.83,2.84,192785168,9.79,91887184,4.67,100897984,5.12,-100257840,-5.09,-92527328,-4.7,1690788234,0
sz002555,三七互娱,26.88,4.71,175470591,8.1,79318559,3.66,96152032,4.44,-71518512,-3.3,-103952064,-4.8,1690788228,0
sz002236,大华股份,21.95,7.28,174347696,7.25,150145552,6.25,24202144,1.01,-66076496,-2.75,-108271216,-4.5,1690788225,0
sh600150,中国船舶,33.38,3.02,173026032,5.0,281486480,8.13,-108460448,-3.13,-52684416,-1.52,-120341616,-3.48,1690788235,1
sh601989,中国重工,4.8100000000000005,5.02,172745395,12.35,128563219,9.19,44182176,3.16,-86360512,-6.17,-86384896,-6.17,1690788235,1
