代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz300308,中际旭创,146.99,5.14,681707552,9.31,534515920,7.3,147191632,2.01,-363623712,-4.96,-318083824,-4.34,1688713785,0
sz000725,京东方Ａ,4.32,2.37,448318336,17.6,265997552,10.44,182320784,7.16,-180057360,-7.07,-268260976,-10.53,1688713851,0
sh600313,农发种业,9.54,10.03,412614155,30.67,397096667,29.51,15517488,1.15,-173717808,-12.91,-238896342,-17.76,1688713852,1
sz301486,N致尚,63.2,9.61,383611210,27.71,113753312,8.22,269857898,19.49,259216375,18.73,-642827584,-46.44,1688713815,0
sz301292,N海科,29.7,48.57,266706440,28.84,34679023,3.75,232027417,25.09,161973461,17.52,-428679888,-46.36,1688713845,0
sz002602,世纪华通,7.0,1.01,181529088,9.48,82312704,4.3,99216384,5.18,-70724272,-3.69,-110804800,-5.79,1688713821,0
sh601688,华泰证券,14.21,1.72,173746170,22.27,110624716,14.18,63121454,8.09,-74397720,-9.53,-99348458,-12.73,1688713850,1
sh688327,云从科技-UW,19.01,9.95,167685150,9.28,131583614,7.28,36101536,2.0,-91053136,-5.04,-76632000,-4.24,1688713854,1
sh688111,金山办公,447.0,-0.5,167302208,7.15,-21119824,-0.9,188422032,8.05,-165373728,-7.07,-1928470,-0.08,1688713854,1
sh601600,中国铝业,6.06,7.26,161064944,4.92,209532768,6.4,-48467824,-1.48,-95366528,-2.91,-65698416,-2.01,1688713851,1
sz002380,科远智慧,23.77,10.0,151360859,26.97,175831768,31.33,-24470909,-4.36,-74059489,-13.2,-77301371,-13.77,1688713851,0
sz002902,铭普光磁,31.93,2.34,147852363,8.78,146214971,8.68,1637392,0.1,-117822448,-6.99,-30029904,-1.78,1688713830,0
