代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sh601012,隆基绿能,29.69,8.52,1773525696,21.13,1356323328,16.16,417202368,4.97,-772882784,-9.21,-1000642928,-11.92,1688973476,1
sh601888,中国中免,117.56,7.2,978122256,16.23,833419856,13.83,144702400,2.4,-445370304,-7.39,-532751936,-8.84,1688973463,1
sh688603,N天承,87.11,58.38,521919988,61.67,164630271,19.45,357289717,42.22,-239776563,-28.33,-282143413,-33.34,1688973477,1
sz300750,宁德时代,228.8,2.95,441888400,12.03,192059024,5.23,249829376,6.8,-276746608,-7.53,-165141776,-4.49,1688973420,0
sh600438,通威股份,34.54,7.27,294424672,9.51,86911056,2.81,207513616,6.7,-70766000,-2.2800000000000002,-223658672,-7.22,1688973478,1
sz002176,江特电机,12.58,8.26,264220169,14.6,278769241,15.4,-14549072,-0.8,-91022848,-5.03,-173197328,-9.57,1688973471,0
sz002115,三维通信,7.16,9.98,197062098,21.96,152645688,17.01,44416410,4.95,-61442157,-6.85,-135619953,-15.11,1688973420,0
sz300015,爱尔眼科,18.53,4.04,172433562,13.58,77610714,6.11,94822848,7.47,-58161344,-4.58,-114272224,-9.0,1688973450,0
sz300366,创意信息,14.91,8.67,170401458,10.6,74083026,4.61,96318432,5.99,-34159600,-2.12,-136241824,-8.47,1688973450,0
sz301261,N恒工,50.0,35.5,163481303,22.91,14164487,1.98,149316816,20.92,153540779,21.51,-317022073,-44.42,1688973450,0
sz002415,海康威视,34.05,2.25,159997740,17.96,87625474,9.84,72372266,8.13,-77686293,-8.72,-82311454,-9.24,1688973471,0
sh600199,金种子酒,25.17,8.54,156559503,17.78,145658487,16.54,10901016,1.24,-62021525,-7.04,-94537968,-10.73,1688973450,1
sz300343,联创股份,8.39,17.34,149173660,14.2,170784958,16.26,-21611298,-2.06,-49559936,-4.72,-99613737,-9.48,1688973420,0
sz002129,TCL中环,31.24,3.07,143523198,9.88,124722238,8.59,18800960,1.29,-71158736,-4.9,-72364464,-4.98,1688973432,0
sz300014,亿纬锂能,59.34,4.31,135726602,9.08,56379066,3.77,79347536,5.31,-54267616,-3.63,-81458992,-5.45,1688973405,0
sz002352,顺丰控股,46.43,2.9699999999999998,129944885,12.96,87842949,8.76,42101936,4.2,-58115706,-5.8,-71829172,-7.16,1688973462,0
sz300438,鹏辉能源,52.21,9.32,128757637,8.71,36429301,2.46,92328336,6.25,-26248528,-1.78,-102509104,-6.94,1688973435,0
sz002527,新时达,13.66,5.5600000000000005,121472582,7.73,25734150,1.6400000000000001,95738432,6.09,-45840864,-2.92,-75631728,-4.8100000000000005,1688973450,0
sz300342,天银机电,13.2,20.0,116272331,10.78,175801024,16.29,-59528693,-5.52,-56785872,-5.26,-59486441,-5.51,1688973465,0
sh600089,特变电工,22.28,1.78,115571525,13.5,109604641,12.8,5966884,0.7000000000000001,-56698854,-6.62,-58872666,-6.88,1688973467,1
sz002920,德赛西威,163.82,2.48,108317613,8.9,57455037,4.72,50862576,4.18,-20032800,-1.65,-88284825,-7.25,1688973459,0
sz002114,罗平锌电,8.14,10.0,104584517,41.45,99316021,39.37,5268496,2.09,-46591760,-18.47,-57992757,-22.99,1688973447,0
sh600495,晋西车轴,5.08,9.96,103616908,21.0,131357883,26.63,-27740975,-5.62,-45475029,-9.22,-58141878,-11.78,1688973462,1
sh688390,固德威,168.99,3.29,102896943,11.69,31220209,3.55,71676734,8.14,-59327120,-6.74,-43569821,-4.95,1688973477,1
sz002466,天齐锂业,70.83,3.39,102247312,4.62,96407424,4.36,5839888,0.26,-76963120,-3.48,-25284192,-1.1400000000000001,1688973459,0
sh601698,中国卫通,19.7,4.01,95345092,8.84,45531291,4.22,49813801,4.62,-50908240,-4.72,-44436832,-4.12,1688973475,1
sz002739,万达电影,14.06,4.85,93888778,8.47,34941050,3.15,58947728,5.32,-45615056,-4.12,-48273717,-4.36,1688973474,0
sz002150,通润装备,18.27,9.99,92017762,28.37,86162741,26.56,5855021,1.8,-34682465,-10.69,-57335298,-17.67,1688973459,0
sh603688,石英股份,109.3,3.71,91562034,14.01,38390443,5.87,53171591,8.14,-1610716,-0.25,-89951319,-13.76,1688973475,1
sz300751,迈为股份,163.8,3.87,88154380,14.06,31969485,5.1,56184895,8.96,5365562,0.86,-93519943,-14.91,1688973435,0
sh600188,兖矿能源,33.59,1.51,87857269,10.0,-29045207,-3.31,116902476,13.31,-92478989,-10.53,4621706,0.53,1688973473,1
sh600732,爱旭股份,29.29,1.67,87729242,11.58,53381376,7.05,34347866,4.54,-15547116,-2.05,-72182127,-9.53,1688973457,1
sz000762,西藏矿业,30.56,3.49,86878240,11.38,22553764,2.95,64324476,8.42,-15396938,-2.02,-71481311,-9.36,1688973474,0
sz000858,五 粮 液,164.6,0.5700000000000001,86294307,5.4,28766771,1.8,57527536,3.6,7179552,0.45,-93473872,-5.85,1688973471,0
sh603131,上海沪工,13.61,10.02,86070161,49.27,86391475,49.45,-321314,-0.18,-50898894,-29.14,-35171267,-20.13,1688973468,1
sh601800,中国交建,11.29,3.01,86017254,16.48,28460890,5.45,57556364,11.03,-28875867,-5.53,-57141388,-10.95,1688973470,1
sz300807,天迈科技,37.5,20.0,85550914,33.95,101446395,40.25,-15895481,-6.31,-47681710,-18.92,-37869204,-15.03,1688973435,0
sh603528,多伦科技,8.51,9.95,80951407,26.67,70112669,23.1,10838738,3.5700000000000003,-30122649,-9.93,-50828757,-16.75,1688973462,1
sz002251,步 步 高,5.01,10.11,80273026,37.34,68034847,31.64,12238179,5.69,-38153673,-17.75,-42119352,-19.59,1688973453,0
sz002590,万安科技,11.83,10.05,79961722,15.24,98794651,18.83,-18832929,-3.59,-44906461,-8.56,-35055261,-6.68,1688973423,0
sz000338,潍柴动力,12.73,0.63,74068499,15.62,65870454,13.89,8198045,1.73,-47074647,-9.93,-26993852,-5.69,1688973474,0
sz300763,锦浪科技,108.48,12.38,71953672,3.37,13431576,0.63,58522096,2.74,-39494560,-1.85,-32459120,-1.52,1688973420,0
sz002607,中公教育,4.77,3.47,68540578,9.27,51085789,6.91,17454789,2.36,-16760544,-2.27,-51780030,-7.0,1688973444,0
sh688599,天合光能,38.8,2.67,68300257,9.86,41984050,6.06,26316207,3.8,-330601,-0.05,-67969657,-9.82,1688973477,1
sz301486,C致尚,59.83,-5.33,67707690,7.5,45793719,5.07,21913971,2.43,-37944272,-4.2,-29763426,-3.3,1688973465,0
sz002472,双环传动,33.28,-0.33,66667942,5.41,189841626,15.41,-123173684,-10.0,-87766304,-7.13,21098368,1.71,1688973465,0
sz000897,津滨发展,2.13,9.79,66632682,35.62,53868227,28.8,12764455,6.82,-30623273,-16.37,-36009410,-19.25,1688973477,0
sh601390,中国中铁,7.82,1.16,66474363,9.19,13298108,1.8399999999999999,53176255,7.35,-7342072,-1.01,-59132290,-8.17,1688973457,1
sh688063,派能科技,201.38,4.29,65669779,10.28,33911762,5.31,31758017,4.97,-47564592,-7.45,-18105187,-2.83,1688973477,1
