代码,名称,最新价,今日涨跌幅,今日主力净流入(净额),今日主力净流入(净占比),今日超大单净流入(净额),今日超大单净流入(净占比),今日大单净流入(净额),今日大单净流入(净占比),今日中单净流入(净额),今日中单净流入(净占比),今日小单净流入(净额),今日小单净流入(净占比),UNKOWN2,UNKNOWN
sz000977,浪潮信息,46.04,4.95,299842224,4.74,396769712,6.27,-96927488,-1.53,-83200224,-1.31,-216641984,-3.42,1689579249,0
sz000988,华工科技,45.3,5.74,279352992,4.96,41413856,0.74,237939136,4.23,-203142912,-3.61,-76210064,-1.35,1689579297,0
sz002036,联创电子,11.86,7.43,237242148,15.76,223535604,14.85,13706544,0.91,-58322704,-3.87,-178919456,-11.88,1689579249,0
sz301329,N信音,28.51,35.76,230287646,26.45,43278411,4.97,187009235,21.48,133637917,15.35,-363925552,-41.8,1689579264,0
sz300457,赢合科技,25.75,15.37,202050759,12.17,181437671,10.93,20613088,1.24,-99144032,-5.97,-102906704,-6.2,1689579270,0
sh600570,恒生电子,38.32,1.6400000000000001,198253031,15.63,32128684,2.5300000000000002,166124347,13.1,-42640896,-3.36,-155612144,-12.27,1689580805,1
sh600895,张江高科,15.53,9.99,192358503,24.1,151527622,18.99,40830881,5.12,-72495853,-9.08,-119862646,-15.02,1689580782,1
sz002714,牧原股份,42.9,3.15,190608418,15.5,133869954,10.88,56738464,4.61,-100063248,-8.14,-90545178,-7.36,1689579255,0
sh600988,赤峰黄金,14.83,5.78,187978579,15.41,128695467,10.55,59283112,4.86,-56312688,-4.62,-131665904,-10.79,1689580782,1
sz002535,林州重机,5.69,10.06,186005898,28.84,172069213,26.67,13936685,2.16,-83836997,-13.0,-102168901,-15.84,1689579273,0
sz000980,众泰汽车,3.61,10.06,176063354,11.44,153691178,9.99,22372176,1.45,-54569168,-3.55,-121494192,-7.9,1689579291,0
sz002236,大华股份,22.38,1.77,163832029,9.01,26745069,1.47,137086960,7.54,-48201856,-2.65,-115630192,-6.36,1689579294,0
sz300502,新易盛,68.18,4.27,144890080,3.9699999999999998,76258928,2.09,68631152,1.88,55071616,1.51,-199961696,-5.47,1689579300,0
sh600183,生益科技,16.13,3.5300000000000002,141204897,22.05,120114422,18.76,21090475,3.29,-66450634,-10.38,-74754263,-11.67,1689580809,1
sh603160,汇顶科技,53.67,10.0,140667423,14.95,93714998,9.96,46952425,4.99,-72079131,-7.66,-68588301,-7.29,1689580787,1
sh601111,中国国航,8.46,0.12,137986822,12.63,36208788,3.31,101778034,9.31,-109865056,-10.05,-28121759,-2.5700000000000003,1689580805,1
