股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
君逸数码,19.53%,23.14%,0.8440691588785043
天力锂能,19.19%,-5.7%,3.368755474452553
泰慕士,13.4%,6.47%,2.072379310344828
三维天地,11.2%,14.88%,0.7526632124352324
天晟新材,9.94%,11.74%,0.8466963855421688
宏景科技,8.22%,14.73%,0.5581133047210305
威迈斯,8.19%,-1.15%,7.132745454545491
中亦科技,7.84%,39.91%,0.19645057471264377
太平洋,7.42%,15.35%,0.4834242424242424
弘业期货,7.32%,-7.56%,0.968492307692308
固高科技,6.7%,0.0%,inf
神州数码,6.41%,13.68%,0.46856725146198813
东星医疗,6.16%,6.84%,0.9001198237885477
亨迪药业,5.85%,7.0%,0.8361219512195135
银之杰,5.77%,11.57%,0.49855816993464075
源飞宠物,5.77%,7.96%,0.7247119999999998
麒麟信安,5.74%,10.14%,0.5662049382716048
宏源药业,5.73%,12.92%,0.44337961165048534
达嘉维康,5.49%,13.81%,0.3974409574468083
拓山重工,5.16%,2.17%,2.383274999999998
铜牛信息,5.15%,12.86%,0.400541564792176
玉马遮阳,4.91%,5.29%,0.927731578947368
威力传动,4.82%,-33.98%,0.14186249712577606
锦龙股份,4.7%,3.11%,1.5093409090909107
财富趋势,4.67%,5.06%,0.9228526836158176
创识科技,4.51%,11.84%,0.3809666666666672
熊猫乳品,4.45%,1.35%,3.3004166666666714
金杨股份,4.43%,5.71%,0.7764708661417327
指南针,4.18%,15.43%,0.2709419689119169
药易购,3.97%,23.05%,0.17223778089887645
汇金科技,3.77%,3.18%,1.184722499999999
南王科技,3.61%,12.36%,0.2920818181818183
英飞拓,3.56%,22.34%,0.15936235294117646
常青科技,3.54%,12.75%,0.2776992481203009
彩蝶实业,3.52%,5.95%,0.591360000000001
联合光电,3.46%,3.35%,1.033750877192982
金科股份,3.37%,-10.84%,0.31078888888888884
川宁生物,3.24%,4.74%,0.6834857142857144
中光防雷,3.17%,12.12%,0.26145229357798166
威士顿,3.11%,19.48%,0.15961706683971455
亚宝药业,3.1%,10.66%,0.2908904109589039
卓创资讯,3.07%,39.05%,0.07862673357664234
浩丰科技,3.06%,11.73%,0.26092702702702697
