成交时间,成交价,涨跌幅,价格变动,成交量(手),成交额(元),性质
08:30:03,0.0,-100.00%,--,0,0,中性盘
09:25:03,13.66,+0.29%,--,176,240416,中性盘
09:25:03,13.66,+0.29%,-0.03,176,240416,--
09:30:03,13.63,+0.07%,-0.03,17,23171,卖盘
09:30:06,13.64,+0.15%,+0.01,14,19096,买盘
09:30:09,13.61,-0.07%,-0.03,94,127934,卖盘
09:30:12,13.63,+0.07%,+0.02,2,2726,买盘
09:30:18,13.63,+0.07%,--,44,59972,买盘
09:30:21,13.61,-0.07%,-0.02,37,50357,买盘
09:30:24,13.63,+0.07%,+0.02,73,99499,买盘
09:30:27,13.61,-0.07%,-0.02,35,47635,卖盘
09:30:30,13.61,-0.07%,--,6,8166,卖盘
09:30:33,13.61,-0.07%,--,14,19054,卖盘
09:30:36,13.62,0.00%,+0.01,1,1362,中性盘
09:30:39,13.62,0.00%,--,2,2724,中性盘
09:30:42,13.63,+0.07%,+0.01,46,62698,买盘
09:30:42,13.63,+0.07%,--,46,62698,中性盘
09:30:48,13.63,+0.07%,--,6,8178,买盘
09:30:51,13.62,0.00%,-0.01,5,6810,卖盘
09:30:54,13.6,-0.15%,-0.02,4,5440,卖盘
09:30:57,13.62,0.00%,+0.02,9,12258,买盘
09:31:03,13.64,+0.15%,+0.02,81,110484,买盘
09:31:06,13.67,+0.37%,+0.03,82,112094,买盘
09:31:09,13.69,+0.51%,+0.02,113,154697,买盘
09:31:12,13.69,+0.51%,--,22,30118,买盘
09:31:15,13.7,+0.59%,+0.01,61,83570,买盘
09:31:18,13.7,+0.59%,--,40,54800,买盘
09:31:21,13.74,+0.88%,+0.04,52,71448,买盘
09:31:24,13.71,+0.66%,-0.03,4,5484,卖盘
09:31:27,13.73,+0.81%,+0.02,1,1373,中性盘
09:31:30,13.74,+0.88%,+0.01,34,46716,买盘
09:31:33,13.73,+0.81%,-0.01,77,105721,卖盘
09:31:36,13.74,+0.88%,+0.01,27,37098,买盘
09:31:39,13.74,+0.88%,--,130,178620,卖盘
09:31:42,13.73,+0.81%,-0.01,114,156522,卖盘
09:31:48,13.71,+0.66%,-0.02,45,61695,卖盘
09:31:51,13.7,+0.59%,-0.01,19,26030,卖盘
09:31:54,13.72,+0.73%,+0.02,24,32928,买盘
09:32:00,13.71,+0.66%,-0.01,5,6855,买盘
09:32:03,13.7,+0.59%,-0.01,18,24660,卖盘
09:32:06,13.71,+0.66%,+0.01,121,165891,买盘
09:32:09,13.69,+0.51%,-0.02,1,1369,卖盘
09:32:12,13.7,+0.59%,+0.01,28,38360,买盘
09:32:15,13.71,+0.66%,+0.01,10,13710,买盘
