股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
科源制药,9.2%,0.0%,inf
恒勃股份,5.93%,0.0%,inf
金凯生科,5.82%,0.0%,inf
康鹏科技,5.0%,0.0%,inf
南王科技,4.72%,0.0%,inf
华人健康,4.41%,0.0%,inf
新天地,4.16%,0.0%,inf
星源卓镁,4.01%,0.0%,inf
海科新源,3.96%,0.0%,inf
盛邦安全,3.89%,0.0%,inf
中亦科技,3.89%,0.0%,inf
飞鹿股份,3.84%,0.0%,inf
恩威医药,3.63%,0.0%,inf
普莱得,3.51%,0.0%,inf
宏昌科技,3.34%,0.0%,inf
嘉戎技术,3.14%,0.0%,inf
美丽生态,3.1%,0.0%,inf
开创电气,2.95%,0.0%,inf
信达证券,2.89%,0.0%,inf
熊猫乳品,2.76%,0.0%,inf
四川黄金,2.74%,0.0%,inf
光格科技,2.73%,0.0%,inf
国泰环保,2.68%,0.0%,inf
威迈斯,2.62%,0.0%,inf
玉马遮阳,2.6%,0.0%,inf
天键股份,2.58%,0.0%,inf
特一药业,2.57%,0.0%,inf
豪江智能,2.54%,0.0%,inf
岭南股份,2.46%,0.0%,inf
聚胶股份,2.44%,0.0%,inf
荣信文化,2.26%,0.0%,inf
同星科技,2.21%,0.0%,inf
智迪科技,2.15%,0.0%,inf
仁信新材,2.14%,0.0%,inf
海森药业,2.03%,0.0%,inf
通达海,2.02%,0.0%,inf
果麦文化,1.97%,0.0%,inf
百利电气,1.87%,0.0%,inf
逸飞激光,1.83%,0.0%,inf
泰慕士,1.82%,0.0%,inf
景峰医药,1.8%,0.0%,inf
欣灵电气,1.79%,0.0%,inf
珠城科技,1.72%,0.0%,inf
浩云科技,1.67%,0.0%,inf
天力锂能,1.66%,0.0%,inf
创新新材,1.65%,0.0%,inf
京能热力,1.64%,0.0%,inf
达嘉维康,1.63%,0.0%,inf
联创股份,1.63%,0.0%,inf
*ST美尚,1.62%,0.0%,inf
大湖股份,1.58%,0.0%,inf
新华传媒,1.54%,0.0%,inf
锡南科技,1.54%,0.0%,inf
青岛食品,1.54%,0.0%,inf
中润资源,1.54%,0.0%,inf
天晟新材,1.53%,0.0%,inf
美硕科技,1.52%,0.0%,inf
拓山重工,1.52%,0.0%,inf
北陆药业,1.5%,0.0%,inf
农尚环境,1.5%,0.0%,inf
保立佳,1.49%,0.0%,inf
乾景园林,1.48%,0.0%,inf
豫光金铅,1.48%,0.0%,inf
新莱福,1.44%,0.0%,inf
陇神戎发,1.41%,0.0%,inf
宏源药业,1.38%,0.0%,inf
中孚实业,1.36%,0.0%,inf
柏诚股份,1.36%,0.0%,inf
智信精密,1.32%,0.0%,inf
三联锻造,1.32%,0.0%,inf
双成药业,1.31%,0.0%,inf
华鑫股份,1.31%,0.0%,inf
卓创资讯,1.29%,0.0%,inf
民爆光电,1.29%,0.0%,inf
纽泰格,1.28%,0.0%,inf
*ST京蓝,1.28%,0.0%,inf
药易购,1.25%,0.0%,inf
凌玮科技,1.24%,0.0%,inf
创益通,1.24%,0.0%,inf
诚达药业,1.23%,0.0%,inf
博纳影业,1.22%,0.0%,inf
飞沃科技,1.21%,0.0%,inf
联动科技,1.21%,0.0%,inf
兆新股份,1.2%,0.0%,inf
汇金股份,1.2%,0.0%,inf
智洋创新,1.2%,0.0%,inf
毕得医药,1.19%,0.0%,inf
上海凯鑫,1.18%,0.0%,inf
誉衡药业,1.16%,0.0%,inf
方盛制药,1.16%,0.0%,inf
佰维存储,1.14%,0.0%,inf
德固特,1.14%,0.0%,inf
明阳电气,1.12%,0.0%,inf
创新医疗,1.12%,0.0%,inf
安控科技,1.11%,0.0%,inf
瑞鹄模具,1.1%,0.0%,inf
耐普矿机,1.1%,0.0%,inf
盘古智能,1.09%,0.0%,inf
金杨股份,1.07%,0.0%,inf
天禄科技,1.06%,0.0%,inf
安妮股份,1.06%,0.0%,inf
中荣股份,1.06%,0.0%,inf
鸿日达,1.05%,0.0%,inf
贵绳股份,1.02%,0.0%,inf
通化金马,1.01%,0.0%,inf
森赫股份,1.01%,0.0%,inf
睿智医药,1.01%,0.0%,inf
