股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
泰慕士,38.88%,75.65%,0.5139255240443898
经纬股份,15.57%,10.61%,1.4671466960352426
君逸数码,11.32%,2.99%,3.7913015873015934
王力安防,10.98%,8.44%,1.300192682926832
拓山重工,10.88%,-0.17%,64.0179199999991
宁波方正,10.56%,10.56%,0.999994888178913
有研粉材,9.56%,18.14%,0.5270298456260722
赢合科技,8.72%,50.59%,0.1723814814814814
江波龙,8.52%,-17.01%,0.5008269503546102
福莱新材,7.56%,-3.71%,2.035799999999998
圣泉集团,7.34%,8.6%,0.8534788888888887
仟源医药,7.19%,23.88%,0.30108125000000013
超捷股份,7.15%,-2.72%,2.6253333333333297
源飞宠物,7.04%,-24.89%,0.2828472440944882
天力锂能,6.28%,13.94%,0.4503598023064249
果麦文化,6.01%,3.62%,1.6624212643678211
通源环境,5.9%,-0.54%,10.841249999999992
优彩资源,5.86%,16.47%,0.3557857142857142
豫光金铅,5.83%,30.82%,0.18916489361702118
创益通,5.81%,-4.67%,1.2451050632911405
模塑科技,5.59%,43.93%,0.12723682008368206
天元股份,5.52%,14.68%,0.37590422535211265
保立佳,5.48%,12.56%,0.4362718446601936
新易盛,5.4%,-12.73%,0.4243522167487683
元力股份,5.31%,26.93%,0.19718906249999993
铂力特,5.25%,21.89%,0.23985530546623787
炬申股份,5.15%,14.28%,0.3607614213197972
众望布艺,5.13%,2.93%,1.7537000000000025
贝肯能源,5.11%,10.13%,0.5045316455696203
倍杰特,5.08%,5.83%,0.8708571428571442
冠中生态,4.97%,11.09%,0.44795394736842065
森鹰窗业,4.91%,18.59%,0.26418045738045726
梦网科技,4.9%,21.31%,0.2299500000000001
华斯股份,4.85%,16.55%,0.2930785714285717
方正科技,4.73%,35.34%,0.13385900000000003
百花医药,4.71%,15.91%,0.296057142857143
开勒股份,4.69%,41.38%,0.11333869002284847
华大智造,4.65%,-3.12%,1.4921223404255355
永悦科技,4.49%,32.36%,0.13876334841628962
弘业期货,4.42%,4.92%,0.8977378378378376
欧亚集团,4.23%,12.94%,0.32699013157894746
红墙股份,4.21%,10.93%,0.38513703703703706
湖南裕能,4.19%,8.15%,0.5138395209580844
赛隆药业,4.13%,10.92%,0.37833749999999966
中自科技,4.05%,-20.66%,0.196054376657825
艾为电子,4.02%,27.04%,0.14867619047619046
聚赛龙,3.97%,5.07%,0.7832119565217376
真爱美家,3.95%,6.0%,0.6578944444444443
大地海洋,3.9%,9.96%,0.3917009345794392
朝阳科技,3.9%,12.98%,0.3005294117647058
地铁设计,3.89%,15.96%,0.24370559701492533
乾景园林,3.87%,1.61%,2.4090750000000245
华菱钢铁,3.86%,15.15%,0.25476
保力新,3.8%,25.53%,0.14883333333333332
中原证券,3.78%,25.82%,0.14637446808510637
双乐股份,3.74%,8.69%,0.43047651006711346
金富科技,3.66%,6.43%,0.5691931034482759
浙江荣泰,3.66%,-14.81%,0.24705000000000002
西部黄金,3.66%,21.65%,0.16907014925373134
珠海冠宇,3.61%,15.94%,0.22647752442996766
