股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
拓山重工,10.88%,-0.17%,64.0179199999991
荣昌生物,2.34%,-0.09%,26.493480000001508
通源环境,5.9%,-0.54%,10.841249999999992
伟时电子,2.44%,-0.48%,5.054285714285694
世华科技,1.02%,0.21%,4.75064999999968
普冉股份,1.27%,-0.28%,4.500033333333376
君逸数码,11.32%,2.99%,3.7913015873015934
新国都,2.25%,-0.68%,3.310000000000005
赛腾股份,2.51%,-0.8%,3.149265624999998
宝立食品,2.34%,0.79%,2.951324999999997
晶晨股份,1.59%,0.6%,2.6510192307692506
超捷股份,7.15%,-2.72%,2.6253333333333297
安德利,2.71%,1.11%,2.450614285714276
乾景园林,3.87%,1.61%,2.4090750000000245
福莱新材,7.56%,-3.71%,2.035799999999998
天新药业,2.55%,1.26%,2.01804166666665
深科达,2.46%,-1.23%,1.9985379310344882
格力地产,1.48%,0.75%,1.9684000000000073
华铭智能,2.44%,1.38%,1.7633066666666621
众望布艺,5.13%,2.93%,1.7537000000000025
楚环科技,3.18%,-1.82%,1.742510204081625
果麦文化,6.01%,3.62%,1.6624212643678211
华大智造,4.65%,-3.12%,1.4921223404255355
经纬股份,15.57%,10.61%,1.4671466960352426
冠盛股份,3.58%,2.49%,1.4381121951219509
华光新材,2.92%,2.04%,1.4315684210526216
兆易创新,1.47%,-1.04%,1.4145409090909165
绿岛风,1.86%,-1.33%,1.4029049999999927
王力安防,10.98%,8.44%,1.300192682926832
创益通,5.81%,-4.67%,1.2451050632911405
翔宇医疗,2.07%,-1.7%,1.2189342857142929
思瑞浦,2.39%,1.96%,1.2167516853932618
华测导航,1.1%,0.92%,1.194068965517245
长盛轴承,1.87%,-1.8%,1.0383694444444462
宁波方正,10.56%,10.56%,0.999994888178913
天孚通信,3.0%,3.23%,0.9274468085106363
弘业期货,4.42%,4.92%,0.8977378378378376
天宸股份,2.21%,2.48%,0.8928399999999979
天普股份,3.08%,3.53%,0.8734415094339603
直真科技,1.22%,1.4%,0.8722999999999925
倍杰特,5.08%,5.83%,0.8708571428571442
圣泉集团,7.34%,8.6%,0.8534788888888887
瑞联新材,3.29%,-3.91%,0.8423770833333346
梅轮电梯,1.29%,1.62%,0.7955000000000053
聚赛龙,3.97%,5.07%,0.7832119565217376
新风光,2.16%,2.77%,0.7786409638554236
东芯股份,2.22%,-2.91%,0.7639019999999999
久量股份,1.64%,2.18%,0.7508857142857162
泉为科技,1.42%,1.89%,0.7508249999999995
崧盛股份,1.56%,2.11%,0.7396682926829266
中源家居,1.56%,2.2%,0.7100228571428542
联翔股份,2.85%,4.07%,0.6995454545454544
三晖电气,1.14%,1.71%,0.6667272727272762
康众医疗,1.12%,-1.69%,0.6644129032258016
郑州银行,2.03%,3.08%,0.6583000000000014
真爱美家,3.95%,6.0%,0.6578944444444443
广信材料,1.54%,-2.46%,0.6255729729729741
国泰集团,1.89%,3.05%,0.6193384615384621
大洋生物,2.9%,4.72%,0.6142550335570476
澜起科技,1.63%,2.66%,0.6126174496644285
祖名股份,1.57%,2.66%,0.5911174603174579
恺英网络,2.06%,3.57%,0.5764185185185174
青达环保,1.38%,-2.4%,0.5761499999999995
金富科技,3.66%,6.43%,0.5691931034482759
景津装备,2.28%,4.03%,0.5664491803278677
重庆银行,2.35%,4.21%,0.5583030303030303
四方新材,3.61%,6.57%,0.549772916666666
有研粉材,9.56%,18.14%,0.5270298456260722
富春染织,1.48%,2.81%,0.5262604651162773
国机通用,1.73%,3.31%,0.5222186046511631
泰慕士,38.88%,75.65%,0.5139255240443898
湖南裕能,4.19%,8.15%,0.5138395209580844
贝肯能源,5.11%,10.13%,0.5045316455696203
江波龙,8.52%,-17.01%,0.5008269503546102
华曙高科,1.96%,4.03%,0.4863250000000009
税友股份,2.85%,5.87%,0.48523390557939955
中科飞测,1.63%,-3.38%,0.48197846153846263
普利特,1.46%,3.09%,0.47230999999999956
新柴股份,3.54%,7.65%,0.4624838709677412
润丰股份,2.25%,4.88%,0.46091463414634176
双枪科技,3.6%,7.87%,0.45764999999999967
南钢股份,3.51%,7.74%,0.45359999999999956
天力锂能,6.28%,13.94%,0.4503598023064249
冠中生态,4.97%,11.09%,0.44795394736842065
盾安环境,1.07%,-2.4%,0.44538749999999966
保立佳,5.48%,12.56%,0.4362718446601936
双乐股份,3.74%,8.69%,0.43047651006711346
新易盛,5.4%,-12.73%,0.4243522167487683
欧普康视,1.11%,2.67%,0.41603924050632957
宁波富邦,3.19%,7.88%,0.40500886075949316
包钢股份,2.49%,6.18%,0.4029272727272733
广和通,1.2%,3.03%,0.395999999999999
汇隆新材,1.7%,4.31%,0.39464285714285763
华大九天,2.31%,-5.86%,0.39410000000000034
凯赛生物,1.54%,-3.91%,0.39362400000000003
大地海洋,3.9%,9.96%,0.3917009345794392
红墙股份,4.21%,10.93%,0.38513703703703706
哈三联,2.18%,5.67%,0.3841855072463771
浙江恒威,1.75%,4.56%,0.3838617886178861
吉峰科技,1.86%,4.85%,0.38332173913043555
通达电气,1.55%,4.05%,0.38265624999999964
华工科技,3.27%,8.6%,0.38039213114754056
山东药玻,1.03%,-2.72%,0.378633802816901
正弦电气,2.01%,-5.31%,0.37834384615384686
赛隆药业,4.13%,10.92%,0.37833749999999966
天元股份,5.52%,14.68%,0.37590422535211265
迎丰股份,3.3%,8.79%,0.37554000000000004
涛涛车业,3.44%,9.17%,0.37494392523364445
蠡湖股份,1.46%,3.94%,0.3708399999999997
统一股份,1.88%,5.11%,0.36789019607843154
炬申股份,5.15%,14.28%,0.3607614213197972
丽臣实业,1.93%,5.38%,0.3586443478260874
和顺科技,1.25%,3.5%,0.35714285714285693
优彩资源,5.86%,16.47%,0.3557857142857142
金洲管道,1.24%,3.5%,0.3547478260869572
太极股份,1.51%,4.32%,0.349857923497268
西大门,2.21%,6.35%,0.34820348837209325
福莱蒽特,2.78%,7.99%,0.3480757396449702
海光信息,2.53%,-7.34%,0.3444768627450983
爱慕股份,2.99%,8.78%,0.34059999999999985
宁波色母,2.05%,6.23%,0.32884016393442655
潜能恒信,2.53%,7.71%,0.328150370370371
欧亚集团,4.23%,12.94%,0.32699013157894746
天亿马,1.94%,6.11%,0.3176620320855612
洁美科技,1.29%,4.09%,0.3154636363636359
芯朋微,2.64%,8.4%,0.3141061224489792
嘉化能源,2.0%,6.57%,0.30448275862068963
中旗新材,3.08%,10.21%,0.30152941176470605
仟源医药,7.19%,23.88%,0.30108125000000013
朝阳科技,3.9%,12.98%,0.3005294117647058
共创草坪,3.07%,10.23%,0.3000995412844037
齐鲁银行,1.85%,6.19%,0.29908333333333315
唐源电气,2.83%,9.54%,0.2967633879781424
天桥起重,1.28%,4.32%,0.296533333333333
百花医药,4.71%,15.91%,0.296057142857143
