股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
华辰装备,1.16%,0.05%,24.209200000004817
铜峰电子,2.41%,0.13%,18.870300000000398
美芯晟,1.3%,-0.09%,15.183999999998399
峰岹科技,1.47%,-0.18%,8.040164999999886
弘业期货,10.37%,1.81%,5.736832142857156
超捷股份,1.01%,-0.21%,4.69986666666649
经纬纺机,1.29%,-0.4%,3.192749999999926
圣诺生物,1.14%,-0.41%,2.8066799999999605
宁波方正,3.84%,1.39%,2.7579733333333163
天禄科技,1.7%,-0.76%,2.2245714285714198
天力锂能,5.97%,3.12%,1.91438
通行宝,2.74%,1.51%,1.8130971428571356
天健集团,1.98%,1.13%,1.753714285714301
索辰科技,1.69%,-1.12%,1.5152090909090836
君逸数码,6.66%,4.47%,1.4895483870967745
泰慕士,9.77%,6.69%,1.4613601694915257
荣旗科技,2.13%,1.77%,1.205660377358488
小崧股份,1.31%,-1.09%,1.205199999999993
威迈斯,9.27%,7.81%,1.1875053824362602
源飞宠物,2.7%,-2.29%,1.176750000000002
雪迪龙,1.76%,-1.5%,1.1724307692307623
埃科光电,1.95%,1.67%,1.1698177570093378
骄成超声,1.28%,1.27%,1.0110924369747918
豫光金铅,4.04%,4.31%,0.9365454545454543
财通证券,1.19%,1.37%,0.8667166666666724
朗威股份,4.87%,6.48%,0.7516547511312212
英诺激光,1.16%,1.7%,0.6810857142857173
华丰科技,1.9%,3.03%,0.6263968253968263
永鼎股份,2.31%,3.73%,0.6192576923076906
唯捷创芯,1.27%,2.07%,0.6143625000000003
南方精工,1.35%,2.22%,0.6070500000000022
新华网,1.1%,1.82%,0.6057999999999991
岭南股份,2.23%,3.86%,0.578084615384616
青云科技,1.42%,2.53%,0.5609000000000014
航天软件,4.41%,8.24%,0.5353894736842103
中科蓝讯,1.41%,-2.73%,0.516467010309279
莱尔科技,1.24%,2.44%,0.5077236363636357
直真科技,3.11%,6.18%,0.5029197368421042
嘉戎技术,1.93%,3.96%,0.4869229166666663
三维天地,3.49%,7.2%,0.4849853571428564
中科金财,2.81%,6.25%,0.4498782178217831
海光信息,2.64%,5.94%,0.4441196675900269
创益通,2.66%,6.04%,0.44005652173913046
王力安防,1.1%,-2.5%,0.43999999999999784
天阳科技,1.38%,3.16%,0.4361374999999996
聚胶股份,2.89%,6.78%,0.426564
博纳影业,1.13%,2.68%,0.4223374999999996
麒麟信安,3.59%,8.64%,0.41531032818532754
吉大通信,1.28%,3.12%,0.41051428571428666
天舟文化,1.04%,2.56%,0.4064666666666692
熊猫乳品,3.87%,9.63%,0.4020583657587548
