股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
锴威特,4.62%,0.0%,inf
信宇人,3.76%,0.0%,inf
威马农机,6.36%,0.0%,inf
德福科技,2.99%,0.0%,inf
富士莱,1.52%,-0.07%,20.986133333332543
威士顿,11.25%,0.62%,18.120990566037698
美芯晟,1.41%,-0.44%,3.2242000000000055
名雕股份,3.06%,-1.15%,2.6621999999999937
君逸数码,7.98%,-3.08%,2.5907291666666703
埃科光电,2.23%,0.86%,2.5795018181817984
霍普股份,5.1%,2.15%,2.3703582089552304
哈三联,1.19%,-0.59%,2.0066374999999983
芯动联科,2.09%,1.09%,1.9227999999999879
神州数码,1.4%,-0.85%,1.6490833333333441
泰慕士,3.47%,2.41%,1.4400500000000023
云南城投,2.37%,1.69%,1.403040000000005
汇隆新材,2.63%,1.96%,1.3405030303030372
城建发展,1.55%,1.23%,1.258944444444434
太平洋,3.38%,-2.93%,1.1540285714285672
盛邦安全,4.78%,4.23%,1.1306792626728102
深圳瑞捷,5.84%,5.28%,1.1051504761904756
*ST正邦,1.58%,1.61%,0.9796000000000037
超捷股份,1.01%,1.05%,0.965271428571437
鸿铭股份,2.79%,3.14%,0.8894898305084747
彩蝶实业,8.24%,9.42%,0.874355555555557
永信至诚,1.52%,-1.83%,0.8323225806451554
博俊科技,1.79%,2.15%,0.8321745098039248
金埔园林,2.53%,3.17%,0.7972743589743578
建研设计,1.21%,1.54%,0.7860678571428642
华新环保,1.96%,2.51%,0.7814709677419341
天元宠物,2.5%,3.25%,0.7681249999999993
通达创智,5.62%,7.43%,0.756445989304814
荣盛发展,3.46%,-4.67%,0.7410166666666688
致尚科技,4.75%,6.43%,0.7387647058823532
远翔新材,2.39%,3.25%,0.7355107843137283
矩阵股份,2.14%,-3.09%,0.6919333333333328
力盛体育,1.27%,-1.88%,0.6767285714285755
联合化学,1.22%,1.9%,0.6407541666666662
拓山重工,5.78%,9.03%,0.64034606741573
时创能源,2.26%,3.55%,0.6367736263736262
云中马,1.48%,2.35%,0.6310181818181809
亚宝药业,1.64%,2.6%,0.6309684210526302
哈铁科技,2.63%,4.19%,0.6272549999999992
双枪科技,1.76%,2.97%,0.593255384615386
亚康股份,1.24%,2.14%,0.5790897637795294
威力传动,6.0%,-10.94%,0.5485714285714286
广钢气体,1.73%,-3.26%,0.5302651162790702
固高科技,3.63%,-6.9%,0.5263113006396591
乐心医疗,1.81%,3.52%,0.5145571428571408
三柏硕,1.52%,3.02%,0.503999999999999
华通线缆,1.7%,-3.38%,0.5027142857142868
三维天地,5.59%,11.22%,0.4980181818181823
南方路机,3.14%,6.44%,0.48752631578947375
