代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz300059,东方财富,13253000000.0,3092000000.0,2555000000.0,537000000.0,13616000000.0
sh600050,中国联通,2748000000.0,827999999.9999999,540000000.0,288000000.0,2791000000.0
sh600276,恒瑞医药,4519000000.0,364000000.0,160000000.0,204000000.0,4678000000.0
sz300760,迈瑞医疗,1480000000.0,297000000.0,103000000.0,194000000.0,1558000000.0
sh600030,中信证券,10563000000.0,1590000000.0,1403000000.0,187000000.0,10689000000.0
sh601012,隆基绿能,7765000000.000001,712000000.0,533000000.0,180000000.0,8158000000.0
513130,恒生科技,759000000.0,229000000.0,79123600.0,150000000.0,764000000.0
sz300394,天孚通信,709000000.0,316000000.0,171000000.0,145000000.0,780000000.0
sz300033,同花顺,1316000000.0,645000000.0,503000000.0,141000000.0,1555000000.0
sh603000,人民网,1036999999.9999999,492000000.0,375000000.0,117000000.0,1119000000.0
sh601162,天风证券,2170000000.0,876000000.0,761000000.0,114999999.99999999,2412000000.0
sz300308,中际旭创,3546000000.0,801000000.0,687000000.0,112999999.99999999,5813000000.0
sh601099,太平洋,2073999999.9999998,1334000000.0,1230000000.0,104000000.0,2396000000.0
sz300803,指南针,907000000.0,596000000.0,497000000.0,98653300.0,998000000.0
sh600155,华创云信,1157000000.0,451999999.99999994,356000000.0,95551200.00000001,1405000000.0
sh600919,江苏银行,2855000000.0,204999999.99999997,111000000.00000001,94066800.0,4547000000.0
sz002229,鸿博股份,1078000000.0,295000000.0,202999999.99999997,91525600.0,1080000000.0
sz002797,第一创业,1703000000.0,388000000.0,298000000.0,90376400.0,1763000000.0
sh601288,农业银行,2197000000.0,345000000.0,261000000.0,84186900.0,2222000000.0
sh601138,工业富联,1605000000.0,434000000.0,352000000.0,82407300.0,1912000000.0
510300,300ETF,6689000000.0,302000000.0,219000000.0,82316500.0,6989000000.0
sh601375,中原证券,1146000000.0,267000000.0,185000000.0,82057600.0,1196000000.0
sh601901,方正证券,1192000000.0,401999999.99999994,324000000.0,77772300.0,1301000000.0
sz000977,浪潮信息,2944000000.0,736000000.0,660000000.0,76841500.0,3104000000.0
sh600881,亚泰集团,497000000.0,103000000.0,27382100.0,75252600.0,497000000.0
512480,半导体,1077000000.0,329000000.0,254999999.99999997,74360400.0,1248000000.0
sz002472,双环传动,486000000.00000006,153000000.0,79730200.0,73764600.0,550000000.0
sh600016,民生银行,4869000000.0,113999999.99999999,41669399.99999999,72273200.0,4993000000.0
sh601211,国泰君安,3092000000.0,394000000.0,322000000.0,72203900.0,3136000000.0
518880,黄金ETF,13003000000.0,112999999.99999999,40518800.0,72002500.0,13003000000.0
sh600705,中航产融,1342000000.0,315000000.0,246000000.0,68929200.0,1411000000.0
sz000063,中兴通讯,3429999999.9999995,317000000.0,252000000.0,65649100.0,4379000000.0
