代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sh600519,贵州茅台,17196000000.0,397000000.0,135000000.0,261000000.0,17655000000.0
sz300059,东方财富,12482000000.0,1231000000.0,1011000000.0,220000000.00000003,12710000000.0
sh688122,西部超导,615000000.0,325000000.0,161000000.0,164000000.0,783000000.0
sz002475,立讯精密,2597000000.0,209000000.0,66793800.0,142000000.0,2626000000.0
sh600276,恒瑞医药,4244000000.0,264000000.0,124000000.0,140000000.0,4460000000.0
sh601933,永辉超市,1643000000.0,224000000.00000003,106000000.0,118000000.0,1648999999.9999998
sh601162,天风证券,1863000000.0,457000000.0,340000000.0,117000000.0,2114999999.9999998
sh600036,招商银行,6666000000.0,222000000.00000003,112000000.00000001,110000000.00000001,6740000000.000001
sh601881,中国银河,1730000000.0,241000000.0,137000000.0,105000000.0,2324000000.0
sh601857,中国石油,2064000000.0,273000000.0,172000000.0,100000000.0,2095000000.0
sh603000,人民网,922000000.0000001,374000000.0,275000000.0,99410700.0,1005000000.0000001
sh601099,太平洋,1866000000.0,925000000.0,827000000.0,97128100.0,2167000000.0
sh600048,保利发展,2128000000.0,147000000.0,55921000.0,90913600.0,2171000000.0
510050,50ETF,5468000000.0,353000000.0,263000000.0,90314800.0,5567000000.0
sh601318,中国平安,18590000000.0,301000000.0,211000000.0,89597099.99999999,18652000000.0
sz002945,华林证券,292000000.0,209000000.0,123000000.0,86422000.0,318000000.0
sh600906,财达证券,425000000.0,330000000.0,247000000.00000003,82820100.0,825000000.0
sh601211,国泰君安,3031000000.0,147000000.0,64969000.0,82470200.0,3071000000.0
sh600369,西南证券,869999999.9999999,278000000.0,197000000.0,80832800.0,1213000000.0
513330,恒生互联,1527000000.0,238000000.0,157000000.0,80812300.0,1530000000.0
sz000858,五粮液,6386000000.0,222000000.00000003,146000000.0,75976200.0,6472000000.0
sz000661,长春高新,2645000000.0,133000000.0,57646100.0,75202500.0,2682000000.0
sh600256,广汇能源,1898999999.9999998,152000000.0,83770600.0,68249000.0,1902000000.0
sh600577,精达股份,538000000.0,217000000.0,152000000.0,65153200.0,550000000.0
sz002229,鸿博股份,994000000.0,204999999.99999997,141000000.0,63724500.0,997000000.0000001
sh600968,海油发展,308000000.0,67800000.0,4702100.0,63097900.0,312000000.0
sh600909,华安证券,836999999.9999999,144000000.0,82558600.0,61938500.0,869999999.9999999
sh600595,中孚实业,152000000.0,109000000.00000001,47897800.0,60760400.0,214000000.0
sh600777,新潮能源,788000000.0,83139500.0,25625200.0,57514300.0,793000000.0
sh601059,信达证券,468000000.0,177000000.0,120000000.0,56750000.0,468000000.0
sh600028,中国石化,1269000000.0,111000000.00000001,54865200.00000001,56462299.99999999,1331000000.0
sz300760,迈瑞医疗,1160000000.0,78860200.0,24847500.0,54012700.00000001,1236000000.0
sh688318,财富趋势,463999999.99999994,206000000.0,153000000.0,52760200.00000001,472000000.0
sz300114,中航电测,1414000000.0,291000000.0,239000000.0,52611700.0,1475000000.0
sh601012,隆基绿能,7686000000.0,218000000.00000003,166000000.0,52022800.0,8043000000.000001
sz000736,中交地产,270000000.0,169000000.0,118000000.0,50985200.00000001,310000000.0
512010,医药ETF,869999999.9999999,246000000.0,195000000.0,50864799.99999999,893000000.0
