代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz300418,昆仑万维,4261999999.9999995,1713000000.0,1439000000.0,274000000.0,4778000000.0
sh600330,天通股份,1157000000.0,395000000.0,182000000.0,213000000.0,1172000000.0
sz300308,中际旭创,2741000000.0,843000000.0,659000000.0,184000000.0,4309000000.0
sz002475,立讯精密,2865000000.0,418000000.0,237000000.0,181000000.0,2883000000.0
sz000681,视觉中国,1102000000.0,495000000.0,344000000.0,152000000.0,1228000000.0
sz300496,中科创达,1303000000.0,345000000.0,200999999.99999997,144000000.0,1395000000.0
sz002261,拓维信息,1576000000.0,576000000.0,443000000.0,132000000.0,1598000000.0
sz002230,科大讯飞,7043000000.000001,918000000.0,796000000.0,123000000.0,7622000000.0
sz002902,铭普光磁,490000000.00000006,323000000.0,209000000.0,114999999.99999999,490000000.00000006
sh688256,寒武纪,1567000000.0,461000000.00000006,350000000.0,111000000.00000001,2876000000.0
sh600415,小商品城,1424000000.0,303000000.0,202999999.99999997,100000000.0,1607000000.0
sz002351,漫步者,616000000.0,165000000.0,78664600.0,86737500.0,620000000.0
sh600536,中国软件,1525000000.0,219000000.0,134000000.00000001,85068600.0,1588000000.0
sz000032,深桑达Ａ,595000000.0,270000000.0,187000000.0,83113600.0,613000000.0
sh600016,民生银行,5735000000.0,112000000.00000001,30736600.0,80844600.0,5928000000.0
sz000977,浪潮信息,2763000000.0,889000000.0,813000000.0000001,76102000.0,3072000000.0
sh601988,中国银行,2515000000.0,145000000.0,70755000.0,74504500.0,2586000000.0
sz002517,恺英网络,570000000.0,178000000.0,106000000.0,71201100.0,657000000.0
sz000988,华工科技,2089999999.9999998,599000000.0,534000000.0,65402000.0,2372000000.0
sh603799,华友钴业,2845000000.0,142000000.0,77234500.0,64443500.0,3627000000.0000005
sh600105,永鼎股份,503000000.0,250000000.0,189000000.0,61370900.0,508000000.0
sz300502,新易盛,1730000000.0,706000000.0,645000000.0,61251400.0,2175000000.0
sh603888,新华网,885000000.0,192000000.0,132000000.0,59711100.0,890000000.0
sh603000,人民网,1124000000.0,311000000.0,250999999.99999997,59278500.0,1202000000.0
512480,半导体,867000000.0,352000000.0,298000000.0,54620900.0,1095000000.0
sz002236,大华股份,1204000000.0,349000000.0,295000000.0,54593400.0,1251000000.0
sh601728,中国电信,873000000.0,125000000.0,71201700.0,54129399.99999999,884000000.0
sz300114,中航电测,1093000000.0,213000000.0,162000000.0,51595600.00000001,1130000000.0
sz300394,天孚通信,565000000.0,276000000.0,224000000.00000003,51346200.0,614000000.0
sh603083,剑桥科技,1423000000.0,679000000.0,628000000.0,50637900.0,1425000000.0
sh601318,中国平安,18925000000.0,275000000.0,225000000.0,50079799.99999999,19060000000.0
sh688498,源杰科技,264000000.0,114999999.99999999,66440600.00000001,48988100.00000001,689000000.0
sz300750,宁德时代,7747000000.0,528000000.0,480000000.0,48009600.0,8288000000.0
sh688327,云从科技,610000000.0,188000000.0,141000000.0,47306700.0,1098000000.0
sz002268,电科网安,1837000000.0,121000000.0,77771200.0,42913200.0,1862000000.0
sh601138,工业富联,1348000000.0,335000000.0,292000000.0,42523900.0,1686000000.0
sh603986,兆易创新,2790000000.0,165000000.0,123000000.0,42297000.0,2872000000.0
sh601669,中国电建,1964999999.9999998,145000000.0,103000000.0,42124200.0,2447000000.0
sh688472,阿特斯,177000000.0,162000000.0,122000000.0,40492400.0,325000000.0
sh601127,赛力斯,1423000000.0,348000000.0,310000000.0,37709300.0,1827000000.0
sh603019,中科曙光,4027000000.0000005,975000000.0,938000000.0000001,36879900.0,4272999999.9999995
sh688008,澜起科技,1073000000.0,92163400.0,56163300.0,36000100.0,2867000000.0
sh688313,仕佳光子,486000000.00000006,189000000.0,154000000.0,35575500.0,486000000.00000006
sz002747,埃斯顿,434999999.99999994,90081800.0,55867600.0,34214200.0,443000000.0
sh601989,中国重工,2368000000.0,119000000.0,84504300.0,34162700.0,2397000000.0
sz300303,聚飞光电,361000000.0,156000000.0,122000000.0,33876000.0,367000000.0
