代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz000725,京东方Ａ,6709000000.0,238000000.0,133000000.0,106000000.0,6715000000.000001
sz300226,上海钢联,466000000.0,206999999.99999997,114999999.99999999,91950800.0,476000000.0
sh600016,民生银行,5729000000.0,112999999.99999999,31358600.0,82026700.0,5855000000.0
sh601318,中国平安,19364000000.0,214000000.0,132000000.0,81878900.0,19395000000.0
sz002703,浙江世宝,340000000.0,273000000.0,200999999.99999997,71517000.0,488999999.99999994
sh601858,中国科传,252000000.0,118000000.0,47264500.0,70605700.0,311000000.0
sz300212,易华录,863000000.0000001,231000000.0,162000000.0,69008000.0,907000000.0
sh601995,中金公司,1636000000.0,260000000.0,193000000.0,67176600.0,2413000000.0
sh600837,海通证券,4508000000.0,91633000.0,26023300.0,65609700.0,4560000000.0
sh600918,中泰证券,941000000.0,86117099.99999999,34347200.0,51769900.0,965000000.0
sh601778,晶科科技,480999999.99999994,65214500.0,14581700.0,50632800.0,555000000.0
sz000858,五粮液,6734999999.999999,168000000.0,120000000.0,47930300.0,6819000000.0
sz301208,中亦科技,151000000.0,80819600.0,33398800.0,47420800.0,151000000.0
sh601929,吉视传媒,273000000.0,65272900.0,18063000.0,47210000.0,284000000.0
sz002095,生意宝,266000000.0,94314000.0,47355800.0,46958300.0,266000000.0
sz300266,兴源环境,258000000.0,54071899.99999999,7225100.0,46846700.0,258000000.0
sz300308,中际旭创,2911000000.0,522000000.0,475000000.0,46716100.0,4485000000.0
sz002292,奥飞娱乐,433000000.0,69211200.0,23835800.0,45375300.0,482000000.0
sh601988,中国银行,2496000000.0,92634700.0,51004600.0,41630200.00000001,2557000000.0
sh605168,三人行,95343900.0,47443700.0,6467000.0,40976700.0,97722000.0
sh601390,中国中铁,1547000000.0,77072400.0,36935800.0,40136500.0,1561000000.0
sh601899,紫金矿业,1923000000.0,68386900.0,28555800.0,39831100.0,1955999999.9999998
sh600036,招商银行,7045000000.0,120000000.0,80739200.0,38768900.0,7105000000.0
sz000063,中兴通讯,3365000000.0,141000000.0,103000000.0,38568200.0,4179000000.0
sh600030,中信证券,10930000000.0,175000000.0,138000000.0,36283000.0,11016000000.0
sz000001,平安银行,3915999999.9999995,89881000.0,54218700.0,35662300.0,3929000000.0
sz300058,蓝色光标,1460000000.0,148000000.0,112999999.99999999,34673600.0,1506000000.0
sh601138,工业富联,1295000000.0,233000000.0,199000000.0,34306100.0,1623000000.0
sh603220,中贝通信,328000000.0,189000000.0,155000000.0,33782000.0,328000000.0
sh603275,N众辰,32718000.0,39009500.0,6291400.0,32718000.0,32718000.0
sh600322,天房发展,124000000.0,47191000.0,15454200.0,31736800.0,124000000.0
sh600633,浙数文化,521000000.0,192000000.0,160000000.0,31596600.0,588000000.0
sz301299,卓创资讯,86878500.0,76008900.0,44586100.0,31422800.000000004,87262500.0
sh600519,贵州茅台,18085000000.0,239000000.0,208000000.0,30617500.0,18472000000.0
sz002472,双环传动,430999999.99999994,92115800.0,63756899.99999999,28358900.0,478000000.0
sz300875,捷强装备,123000000.0,55778500.0,28049600.0,27728900.0,128000000.0
sz002049,紫光国微,2576000000.0,71077400.0,45178500.0,25899000.0,2616000000.0
sz300750,宁德时代,6834000000.0,104000000.0,78366000.0,25819200.0,7362000000.0
sh600425,青松建化,252999999.99999997,37074900.0,12705800.0,24369100.0,256000000.0
sh601186,中国铁建,2210000000.0,86520200.0,62504300.0,24015900.0,2227000000.0
sh603599,广信股份,692000000.0,26058900.0,2196400.0,23862600.000000004,704000000.0
sh600180,瑞茂通,259000000.0,52171800.0,28348000.0,23823800.0,261000000.0
sz002415,海康威视,4745000000.0,43098500.0,19652000.0,23446500.0,4785000000.0
sh603505,金石资源,604000000.0,30438600.0,7483800.0,22954800.0,607000000.0
sh601668,中国建筑,3965999999.9999995,80650300.0,58972400.0,21678000.0,3983000000.0
sz000933,神火股份,491000000.0,34280000.0,13111400.000000002,21168700.0,520000000.0
sh600880,博瑞传播,415000000.00000006,50352700.00000001,29419100.0,20933500.0,426000000.0
sz002474,榕基软件,280000000.0,49873800.0,29241100.0,20632600.000000004,281000000.0
sz000861,海印股份,405999999.99999994,24037700.0,3486300.0,20551400.0,405999999.99999994
sz301421,N波长光电,20461700.0,23976700.0,3515000.0,20461700.0,20461700.0
sh600887,伊利股份,3453000000.0,43560800.0,23162600.000000004,20398200.0,3465999999.9999995
sh688472,阿特斯,324000000.0,36857600.0,16557800.0,20299800.0,346000000.0
sz000166,申万宏源,1748000000.0,42788000.0,23118600.0,19669300.0,1819000000.0000002
sz301382,蜂助手,121000000.0,78719000.0,59181400.0,19537600.0,192000000.0
sh603299,苏盐井神,197000000.0,74330200.0,54875900.0,19454300.0,202999999.99999997
sh600585,海螺水泥,1850000000.0,39500000.0,20093300.0,19406700.0,1896000000.0
sz000932,华菱钢铁,938000000.0000001,34265600.0,15306300.000000002,18959300.0,955000000.0000001
sz000719,中原传媒,221000000.0,110000000.00000001,91227900.00000001,18852000.0,221000000.0
sz300825,阿尔特,538000000.0,70247200.0,51565400.0,18681800.0,539000000.0
sh603667,五洲新春,185000000.0,37222000.0,18750600.0,18471400.0,185000000.0
sz000938,紫光股份,1498000000.0,59125900.0,40808700.0,18317200.0,1511000000.0
sh600328,中盐化工,587000000.0,80414100.0,62704300.0,17709800.0,595000000.0
sz002920,德赛西威,283000000.0,24594400.0,7760400.0,16834000.0,1263000000.0
sz002463,沪电股份,567000000.0,85476900.0,69306900.0,16169900.0,649000000.0
sh600114,东睦股份,246000000.0,33899800.0,17785500.0,16114300.0,246000000.0
sh600150,中国船舶,2952000000.0,73176500.0,57097500.0,16079100.0,2996000000.0
sz000766,通化金马,229000000.0,21332199.999999996,5369700.0,15962500.0,229999999.99999997
sz002050,三花智控,548000000.0,37007800.0,21179000.0,15828699.999999998,776000000.0
sz000975,银泰黄金,813000000.0000001,23616600.0,7984100.0,15632600.0,835000000.0
sz000617,中油资本,1423000000.0,87137500.0,71557800.0,15579700.0,1438000000.0
sz002027,分众传媒,1102000000.0,29867100.0,14338699.999999998,15528400.0,1130000000.0
sh688579,山大地纬,175000000.0,46886500.0,31415000.0,15471600.0,175000000.0
sz301368,丰立智能,113999999.99999999,49963100.00000001,35212900.0,14750100.0,183000000.0
sz002304,洋河股份,1375000000.0,31212000.0,16601800.0,14610200.0,1406000000.0
sz300166,东方国信,768000000.0,46426200.0,32024200.0,14402000.0,787000000.0
sh688036,传音控股,784000000.0,32777100.0,18564700.0,14212500.0,1023000000.0
sh600690,海尔智家,789000000.0,19192400.0,5067000.0,14125400.0,795000000.0
sh603985,恒润股份,183000000.0,46479600.0,32354500.0,14125100.0,192000000.0
sz002536,飞龙股份,219000000.0,29402600.000000004,15299000.0,14103599.999999998,219000000.0
sh600821,金开新能,639000000.0,17828100.0,3948000.0,13880100.0,646000000.0
sz002048,宁波华翔,343000000.0,22106700.0,8426500.0,13680100.0,348000000.0
sz301487,盟固利,129000000.0,85602200.0,71953000.0,13649100.0,130000000.0
sz002015,协鑫能科,783000000.0,22902600.000000004,9257600.0,13644900.0,795000000.0
sh600438,通威股份,5526000000.0,58914100.0,45277700.00000001,13636400.000000002,5753000000.0
sz301085,亚康股份,158000000.0,42396500.0,28795300.000000004,13601199.999999998,158000000.0
sz300073,当升科技,1109000000.0,35097900.0,21611800.0,13486099.999999998,1134000000.0
sh601669,中国电建,1823000000.0,43241600.0,29778700.0,13462900.0,1837000000.0
sz301255,通力科技,95727400.0,58054300.0,44661000.0,13393300.0,95833300.0
sh688327,云从科技,616000000.0,42632100.0,29670500.0,12961600.0,1030000000.0000001
sh600292,远达环保,186000000.0,34637500.0,21770600.0,12866800.0,186000000.0
sh600547,山东黄金,1044999999.9999999,32045200.0,19346200.0,12699000.0,1057000000.0
sz002902,铭普光磁,227000000.0,41068300.0,28402900.0,12665400.0,227000000.0
sz002936,郑州银行,234000000.0,19279700.0,6654299.999999999,12625300.0,245000000.00000003
sh688489,三未信安,94514000.0,20800000.0,8357100.0,12442800.0,117000000.0
sz000903,云内动力,233000000.0,26490100.000000004,14081800.0,12408300.0,233000000.0
sh603881,数据港,413000000.0,47947200.0,35621100.0,12326099.999999998,428000000.0
sz300188,美亚柏科,529000000.0,43227000.0,31055200.0,12171700.0,543000000.0
sz300403,汉宇集团,185000000.0,28027399.999999996,15935600.0,12091800.0,186000000.0
sh600257,大湖股份,225000000.0,41995300.0,29953500.0,12041700.0,225000000.0
sz300738,奥飞数据,556000000.0,34938000.0,22934000.0,12004000.0,560000000.0
sh688516,奥特维,426000000.0,22682800.000000004,10941700.0,11741099.999999998,463999999.99999994
sz002349,精华制药,188000000.0,34360400.0,22727700.0,11632700.0,196000000.0
sz002527,新时达,309000000.0,177000000.0,165000000.0,11459000.0,313000000.0
sz000039,中集集团,521000000.0,13917100.0,2588200.0,11328900.000000002,526999999.99999994
sh601688,华泰证券,3620000000.0000005,130000000.0,119000000.0,11250800.0,3665000000.0
sz301027,华蓝集团,60187600.0,15946600.0,4782400.0,11164200.0,60187600.0
sh688292,浩瀚深度,57708200.0,26581800.0,15437200.0,11144600.0,84225100.0
sh601606,长城军工,343000000.0,64574200.0,53592200.0,10982100.0,362000000.0
sz300774,倍杰特,68613000.0,24060700.0,13122200.0,10938500.0,68613000.0
sz300168,万达信息,978999999.9999999,29028200.0,18305000.0,10723100.0,983000000.0
sz002396,星网锐捷,910000000.0,17438200.0,6939400.000000001,10498699.999999998,930000000.0000001
sz000506,中润资源,113999999.99999999,17488400.0,7089500.0,10398900.000000002,113999999.99999999
sz002941,新疆交建,227000000.0,52944399.99999999,42598000.0,10346300.000000002,245000000.00000003
sh600100,同方股份,1267000000.0,39682700.0,29352600.000000004,10330100.0,1272000000.0
sz300339,润和软件,1421000000.0,33998600.0,23793100.0,10205500.0,1444000000.0
sh600298,安琪酵母,662000000.0,23255600.0,13066099.999999998,10189400.0,678000000.0
sh603108,润达医疗,339000000.0,27035600.0,16954700.0,10080900.0,343000000.0
sh600859,王府井,656000000.0,18652300.0,8754700.0,9897600.0,672000000.0
sh688012,中微公司,961000000.0,53732700.00000001,43837000.0,9895700.0,1676000000.0000002
sh600720,祁连山,699000000.0,13048900.000000002,3210200.0,9838700.0,704000000.0
sz300468,四方精创,133000000.0,38481500.0,28726400.0,9755000.0,133000000.0
sz301313,凡拓数创,54365300.0,26461700.0,16757300.0,9704500.0,54374500.0
sh600609,金杯汽车,409999999.99999994,13981400.000000002,4431400.0,9549900.0,409999999.99999994
sz002892,科力尔,171000000.0,20006900.0,10474300.0,9532600.0,218000000.00000003
sz002821,凯莱英,1197000000.0,22555300.000000004,13154900.0,9400400.0,1234000000.0
sz001324,长青科技,50879500.0,66386000.0,57072400.0,9313600.0,50879500.0
