代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz000977,浪潮信息,2348000000.0,1082000000.0,639000000.0,444000000.00000006,2525000000.0
sz300308,中际旭创,3038000000.0,1186000000.0,858000000.0,328000000.0,5334000000.0
sz300315,掌趣科技,1431000000.0,559000000.0,382000000.0,177000000.0,1536000000.0
sz002594,比亚迪,9126000000.0,268000000.00000003,130000000.0,137000000.0,9266000000.0
sz300502,新易盛,1788000000.0,528000000.0,393000000.0,135000000.0,2137000000.0
sh600519,贵州茅台,17833000000.0,262000000.0,144000000.0,118000000.0,18175000000.0
sh601288,农业银行,2514000000.0,311000000.0,213000000.0,97662700.0,2537000000.0
sh688111,金山办公,975000000.0,199000000.0,108000000.0,91405500.0,3683000000.0
sz002230,科大讯飞,6190000000.0,673000000.0,599000000.0,73966100.0,6737000000.0
sz002352,顺丰控股,1913000000.0,136000000.0,62531899.99999999,73748700.0,1921000000.0
sh600900,长江电力,6864000000.0,112000000.00000001,39290000.0,72219700.0,7275000000.0
sz002281,光迅科技,1378000000.0,272000000.0,200000000.0,72155000.0,1450000000.0
sh601138,工业富联,1417000000.0,358000000.0,293000000.0,64774200.0,1718000000.0
sz300258,精锻科技,181000000.0,132000000.0,71848500.0,60627900.0,181000000.0
sh600133,东湖高新,264000000.0,84855900.0,26397399.999999996,58458500.0,264000000.0
sh688256,寒武纪,1237000000.0,282000000.0,225000000.0,57567000.0,2371000000.0
sh688598,金博股份,984000000.0,86079200.0,29914200.0,56165000.0,1002999999.9999999
sz000988,华工科技,2380000000.0,236000000.0,183000000.0,53478500.0,2586000000.0
sh600415,小商品城,1375000000.0,132000000.0,83975300.0,48505200.00000001,1460000000.0
sh600835,上海机电,320000000.0,87188600.0,39446700.0,47741899.99999999,327000000.0
sz002050,三花智控,524000000.0,104000000.0,57701300.0,45996400.0,974000000.0
sz000936,华西股份,736000000.0,429000000.0,383000000.0,45696100.0,736000000.0
sz002585,双星新材,501000000.0,104000000.0,58313500.0,45530100.0,507000000.0
sz000725,京东方Ａ,6840000000.000001,187000000.0,142000000.0,45241700.0,6861000000.0
sz300403,汉宇集团,218000000.00000003,118000000.0,73506700.0,44359399.99999999,221000000.0
sh600860,京城股份,128000000.0,86510900.0,42339000.0,44172000.0,128000000.0
sz000821,京山轻机,694000000.0,169000000.0,125000000.0,43670000.0,701000000.0
sz301007,德迈仕,113999999.99999999,59429100.0,16531300.000000002,42897800.0,113999999.99999999
sz300059,东方财富,12039000000.0,292000000.0,252000000.0,39827600.0,12158000000.0
sz002311,海大集团,373000000.0,44633300.0,5554100.0,39079200.0,377000000.0
sz300450,先导智能,1069000000.0,127000000.0,89311600.0,37473400.0,1114000000.0
sz300057,万顺新材,224000000.00000003,66991400.0,30538300.0,36453000.0,224000000.00000003
sh688429,N时创,36174200.0,42136400.0,5962200.0,36174200.0,84606900.0
sz002027,分众传媒,1303000000.0,61863300.0,25830100.000000004,36033100.0,1306000000.0
sh688680,海优新材,390000000.0,57576100.0,22880300.000000004,34695800.0,408000000.0
sz300378,鼎捷软件,484000000.0,139000000.0,105000000.0,34354300.0,490000000.00000006
sh600776,东方通信,372000000.0,154000000.0,120000000.0,34196100.0,385000000.0
sz002527,新时达,246000000.0,160000000.0,126000000.0,34161900.0,248000000.0
sh600141,兴发集团,1496000000.0,62102700.00000001,28213000.0,33889800.0,1526000000.0
sh600477,杭萧钢构,423000000.00000006,45589300.0,11799000.0,33790300.0,428000000.0
sz002602,世纪华通,1825000000.0,155000000.0,124000000.0,31484000.0,1930999999.9999998
sh601231,环旭电子,309000000.0,44924600.0,13494500.0,31430100.000000004,327000000.0
sh600580,卧龙电驱,802000000.0,92482099.99999999,61295600.00000001,31186500.0,817000000.0
sh600482,中国动力,604000000.0,163000000.0,133000000.0,30189899.999999996,698000000.0
sh605589,圣泉集团,338000000.0,47036100.0,17378200.0,29657900.0,341000000.0
sz300418,昆仑万维,3060000000.0,376000000.0,346000000.0,29517800.000000004,3411000000.0
sz300124,汇川技术,690000000.0,58922000.0,29886400.0,29035600.0,966000000.0
sz301191,菲菱科思,143000000.0,50383400.0,22012399.999999996,28371000.0,143000000.0
sh603290,斯达半导,643000000.0,88087900.00000001,59789000.0,28298800.0,767000000.0
sh601127,赛力斯,1581000000.0,172000000.0,144000000.0,28212100.0,1934000000.0
sz002821,凯莱英,1389000000.0,108000000.0,80031600.0,28160400.0,1486000000.0
sz002008,大族激光,1437000000.0,81877200.0,54241200.0,27636000.0,1464000000.0
sz301205,联特科技,341000000.0,128000000.0,101000000.0,27609000.0,341000000.0
sh688393,安必平,78138800.0,47340800.0,19905400.0,27435400.0,80597000.0
sh600298,安琪酵母,666000000.0,38787500.0,11498200.0,27289300.0,683000000.0
sh600072,中船科技,944999999.9999999,304000000.0,277000000.0,26801200.0,998000000.0
sh603118,共进股份,381000000.0,82938900.0,56237800.0,26701100.0,391000000.0
sz002623,亚玛顿,135000000.0,43784300.0,17138700.0,26645500.0,135000000.0
sz002739,万达电影,959000000.0,51339100.0,25524300.0,25814899.999999996,982000000.0
sh603986,兆易创新,2665000000.0,112000000.00000001,87029700.0,25275000.0,2722000000.0
sz300024,机器人,1179000000.0,269000000.0,244000000.0,25070800.0,1272000000.0
sz000651,格力电器,4700000000.0,54845100.0,29873400.0,24971600.0,4725000000.0
sz002648,卫星化学,632000000.0,33868800.0,9199300.0,24669500.0,636000000.0
sz300229,拓尔思,1297000000.0,195000000.0,170000000.0,24411600.0,1721000000.0
sz002304,洋河股份,1369000000.0,50177400.0,25808400.0,24369000.0,1402000000.0
