代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz002594,比亚迪,8858000000.0,362000000.0,200000000.0,162000000.0,9003000000.0
sh601318,中国平安,19139000000.0,210000000.0,109000000.00000001,102000000.0,19167000000.0
sh600030,中信证券,10402000000.0,213000000.0,120000000.0,93347200.0,10440000000.0
sz002475,立讯精密,2759000000.0,219000000.0,136000000.0,82878400.0,2782000000.0
sh600487,亨通光电,1623999999.9999998,146000000.0,63493000.0,82337300.0,1655000000.0
sh601668,中国建筑,4448000000.0,166000000.0,89673300.0,76652300.0,4465000000.0
sz002079,苏州固锝,766000000.0,258000000.0,182000000.0,75521700.0,886999999.9999999
sz000625,长安汽车,2266000000.0,331000000.0,258000000.0,72902500.0,2471000000.0
sh600016,XD民生银,5840000000.0,134000000.00000001,64646100.0,69436200.0,6020000000.0
sh600036,招商银行,6993000000.000001,111000000.00000001,42282400.0,68325900.0,7044000000.0
sz000100,TCL科技,2980000000.0,182000000.0,120000000.0,62623300.0,4132000000.0
sz002585,双星新材,420000000.0,148000000.0,85970200.0,61820400.0,424000000.0
sh600519,贵州茅台,17525000000.0,299000000.0,237000000.0,61747700.00000001,17873000000.0
sz002765,蓝黛科技,171000000.0,105000000.0,45037400.0,60331100.0,171000000.0
sh600330,天通股份,1234000000.0,293000000.0,236000000.0,57100700.0,1249000000.0
sh603738,泰晶科技,243000000.00000003,118000000.0,61891300.0,56435300.0,243000000.00000003
sh601881,中国银河,1596000000.0,170000000.0,118000000.0,52133700.0,1636000000.0
sh600732,爱旭股份,1533000000.0,246000000.0,195000000.0,50577600.0,1780999999.9999998
sh601555,东吴证券,1678000000.0,75919700.0,28696900.0,47222700.00000001,1710000000.0000002
sh688313,仕佳光子,545000000.0,118000000.0,71228200.0,47152900.0,545000000.0
sh688097,博众精工,161000000.0,71686300.0,26943800.0,44742500.0,161000000.0
sh601988,中国银行,2590000000.0,113999999.99999999,70523600.0,43834100.0,2646000000.0
sz300576,容大感光,382000000.0,117000000.0,75812300.0,41379100.0,382000000.0
sh600710,苏美达,204000000.0,65232900.0,24448800.0,40784100.0,210000000.0
sz002821,凯莱英,1390000000.0,66752000.0,26746900.0,40005100.0,1501000000.0
sh600150,中国船舶,3007000000.0,412000000.0,372000000.0,39783900.0,3151000000.0
sh603118,共进股份,408000000.0,118000000.0,78434200.0,39721200.0,415000000.00000006
sh600522,中天科技,2791000000.0,184000000.0,144000000.0,39618200.0,2837000000.0
sz002152,广电运通,1194000000.0,82768400.0,43453500.0,39314900.0,1212000000.0
sz002027,分众传媒,1246000000.0,59565800.0,22487199.999999996,37078500.0,1250000000.0
sz002151,北斗星通,772000000.0,166000000.0,129000000.0,36926300.0,831000000.0
sz002436,兴森科技,1195000000.0,89471000.0,54362700.00000001,35108300.0,1206000000.0
sz002527,新时达,204000000.0,172000000.0,139000000.0,33471900.0,206000000.0
sh601838,成都银行,786000000.0,41219000.0,8569900.0,32649100.0,808000000.0
sz002892,科力尔,225999999.99999997,173000000.0,140000000.0,32639200.0,284000000.0
sh600050,中国联通,2388000000.0,78604100.0,46178300.0,32425700.0,2405000000.0
sh600958,东方证券,2032999999.9999998,64513400.0,32338900.0,32174500.0,2046000000.0
