代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sh600030,中信证券,11716000000.0,2263000000.0,1413000000.0,850000000.0,11963000000.0
sz300059,东方财富,13650000000.0,2913000000.0,2198000000.0,715000000.0,14344999999.999998
sh601688,华泰证券,3920000000.0000005,720000000.0,316000000.0,403000000.0,3967000000.0
sz300418,昆仑万维,3060000000.0,811999999.9999999,473000000.00000006,339000000.0,3422000000.0
sz000858,五粮液,7028000000.0,690000000.0,357000000.0,333000000.0,7120999999.999999
sz300803,指南针,1421000000.0,1081000000.0,791000000.0,290000000.0,1797000000.0
sz300274,阳光电源,2862000000.0,420000000.0,147000000.0,272000000.0,3003000000.0
sz300033,同花顺,1292000000.0,423000000.00000006,206000000.0,218000000.00000003,1493000000.0
512880,证券ETF,2059000000.0,667000000.0,475000000.0,191000000.0,2268000000.0
510300,300ETF,7434000000.0,871000000.0000001,682000000.0,190000000.0,7652000000.0
sz000776,广发证券,3371000000.0,405999999.99999994,225999999.99999997,180000000.0,3386999999.9999995
sz002594,比亚迪,9501000000.0,340000000.0,164000000.0,177000000.0,9853000000.0
sz002229,鸿博股份,1061000000.0,313000000.0,148000000.0,165000000.0,1064000000.0
sh601881,中国银河,2085000000.0000002,426000000.0,270000000.0,156000000.0,2319000000.0
sh688041,海光信息,936000000.0,213000000.0,65634300.0,147000000.0,1160000000.0
588000,科创50,4551000000.0,1195000000.0,1048000000.0,147000000.0,4783000000.0
sh600519,贵州茅台,17971000000.0,695000000.0,552000000.0,143000000.0,18402000000.0
sz002500,山西证券,1485000000.0,244000000.0,103000000.0,141000000.0,1559000000.0
sh601555,东吴证券,1766000000.0,280000000.0,145000000.0,136000000.0,1855000000.0
sz000651,格力电器,4766000000.0,195000000.0,74596000.0,121000000.0,4792000000.0
sh600016,民生银行,6024000000.0,170000000.0,49342500.0,120000000.0,6151000000.0
sh601066,中信建投,1852000000.0,252000000.0,132000000.0,120000000.0,1882999999.9999998
sz000703,恒逸石化,1745000000.0,161000000.0,50195800.0,111000000.00000001,1762000000.0
sz000977,浪潮信息,2357000000.0,366000000.0,258000000.0,108000000.0,2495000000.0
512000,券商ETF,1519000000.0,360000000.0,252000000.0,108000000.0,1657999999.9999998
sh600837,海通证券,4600000000.0,238000000.0,141000000.0,97046100.0,4683000000.0
sh600919,江苏银行,3137000000.0,249000000.00000003,153000000.0,95667600.0,4215000000.0
sh601318,中国平安,19438000000.0,647000000.0,552000000.0,94774300.0,19491000000.0
sz300941,创识科技,202999999.99999997,175000000.0,83512000.0,91433500.0,202999999.99999997
sh601519,大智慧,745000000.0,233000000.0,148000000.0,85428100.0,760000000.0
sz300003,乐普医疗,1215000000.0,152000000.0,66417100.0,85302200.0,1239000000.0
sh600266,城建发展,610000000.0,187000000.0,103000000.0,83670900.0,631000000.0
sh601211,国泰君安,3149000000.0,269000000.0,188000000.0,81348600.0,3194000000.0
sh603220,中贝通信,492000000.0,219000000.0,138000000.0,81286400.0,493000000.0
sh601127,赛力斯,1404000000.0,170000000.0,91485500.0,78170200.0,1407000000.0
sz000625,长安汽车,2440000000.0,218000000.00000003,141000000.0,77027100.0,2477000000.0
sh601377,兴业证券,2107999999.9999998,211000000.0,139000000.0,71636800.0,2130000000.0
sz000166,申万宏源,1795000000.0,199000000.0,128000000.0,71193500.0,1871000000.0
sh600095,湘财股份,504000000.0,195000000.0,124000000.0,70322700.0,598000000.0
sz000656,金科股份,344000000.0,88098799.99999999,18060400.0,70038400.0,347000000.0
sh600732,爱旭股份,1414000000.0,130000000.0,61520900.0,68803500.0,1563000000.0
sh688318,财富趋势,538000000.0,288000000.0,220000000.00000003,68339200.0,548000000.0
sz301528,N多浦乐,67227600.0,75406900.0,8179299.999999999,67227600.0,67227600.0
sz002230,科大讯飞,7198000000.0,405000000.0,340000000.0,65161400.0,7779000000.000001
sz301469,C恒达新材,83850300.0,88140500.0,23643800.0,64496600.0,99524300.0
159841,证券ETF,162000000.0,89326299.99999999,29684300.0,59642000.0,168000000.0
sz002371,北方华创,1823999999.9999998,139000000.0,79218300.0,59568600.0,1888000000.0
sz300316,晶盛机电,868000000.0,76427000.0,18142100.0,58284900.0,909000000.0
sh600900,长江电力,6442000000.0,105000000.0,47455200.00000001,57867400.0,6820999999.999999
