代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz300308,中际旭创,3574000000.0,1251000000.0,869999999.9999999,381000000.0,5828000000.0
sh600111,北方稀土,4056000000.0,259000000.0,141000000.0,118000000.0,4504000000.0
sh600497,驰宏锌锗,1366000000.0,318000000.0,223000000.0,95491600.0,1447000000.0
sz300059,东方财富,12180000000.0,343000000.0,249000000.00000003,93627400.0,12402000000.0
sz000063,中兴通讯,3529000000.0,267000000.0,189000000.0,77983500.0,4564000000.0
588000,科创50,2548000000.0,584000000.0,511000000.00000006,73292400.0,2755000000.0
sz002236,大华股份,1659000000.0,218000000.00000003,151000000.0,67343300.0,1725000000.0
sz301486,N致尚科技,60793600.0,74800700.0,14007000.0,60793600.0,60793600.0
sh603228,景旺电子,335000000.0,112000000.00000001,55896899.99999999,56247100.0,360000000.0
sz300475,香农芯创,333000000.0,160000000.0,108000000.0,51695900.0,333000000.0
sh600010,包钢股份,1805000000.0,125000000.0,74460800.0,50472000.0,1953000000.0
sh600150,中国船舶,3187000000.0,200999999.99999997,151000000.0,49650100.0,3282000000.0
sh601600,中国铝业,1682000000.0,302000000.0,256000000.0,46261899.99999999,1751000000.0000002
sz002396,星网锐捷,883000000.0,81240700.0,38237800.0,43002800.0,907000000.0
sh600036,招商银行,7145999999.999999,101000000.0,59157200.0,41521300.0,7201000000.000001
sh600313,农发种业,270000000.0,135000000.0,94477400.0,40327500.0,334000000.0
sh601127,赛力斯,1636000000.0,313000000.0,274000000.0,38347900.0,1882000000.0
sh688313,仕佳光子,392000000.0,75678500.0,37893800.0,37784700.0,392000000.0
sh601788,光大证券,2447000000.0,133000000.0,95048200.0,37598200.0,2530000000.0
sz301292,N海科新源,37010800.0,38166400.0,1155600.0,37010800.0,37010800.0
512480,半导体,822000000.0000001,250000000.0,215000000.0,35765000.0,1049000000.0
sh600809,山西汾酒,1905000000.0,62295200.00000001,28529200.0,33766000.0,1964999999.9999998
sh600859,王府井,733000000.0,65327800.0,33145300.000000004,32182399.999999996,745000000.0
sh603045,福达合金,118000000.0,103000000.0,71608800.0,31350600.0,118000000.0
sh688088,虹软科技,317000000.0,47493900.0,16283100.0,31210800.0,326000000.0
sz002636,金安国纪,64081300.0,46113300.0,15550800.0,30562399.999999996,66743400.0
sz002383,合众思壮,202000000.0,41448300.0,11590300.0,29858100.0,202000000.0
sz002152,广电运通,1104000000.0,40358200.0,11449100.0,28909100.0,1120000000.0
sz000625,长安汽车,2390000000.0,214000000.0,186000000.0,28749600.0,2603000000.0
sz301099,雅创电子,126000000.0,72794900.0,44071899.99999999,28723000.0,170000000.0
sh601888,中国中免,4931000000.0,131000000.0,103000000.0,28049300.0,4969000000.0
sz002426,胜利精密,270000000.0,51473800.0,24427100.0,27046700.0,270000000.0
sz002129,TCL中环,6040000000.0,91164900.0,66261899.99999999,24903100.0,6137000000.0
sz300760,迈瑞医疗,1011000000.0,38563800.0,13768200.0,24795600.0,1107000000.0
sz002230,科大讯飞,6709000000.0,942000000.0,918000000.0,24159000.0,7304000000.000001
sz300346,南大光电,1201000000.0,84292800.0,60464700.0,23828100.0,1245000000.0
sh688111,金山办公,864000000.0,149000000.0,125000000.0,23714800.0,3411000000.0
sh600732,爱旭股份,1701000000.0000002,82429700.0,58970100.0,23459600.0,1919000000.0000002
511360,短融ETF,2823000000.0,564000000.0,541000000.0,23044200.0,2823000000.0
sz002043,兔宝宝,194000000.0,34732300.0,12044600.0,22687700.0,198000000.0
sh600016,民生银行,5073000000.0,50053600.0,27607000.0,22446600.0,5247000000.0
sh688001,华兴源创,143000000.0,43905500.0,21731200.0,22174300.0,146000000.0
sz000938,紫光股份,1464000000.0,112000000.00000001,89570900.0,22088300.0,1523000000.0
sh600877,电科芯片,320000000.0,29801300.0,8415200.0,21386100.0,326000000.0
sh688590,新致软件,140000000.0,40672800.0,19303600.0,21369300.0,140000000.0
sh600132,重庆啤酒,409000000.0,46701100.0,25343700.0,21357399.999999996,513000000.0
sz300438,鹏辉能源,721000000.0,36584700.0,16157900.0,20426800.0,762000000.0
sh600026,中远海能,361000000.0,76578400.0,56175400.0,20403000.0,365000000.0
sh600821,金开新能,438000000.0,33007000.0,12868300.0,20138700.0,443000000.0
sh600029,南方航空,1179000000.0,35403700.0,15777500.0,19626200.0,1259000000.0
sz002115,三维通信,248000000.0,39792200.0,20488800.0,19303500.0,248000000.0
sh601069,西部黄金,183000000.0,31068600.0,11858100.0,19210500.0,188000000.0
sz002703,浙江世宝,208000000.0,196000000.0,178000000.0,18464400.0,208000000.0
sz002283,天润工业,80898000.0,41375300.0,23232700.0,18142600.0,84953200.0
512670,国防ETF,99625300.0,19221800.0,1395800.0000000002,17826000.0,105000000.0
sh688333,铂力特,486000000.00000006,25807300.0,7995100.0,17812200.0,496000000.0
sz300969,恒帅股份,76144600.0,33099200.0,15324000.0,17775100.0,76144600.0
sz002428,云南锗业,581000000.0,247000000.00000003,229000000.0,17773900.0,592000000.0
sz002056,横店东磁,660000000.0,63861400.0,46241500.0,17619900.0,687000000.0
sz000966,长源电力,267000000.0,53450300.0,36064300.0,17386000.0,275000000.0
sz301229,纽泰格,53531800.0,38052900.0,20946100.0,17106800.0,53531800.0
sz000893,亚钾国际,682000000.0,24520300.000000004,7461400.0,17058900.0,699000000.0
sz002532,天山铝业,404000000.0,46406800.0,29387500.0,17019200.0,426000000.0
sh601100,恒立液压,285000000.0,25705500.0,8768300.0,16937300.0,306000000.0
sz002488,金固股份,315000000.0,19762000.0,3450299.9999999995,16311700.0,319000000.0
sh603042,华脉科技,184000000.0,44000200.00000001,27880300.000000004,16119900.0,184000000.0
sh600335,国机汽车,579000000.0,91951400.0,76594000.0,15357400.0,584000000.0
sh600268,国电南自,256000000.0,50827600.0,35476600.0,15351099.999999998,256000000.0
sh603799,华友钴业,3034000000.0,69311200.0,53994500.0,15316700.0,4340000000.0
sz301217,铜冠铜箔,174000000.0,54325200.00000001,39016100.0,15309100.0,177000000.0
sz000977,浪潮信息,2622000000.0,463999999.99999994,449000000.0,15226099.999999998,2786000000.0
sh600718,东软集团,1019000000.0,35233000.0,20035300.0,15197700.0,1040000000.0
sz002906,华阳集团,165000000.0,32807399.999999996,17774600.0,15032800.0,172000000.0
sh688297,中无人机,361000000.0,26649899.999999996,11684900.0,14965000.0,372000000.0
sz002273,水晶光电,872000000.0000001,34443700.0,19493500.0,14950200.0,884000000.0
sz002530,金财互联,181000000.0,24517900.0,9588600.0,14929200.0,181000000.0
sz002876,三利谱,250999999.99999997,22704000.0,7933700.0,14770200.0,250999999.99999997
sz002902,铭普光磁,333000000.0,138000000.0,123000000.0,14665200.0,333000000.0
sz002512,达华智能,158000000.0,17304500.0,3010400.0,14294100.0,158000000.0
sh688091,上海谊众,627000000.0,17633000.0,3425400.0,14207600.0,638000000.0
510050,50ETF,5327000000.0,77302000.0,63257700.00000001,14044300.0,5397000000.0
sh601336,新华保险,1076000000.0,46479300.0,32634800.0,13844500.0,1090000000.0
sz000600,建投能源,245000000.00000003,41987800.0,28198500.0,13789300.0,252999999.99999997
588080,科创板50,392000000.0,45558600.0,31787000.0,13771600.0,430999999.99999994
sh603501,韦尔股份,2003000000.0,56213600.0,42771200.0,13442400.0,2055999999.9999998
