代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz002594,比亚迪,9276000000.0,501999999.99999994,256000000.0,246000000.0,9420000000.0
sz300750,宁德时代,6881999999.999999,323000000.0,141000000.0,183000000.0,7359999999.999999
sh601099,太平洋,2235000000.0,1014000000.0,833000000.0,181000000.0,2545000000.0
sh600519,贵州茅台,17954000000.0,454000000.0,284000000.0,171000000.0,18309000000.0
sh601318,中国平安,19030000000.0,381000000.0,252000000.0,130000000.0,19058000000.0
sz300418,昆仑万维,2982000000.0,544000000.0,434999999.99999994,109000000.00000001,3365999999.9999995
sh600016,民生银行,5226000000.0,131000000.0,23050600.0,108000000.0,5349000000.0
sz000977,浪潮信息,2797000000.0,324000000.0,224000000.00000003,100000000.0,2943000000.0
sh600036,招商银行,6754000000.000001,166000000.0,77632400.0,87910700.0,6834999999.999999
sh600030,中信证券,10780000000.0,451999999.99999994,367000000.0,84894800.0,10871000000.0
sh603000,人民网,926000000.0,358000000.0,277000000.0,81222900.0,1009000000.0
sh600887,伊利股份,3727000000.0000005,112999999.99999999,32436500.0,80564300.0,3736999999.9999995
sz002230,科大讯飞,7725000000.0,366000000.0,303000000.0,62920500.0,8154000000.000001
sh600703,三安光电,4777000000.0,94640800.0,34962700.0,59678100.00000001,4826000000.0
sh600968,海油发展,312000000.0,57967900.0,6231400.0,51736500.0,316000000.0
sh603688,石英股份,1108000000.0,105000000.0,53781000.0,51385000.0,1169000000.0
sz002304,洋河股份,1380000000.0,82080000.0,33838200.0,48241800.0,1413000000.0
sz002229,鸿博股份,1044999999.9999999,143000000.0,96898100.0,46450500.0,1048000000.0
sz300999,金龙鱼,1156000000.0,107000000.0,61113500.0,45675600.00000001,1205000000.0
sz000006,深振业Ａ,453000000.0,110000000.00000001,70840400.0,39237200.0,461000000.00000006
sh601012,隆基绿能,7955000000.0,245000000.00000003,206999999.99999997,38839400.0,8408000000.0
sh600029,南方航空,1415000000.0,42941600.0,5067700.0,37873900.0,1455000000.0
sz300118,东方日升,1291000000.0,57955200.00000001,20441300.0,37513900.0,1416000000.0
sz300274,阳光电源,2512000000.0,152000000.0,115999999.99999999,36334900.0,2661000000.0
sh603613,国联股份,868000000.0,55911600.0,21378900.0,34532700.0,875000000.0
sz300630,普利制药,364000000.0,89376100.0,55228200.0,34148000.0,373000000.0
sh601689,拓普集团,847000000.0000001,60470500.0,27121900.0,33348600.0,884000000.0
sh688041,海光信息,723000000.0,80590000.0,49163200.0,31426800.0,1074000000.0
sz300763,锦浪科技,1042000000.0,74893000.0,43512800.0,31380200.0,1140000000.0
sz000100,TCL科技,2433000000.0,128000000.0,97389599.99999999,30956900.0,2448000000.0
sh688313,仕佳光子,388000000.0,41139799.99999999,10266199.999999998,30873600.0,388000000.0
sz000001,平安银行,3813000000.0000005,146000000.0,115999999.99999999,30331400.0,3829000000.0
sz002939,长城证券,1169000000.0,71383600.0,41499600.0,29884000.0,1191000000.0
