代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz300769,德方纳米,1249000000.0,186000000.0,66734900.0,120000000.0,1343000000.0
sz000021,深科技,1110000000.0,259000000.0,172000000.0,86541700.0,1175000000.0
sh600519,贵州茅台,16821000000.0,191000000.0,106000000.0,85782600.0,17203000000.0
sz002156,通富微电,725000000.0,254000000.0,183000000.0,70804000.0,821000000.0000001
sh600887,伊利股份,3635000000.0,101000000.0,30846200.0,70048200.0,3651000000.0
sz000333,美的集团,2277000000.0,90452500.0,24372000.0,66080500.0,2357000000.0
sh601857,中国石油,1889999999.9999998,104000000.0,40588800.0,63612500.0,1929000000.0
sh600745,闻泰科技,2960000000.0,120000000.0,57516700.0,62692400.0,3960000000.0
sz300418,昆仑万维,2671000000.0,366000000.0,307000000.0,59351500.0,3055000000.0
sz002714,牧原股份,9657000000.0,109000000.00000001,52051600.0,56667500.0,9681000000.0
sh601318,中国平安,18924000000.0,163000000.0,107000000.0,56544000.0,18966000000.0
sh600584,长电科技,1705999999.9999998,271000000.0,219000000.0,52800500.0,1798999999.9999998
sz002472,双环传动,613000000.0,165000000.0,112000000.00000001,52750900.0,622000000.0
sh688627,N精智达,52199900.0,77796900.0,25597000.0,52199900.0,124000000.0
sh601012,隆基绿能,7622000000.0,271000000.0,219000000.0,51302600.0,8001000000.000001
sz300456,赛微电子,832000000.0,185000000.0,134000000.00000001,50957100.0,893000000.0
sz002756,永兴材料,695000000.0,113999999.99999999,64900400.0,49176000.0,743000000.0
sz000977,浪潮信息,2735000000.0,810000000.0,761000000.0,49079399.99999999,2899000000.0
sz002459,晶澳科技,715000000.0,108000000.0,60501000.0,47941000.0,1050000000.0
sz300502,新易盛,1600000000.0,344000000.0,300000000.0,43832400.0,1984000000.0
sz000858,五粮液,6258000000.0,113999999.99999999,70189000.0,43686400.0,6364000000.0
sz002389,航天彩虹,969999999.9999999,81932099.99999999,38953900.0,42978200.0,983000000.0
sz002174,游族网络,582000000.0,94573200.0,52656200.0,41917000.0,619000000.0
sh603288,海天味业,925000000.0,49364500.0,8297600.0,41066899.99999999,1047000000.0000001
sh600016,民生银行,5232000000.0,80826400.0,41171700.0,39654800.0,5409000000.0
sz002252,上海莱士,1136000000.0,57027500.0,17386700.0,39640800.0,1140000000.0
sz000550,江铃汽车,128000000.0,61698300.0,22203100.0,39495200.0,132000000.0
sz300832,新产业,265000000.0,44709300.0,6708700.0,38000600.0,306000000.0
sh603429,集友股份,143000000.0,45836600.0,7882700.0,37953800.0,144000000.0
sz300763,锦浪科技,901000000.0,86365400.00000001,48529799.99999999,37835700.0,1235000000.0
sz300475,香农芯创,521000000.0,268000000.00000003,231000000.0,36880200.0,521000000.0
sz002413,雷科防务,396000000.0,81998600.0,45252600.0,36746000.0,404000000.0
sh688111,金山办公,825000000.0,76803900.0,40246800.0,36557100.0,3327000000.0000005
sz300347,泰格医药,654000000.0,49425300.0,14826400.000000002,34599000.0,720000000.0
sh688005,容百科技,1313000000.0,51345300.0,16815900.0,34529400.0,1365000000.0
