代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sh688548,N广钢,128000000.0,154000000.0,25817000.0,128000000.0,249000000.00000003
sh601138,工业富联,1379000000.0,286000000.0,199000000.0,87415200.0,1662000000.0
sz300308,中际旭创,2997000000.0,666000000.0,584000000.0,81748400.0,4865000000.0
sz000858,五粮液,6502000000.0,240000000.0,159000000.0,81381300.0,6581000000.0
sz300394,天孚通信,724000000.0,237000000.0,156000000.0,80764300.0,793000000.0
sh600030,中信证券,10838000000.0,394000000.0,336000000.0,57901100.0,10934000000.0
sh600438,通威股份,5494000000.0,151000000.0,94066299.99999999,56832800.0,5660000000.0
sz300502,新易盛,1428000000.0,249000000.00000003,192000000.0,56729100.0,1607000000.0
sz301510,N固高科技,56067500.0,63044100.0,6976600.0,56067500.0,56067500.0
sh600036,招商银行,6806000000.0,112999999.99999999,60793900.0,51921100.0,6880000000.0
sh601059,信达证券,652000000.0,209000000.0,160000000.0,48533800.0,653000000.0
sh688223,晶科能源,685000000.0,97369300.0,51581000.0,45788300.0,897000000.0000001
sz000950,重药控股,233000000.0,89540000.0,45039600.0,44500400.0,236000000.0
sz301202,朗威股份,82344400.0,82446400.0,40662800.0,41783700.0,82344400.0
sz300476,胜宏科技,877999999.9999999,92278100.0,55840400.0,36437700.0,891000000.0
sh600048,保利发展,2356000000.0,64838600.0,29455100.000000004,35383500.0,2397000000.0
sz002230,科大讯飞,7759000000.0,450000000.0,415000000.00000006,34479200.0,8198000000.0
sz300253,卫宁健康,851000000.0,85705400.00000001,52222700.00000001,33482700.0,880000000.0000001
sh600938,中国海油,684000000.0,45681600.0,15261900.0,30419699.999999996,686000000.0
sz002235,安妮股份,233000000.0,83513500.0,53565800.0,29947700.0,233000000.0
sh600056,中国医药,546000000.0,82371100.0,52504700.0,29866400.0,582000000.0
sh688472,阿特斯,272000000.0,54318900.0,25706700.0,28612199.999999996,331000000.0
sh688041,海光信息,751000000.0,77804200.0,49822299.99999999,27982000.0,1081000000.0
sh600105,永鼎股份,466000000.0,107000000.0,78942100.0,27779200.0,471000000.0
sz000988,华工科技,2406000000.0,227999999.99999997,200999999.99999997,27278600.0,2558000000.0
sz002703,浙江世宝,214000000.0,91112400.0,64042900.0,27069500.0,343000000.0
sz300355,蒙草生态,470000000.0,41307299.99999999,14420700.0,26886600.0,470000000.0
sh600109,国金证券,2027000000.0,83270500.0,56855700.0,26414800.0,2098000000.0
sh603501,韦尔股份,1889000000.0,86994400.0,60643200.0,26351200.0,1982000000.0
sz300750,宁德时代,6906999999.999999,161000000.0,135000000.0,25863300.0,7388000000.0
sh688629,华丰科技,84926900.0,37619000.0,11934300.0,25684699.999999996,96022000.0
sh600016,民生银行,5250000000.0,87468900.0,63175500.0,24293500.0,5377000000.0
sz000002,万科Ａ,4468000000.0,84197700.0,60123000.0,24074699.999999996,4572000000.0
sz300825,阿尔特,471000000.0,38380600.0,14522800.0,23857800.000000004,471000000.0
sz300999,金龙鱼,1180000000.0,56159100.0,32344000.0,23815100.000000004,1230000000.0
sz300042,朗科科技,523000000.00000006,34523200.0,11039700.0,23483500.0,523000000.00000006
sh601236,红塔证券,564000000.0,101000000.0,77326000.0,23441500.0,659000000.0
sz301509,金凯生科,121000000.0,73878300.0,50863100.00000001,23015200.0,121000000.0
sz002229,鸿博股份,1068000000.0,256000000.0,233000000.0,22957900.0,1071000000.0000001
sz300601,康泰生物,1830000000.0,39836000.0,17054500.0,22781500.0,1842000000.0000002
sh601658,邮储银行,1015000000.0,42678400.0,19912800.0,22765600.0,1024000000.0
sz002558,巨人网络,540000000.0,40081400.0,17823800.0,22257600.000000004,636000000.0
sh603456,九洲药业,139000000.0,38457800.0,16232800.0,22225000.0,167000000.0
sh600329,达仁堂,281000000.0,46605700.0,24946100.0,21659600.0,300000000.0
sz300896,爱美客,819999999.9999999,39990500.0,18499500.0,21491100.0,1064000000.0
sh601375,中原证券,1134000000.0,126000000.0,105000000.0,21032000.0,1200000000.0
sz002602,世纪华通,1680999999.9999998,58186100.0,37622200.0,20563900.0,1717000000.0000002
sh600050,中国联通,2642000000.0,153000000.0,133000000.0,20556400.0,2664000000.0
sz301315,威士顿,104000000.0,81146500.0,61154799.99999999,19991700.0,104000000.0
sz300378,鼎捷软件,365000000.0,38901300.0,19173000.0,19728300.0,365000000.0
sz002528,英飞拓,107000000.0,59611600.0,40563600.0,19048000.0,107000000.0
sh600150,中国船舶,3078000000.0,95361600.0,76821700.0,18540000.0,3160000000.0
sh601788,光大证券,2878000000.0,187000000.0,169000000.0,17682600.0,3091000000.0
sz002945,华林证券,252000000.0,131000000.0,113999999.99999999,17098400.0,295000000.0
sz000400,许继电气,419000000.00000006,48115300.0,31045300.000000004,17070000.0,446000000.0
sz300457,赢合科技,938000000.0000001,59071700.0,42024500.0,17047200.0,966000000.0
sz000572,海马汽车,215000000.0,42890300.0,26353800.0,16536500.0,215000000.0
sh601012,隆基绿能,7970999999.999999,328000000.0,312000000.0,16330900.0,8442000000.0
sz300561,汇金科技,124000000.0,28600600.0,12327200.0,16273500.0,124000000.0
sh600660,福耀玻璃,727000000.0,21015200.0,4871600.0,16143599.999999998,736000000.0
sz300765,新诺威,172000000.0,30825000.0,14969300.0,15855800.0,180000000.0
sh603667,五洲新春,161000000.0,32473200.0,16679300.0,15793900.000000002,161000000.0
sh601975,招商南油,463999999.99999994,43424600.0,27804500.0,15620100.0,471000000.0
sh601111,中国国航,687000000.0,27277900.0,11717300.0,15560600.0,698000000.0
sh600258,首旅酒店,262000000.0,31098200.0,15555300.0,15542900.0,275000000.0
sz300769,德方纳米,1129000000.0,35177200.0,19766500.0,15410700.0,1225000000.0
sz002673,西部证券,1280000000.0,33325600.0,17915000.0,15410700.0,1298000000.0
sh603963,大理药业,30073900.0,22422900.0,7793200.000000001,14629700.0,30073900.0
sh601878,浙商证券,1490000000.0,73827500.0,59318000.0,14509500.0,1519000000.0
sz300763,锦浪科技,1056000000.0,64428200.0,50010400.0,14417700.0,1151000000.0
sz001270,铖昌科技,273000000.0,21518100.0,7219800.0,14298300.0,279000000.0
sz000776,广发证券,3257000000.0,112000000.00000001,97889000.0,14201099.999999998,3275000000.0
sz300144,宋城演艺,828999999.9999999,36510700.0,22315300.000000004,14195400.0,841000000.0
sh601700,风范股份,196000000.0,23355400.0,9201100.0,14154300.0,198000000.0
sz300015,爱尔眼科,1352000000.0,36148300.0,22048300.0,14100000.0,1392000000.0
sz002368,太极股份,574000000.0,38312800.0,24402700.0,13910100.0,612000000.0
sh600095,湘财股份,517000000.0,78476900.0,64632200.0,13844700.0,617000000.0
sz301017,漱玉平民,36680600.0,24731100.0,10970000.0,13761099.999999998,42642900.0
sz002292,奥飞娱乐,420000000.0,61653100.00000001,48016500.0,13636600.0,472000000.0
sh688037,芯源微,245000000.00000003,45278400.0,31666400.0,13612000.0,260000000.0
sz002797,第一创业,1738000000.0,73703200.0,60102800.0,13600400.0,1789000000.0
sz300759,康龙化成,874000000.0,53639799.99999999,40049200.0,13590600.0,969000000.0
sh601619,嘉泽新能,112999999.99999999,22893700.0,9474200.0,13419400.0,119000000.0
sz002527,新时达,229000000.0,69710600.0,56320800.0,13389800.0,231000000.0
sh603985,恒润股份,140000000.0,29384000.0,16005000.0,13378900.000000002,146000000.0
sz000826,启迪环境,266000000.0,19857700.0,6784299.999999999,13073400.0,267000000.0
sh600415,小商品城,1365000000.0,112999999.99999999,100000000.0,13036400.000000002,1545000000.0
sz300025,华星创业,393000000.0,23746200.0,10764700.0,12981400.000000002,394000000.0
sz002941,新疆交建,258000000.0,71581000.0,58752900.0,12828200.0,272000000.0
sh600633,浙数文化,470000000.0,82806800.0,69996000.0,12810800.0,508000000.0
sz300131,英唐智控,261000000.0,17491400.0,4811800.0,12679600.0,265000000.0
sh600009,上海机场,1436000000.0,40186100.0,27582600.000000004,12603500.0,1451000000.0
sh600745,闻泰科技,2728000000.0,36944200.0,24372300.0,12571900.0,3597000000.0
sz300657,弘信电子,335000000.0,29048600.0,16601800.0,12446900.0,335000000.0
sh688516,奥特维,394000000.0,17687800.0,5379100.0,12308800.000000002,430000000.0
sz002594,比亚迪,9288000000.0,204999999.99999997,192000000.0,12260900.0,9548000000.0
sh600363,联创光电,1283000000.0,32387199.999999996,20207000.0,12180200.0,1296000000.0
sz002152,广电运通,1128000000.0,20467200.0,8369100.0,12098200.0,1149000000.0
sz300913,兆龙互连,178000000.0,51798900.0,39792600.0,12006300.000000002,178000000.0
sh603306,华懋科技,380000000.0,12859100.0,1009599.9999999999,11849500.0,386000000.0
sz002589,瑞康医药,248000000.0,25124200.0,13295100.0,11829100.0,252000000.0
sh600196,复星医药,3222999999.9999995,45347900.0,33643400.0,11704500.0,3336000000.0
sz300058,蓝色光标,1437000000.0,40031300.0,28398200.0,11633100.0,1469000000.0
sz300468,四方精创,76725300.0,19284800.0,7666300.0,11618500.0,76725300.0
sh603392,万泰生物,606000000.0,23193400.0,11801199.999999998,11392200.0,797000000.0
sh688063,派能科技,1503000000.0,38398700.0,27135300.000000004,11263400.0,1629000000.0
sh600664,哈药股份,365000000.0,18347600.0,7204400.000000001,11143200.0,365000000.0
sh600029,南方航空,1426000000.0,14513699.999999998,3550500.0,10963200.0,1462000000.0
sz002472,双环传动,463000000.0,45731000.0,34859000.0,10872000.0,511000000.00000006
sz000938,紫光股份,1499000000.0,46651600.0,35865600.0,10786099.999999998,1515000000.0
sz301371,敷尔佳,105000000.0,42045400.0,31310400.0,10735000.0,105000000.0
sz000028,国药一致,113999999.99999999,29522000.0,18814800.0,10707200.0,115999999.99999999
sh600318,新力金融,235000000.0,39818600.0,29228300.0,10590300.0,235000000.0
sh603108,润达医疗,362000000.0,65015200.00000001,54427299.99999999,10588000.0,367000000.0
sh600622,光大嘉宝,211000000.0,40614800.0,30160200.0,10454600.0,212000000.0
sh600085,同仁堂,695000000.0,30137800.000000004,19739700.0,10398100.0,712000000.0
