代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sh600150,中国船舶,3254999999.9999995,687000000.0,438000000.0,249000000.00000003,3415000000.0
sz000977,浪潮信息,2378000000.0,518000000.0,375000000.0,143000000.0,2598000000.0
sz000063,中兴通讯,3910000000.0,751000000.0,629000000.0,123000000.0,4969000000.0
sz300657,弘信电子,541000000.0,241000000.0,121000000.0,119000000.0,541000000.0
sh601888,中国中免,5115000000.0,256999999.99999997,143000000.0,114999999.99999999,5150000000.0
sz002594,比亚迪,8966000000.0,284000000.0,175000000.0,109000000.00000001,9165000000.0
sh601916,XR浙商银,498000000.00000006,134000000.00000001,34141800.0,99564100.0,498000000.00000006
sz002472,双环传动,664000000.0,204999999.99999997,119000000.0,85591000.0,671000000.0
sh600732,爱旭股份,1617000000.0000002,185000000.0,101000000.0,84232400.0,1864000000.0
sh601288,农业银行,2493000000.0,362000000.0,278000000.0,84176100.0,2513000000.0
sh600519,贵州茅台,17603000000.0,299000000.0,222000000.00000003,77745400.0,17947000000.0
sz002230,科大讯飞,6172000000.0,497000000.0,428000000.0,69484400.0,6725000000.0
sh601318,中国平安,19205000000.0,215000000.0,149000000.0,65830700.0,19236000000.0
sz002129,TCL中环,6125000000.0,133000000.0,70674800.0,62639900.0,6233000000.0
sh600141,兴发集团,1451000000.0,111000000.00000001,49104500.0,61612500.0,1483000000.0
sz002281,光迅科技,1265000000.0,256999999.99999997,197000000.0,59704000.0,1337000000.0
sh688012,中微公司,1044000000.0,112999999.99999999,54141800.0,58598200.0,1882999999.9999998
sh601698,中国卫通,794000000.0,273000000.0,216000000.0,57608600.0,841000000.0
sz300315,掌趣科技,1210000000.0,369000000.0,311000000.0,57539500.0,1298000000.0
sz300008,天海防务,277000000.0,117000000.0,61812800.0,55633800.0,277000000.0
sz000860,顺鑫农业,365000000.0,70924000.0,20584300.0,50339700.0,387000000.0
sh600475,华光环能,146000000.0,81161200.0,33372000.0,47789200.0,149000000.0
sh688620,N安凯微,47739600.0,60995100.0,13255600.0,47739600.0,47739600.0
sz002602,世纪华通,1825000000.0,195000000.0,148000000.0,47591700.0,1926000000.0000002
sh600072,中船科技,911000000.0,376000000.0,329000000.0,46719300.0,963000000.0000001
sh600415,小商品城,1335000000.0,134000000.00000001,87576299.99999999,46573800.0,1422000000.0
sh688629,N华丰,43934900.0,59875000.0,15940100.0,43934900.0,256999999.99999997
sh601688,华泰证券,4172999999.9999995,76413000.0,32487300.0,43925700.0,4183000000.0
sh688025,杰普特,192000000.0,69130300.0,25776800.0,43353500.0,192000000.0
sh600584,长电科技,1903000000.0,92970400.00000001,49918400.0,43052000.0,1966000000.0
