代码,股票名称,融资余额,融资买入额,融资偿还额,融资净买入,融资融券余额(元)
sz300059,东方财富,12716000000.0,1661000000.0,1428000000.0,234000000.0,12956000000.0
sh601162,天风证券,2055000000.0,611000000.0,419000000.00000006,192000000.0,2321000000.0
sh600048,保利发展,2276000000.0,219000000.0,71213200.0,148000000.0,2321000000.0
sh600030,中信证券,10376000000.0,886999999.9999999,744000000.0,143000000.0,10479000000.0
sz300760,迈瑞医疗,1286000000.0,157000000.0,31691000.0,126000000.0,1365000000.0
sh601059,信达证券,594000000.0,295000000.0,170000000.0,125000000.0,594000000.0
sh600919,江苏银行,2760000000.0,216000000.0,96468200.0,119000000.0,4558000000.0
sh600109,国金证券,2084000000.0,302000000.0,186000000.0,115999999.99999999,2148000000.0
sh601878,浙商证券,1500000000.0,264000000.0,148000000.0,114999999.99999999,1514000000.0
sh601099,太平洋,1969000000.0000002,852999999.9999999,749000000.0,104000000.0,2275000000.0
sh600519,贵州茅台,17297000000.0,400000000.0,298000000.0,101000000.0,17720000000.0
sz000776,广发证券,3220000000.0000005,303000000.0,202999999.99999997,100000000.0,3235000000.0
sh601136,首创证券,440000000.00000006,298000000.0,202000000.0,96390200.0,516000000.0
sh600906,财达证券,519000000.00000006,572000000.0,478000000.0,93899200.0,1222000000.0
sh601398,工商银行,3597000000.0,179000000.0,86163900.0,92716500.0,3626000000.0
sh601519,大智慧,660000000.0,311000000.0,221000000.0,90191299.99999999,672000000.0
sh601901,方正证券,1114000000.0,275000000.0,197000000.0,78042500.0,1176000000.0
sz000750,国海证券,1181000000.0,167000000.0,90695400.00000001,76288100.0,1347000000.0
sh600276,恒瑞医药,4315000000.0,231999999.99999997,160000000.0,71810700.0,4479000000.0
sz300033,同花顺,1174000000.0,362000000.0,292000000.0,70006600.0,1380000000.0
sh601318,中国平安,18655000000.0,311000000.0,245000000.00000003,65772600.0,18716000000.0
sz000568,泸州老窖,1610000000.0000002,120000000.0,55845700.0,64274700.0,1757999999.9999998
sh600446,金证股份,1185000000.0,166000000.0,107000000.0,59152100.0,1194000000.0
sz002797,第一创业,1613000000.0,279000000.0,223000000.0,56504700.0,1670000000.0
sh601138,工业富联,1522000000.0,297000000.0,242000000.0,55305800.0,1812000000.0
sh601377,兴业证券,2114000000.0,169000000.0,113999999.99999999,55105900.0,2130999999.9999998
sh600369,西南证券,924000000.0,286000000.0,231999999.99999997,53799300.0,1244000000.0
sz000728,国元证券,1728000000.0,184000000.0,131000000.0,53110100.0,1788000000.0
sh600621,华鑫股份,525000000.0,178000000.0,126000000.0,51850200.00000001,574000000.0
sh601696,中银证券,1310000000.0,200999999.99999997,149000000.0,51584600.0,1340000000.0
sz000858,五粮液,6438000000.0,225999999.99999997,175000000.0,51109600.0,6523000000.0
sh600909,华安证券,888000000.0000001,156000000.0,105000000.0,50590200.00000001,917000000.0
sh601236,红塔证券,539000000.0,105000000.0,55627500.0,49274000.0,635000000.0
sz002230,科大讯飞,7765000000.000001,234000000.0,185000000.0,48678800.0,8205000000.0
sh601456,国联证券,637000000.0,177000000.0,129000000.0,48428100.00000001,665000000.0
sz300475,香农芯创,495000000.0,163000000.0,115999999.99999999,47977200.0,495000000.0
sh688621,阳光诺和,84060700.0,51855500.0,4350500.0,47505000.0,86095300.0
sz002488,金固股份,433000000.0,113999999.99999999,66257100.0,47278200.0,441000000.0
sh601881,中国银河,1773999999.9999998,235000000.0,191000000.0,44150100.0,2435000000.0
sz300149,睿智医药,91596600.0,68904600.0,26010600.0,42894000.0,120000000.0
sh603019,中科曙光,4025000000.0,241000000.0,199000000.0,42537200.0,4128000000.0
sz301030,仕净科技,225999999.99999997,59028400.0,16572700.0,42455700.0,227999999.99999997
sz002738,中矿资源,1573000000.0,91438700.00000001,49315200.00000001,42123500.0,1861000000.0
sh601888,中国中免,4740000000.0,187000000.0,145000000.0,41832800.0,4771000000.0
sh601728,中国电信,892000000.0,79233100.0,37951300.0,41281800.0,896000000.0000001
sz002670,国盛金控,405000000.0,110000000.00000001,69453500.0,40975400.0,459999999.99999994
sh601990,南京证券,986000000.0,121000000.0,81110700.0,39628200.0,1028999999.9999999
sh600531,豫光金铅,382000000.0,132000000.0,92868200.0,38746700.0,390000000.0
sz002217,合力泰,783000000.0,51706700.0,13528000.0,38178700.0,789000000.0
sh601555,东吴证券,1737000000.0,245000000.00000003,208000000.0,36796700.0,1868000000.0
sz300803,指南针,809000000.0,302000000.0,265000000.0,36710400.0,889000000.0
sz002500,山西证券,1431000000.0,93051700.0,56437100.0,36614700.0,1468000000.0
sh601899,紫金矿业,2012000000.0,90316600.0,53754100.0,36562500.0,2051000000.0000002
sh600095,湘财股份,454000000.0,149000000.0,113999999.99999999,34176600.0,534999999.99999994
sh603501,韦尔股份,1885000000.0000002,56194300.0,22400600.0,33793700.0,2004000000.0
sz002939,长城证券,1086000000.0,112000000.00000001,78742300.0,33528500.0,1097000000.0
sz300763,锦浪科技,1009000000.0,86814599.99999999,53587100.0,33227500.0,1358000000.0
sh688050,爱博医疗,405999999.99999994,38975500.0,6334900.0,32640600.0,430000000.0
sz300418,昆仑万维,2906000000.0,124000000.0,92591700.0,31774699.999999996,3217000000.0
sh600837,海通证券,4534000000.0,135000000.0,103000000.0,31690100.000000004,4562000000.0
sz002171,楚江新材,422000000.0,35426300.0,4209800.0,31216400.0,424000000.0
sz002610,爱康科技,500000000.0,89117400.0,57946500.0,31170900.0,608000000.0
sh601108,财通证券,1997000000.0,204000000.0,173000000.0,31123700.0,2045000000.0
sh600958,东方证券,2111000000.0,227999999.99999997,197000000.0,30587000.0,2127000000.0
sz300457,赢合科技,952999999.9999999,78979600.0,48765700.0,30213900.0,984000000.0
sz000969,安泰科技,479000000.0,54582299.99999999,24479600.0,30102700.0,483000000.0
sh601788,光大证券,2707000000.0,242000000.0,212000000.0,30021700.0,2892000000.0
sz000333,美的集团,2264000000.0,66158800.0,36183000.0,29975800.0,2347000000.0
sz000686,东北证券,1032000000.0,79872800.0,50544600.0,29328200.0,1051000000.0
sz002736,国信证券,646000000.0,65866000.0,36702700.0,29163300.0,662000000.0
sz300620,光库科技,466000000.0,80914300.0,51839100.0,29075200.0,470000000.0
sz002146,荣盛发展,447000000.0,133000000.0,105000000.0,28799100.0,450000000.0
sh600150,中国船舶,3290000000.0,206999999.99999997,179000000.0,28663900.0,3371000000.0
sz000563,陕国投Ａ,390000000.0,51202299.99999999,23507100.0,27695200.0,395000000.0
sh600383,金地集团,1346000000.0,283000000.0,256000000.0,27335100.000000004,1387000000.0
sz000566,海南海药,269000000.0,38152000.0,10956300.000000002,27195600.0,272000000.0
sz301509,N金凯生科,27145000.0,29526400.0,2381400.0,27145000.0,27145000.0
sz002497,雅化集团,1569000000.0,96652200.0,69614900.0,27037300.0,1663000000.0
sh600522,中天科技,2158000000.0,139000000.0,112999999.99999999,25870500.0,2200000000.0
sh688318,财富趋势,490000000.00000006,225000000.0,199000000.0,25806600.0,499000000.0
sh605117,德业股份,625000000.0,45018500.0,19997500.0,25021100.0,661000000.0
sh600050,中国联通,2460000000.0,94542200.0,70857600.0,23684600.0,2468000000.0
sz002459,晶澳科技,869999999.9999999,88980700.0,65465900.0,23514800.0,1213000000.0
sh601688,华泰证券,3834000000.0000005,173000000.0,150000000.0,23147000.0,3863000000.0000005
sh601127,赛力斯,1557000000.0,134000000.00000001,111000000.00000001,23035700.0,1561000000.0
sz002254,泰和新材,387000000.0,44053200.0,21124500.0,22928700.0,395000000.0
sh600918,中泰证券,898000000.0,124000000.0,102000000.0,22540700.0,909000000.0
sz300827,上能电气,290000000.0,47002900.0,24686600.0,22316300.0,294000000.0
sz000988,华工科技,2509000000.0,200999999.99999997,178000000.0,22223900.0,2631000000.0
sh600155,华创云信,1061999999.9999999,217000000.0,194000000.0,22151900.0,1241000000.0
sz000799,酒鬼酒,1417000000.0,127000000.0,105000000.0,21806400.0,1486000000.0
sz000617,中油资本,1345000000.0,103000000.0,81230600.0,21539300.0,1363000000.0
sz300842,帝科股份,197000000.0,37420500.0,16369800.0,21050700.0,200999999.99999997
sh600705,中航产融,1273000000.0,98088700.00000001,77136600.0,20952100.0,1299000000.0
sh601989,中国重工,2434000000.0,77060600.0,56130900.0,20929699.999999996,2445000000.0
sz002673,西部证券,1218000000.0,102000000.0,81558300.0,20902199.999999996,1241000000.0
sz000965,天保基建,155000000.0,46110600.00000001,25554300.0,20556300.0,156000000.0
sz000829,天音控股,457000000.0,29874100.0,9674800.0,20199400.0,459999999.99999994
sz002268,电科网安,1672000000.0,42729000.0,22612399.999999996,20116600.0,1685000000.0000002
sh601658,邮储银行,1019999999.9999999,52980500.0,33006700.0,19973700.0,1025000000.0
sz000736,中交地产,289000000.0,164000000.0,144000000.0,19892900.0,314000000.0
sz301519,舜禹股份,47077700.00000001,47767000.0,27945700.0,19821200.0,47077700.00000001
sh600773,西藏城投,614000000.0,66461100.0,46696899.99999999,19764200.0,629000000.0
sz300724,捷佳伟创,607000000.0,61297200.0,41587700.00000001,19709500.0,652000000.0
sh601198,东兴证券,849000000.0,69985800.0,50501600.0,19484200.0,864000000.0
sz002437,誉衡药业,240000000.0,28223800.0,9332500.0,18891300.0,240000000.0
sz300073,当升科技,1140000000.0,37120500.0,18433500.0,18687000.0,1176000000.0
sz300274,阳光电源,2471000000.0,135000000.0,115999999.99999999,18390600.0,2611000000.0
sz000651,格力电器,4536000000.0,49088000.0,31086900.0,18001100.0,4564000000.0
sh600745,闻泰科技,2806000000.0,82814400.0,65149600.0,17664800.0,3857000000.0
sz300355,蒙草生态,455999999.99999994,22536800.0,4948600.0,17588200.0,457000000.0
sz301499,维科精密,58649900.0,46995900.0,29447600.000000004,17548400.0,58649900.0
sh603727,博迈科,126000000.0,22510800.0,5016700.0,17494000.0,126000000.0
sz002527,新时达,194000000.0,57447200.0,39984100.0,17463200.0,197000000.0
sz000090,天健集团,353000000.0,78656100.0,61318100.00000001,17338000.0,378000000.0
sz000048,京基智农,197000000.0,28798400.0,11517000.0,17281400.0,200000000.0
sh600973,宝胜股份,235000000.0,58767500.0,41490400.0,17277100.0,237000000.0
sh600318,新力金融,227999999.99999997,55325700.0,38235500.0,17090200.0,229999999.99999997
sz000783,长江证券,1124000000.0,64191300.0,47171899.99999999,17019500.0,1170000000.0
sh689009,九号公司,362000000.0,34737900.0,17896100.0,16841800.0,670000000.0
sh600199,金种子酒,802000000.0,42787800.0,26177199.999999996,16610600.0,867000000.0
sz002050,三花智控,499000000.0,31787000.0,15553400.0,16233599.999999998,678000000.0
sz002078,太阳纸业,303000000.0,19100400.0,2873700.0,16226600.0,314000000.0
sz300042,朗科科技,501000000.0,37371300.0,21295600.0,16075800.0,501999999.99999994
sh603738,泰晶科技,234000000.0,27572199.999999996,11634200.0,15938000.0,234000000.0
