股票简称,30日净买入率总和,30日最新价涨跌幅,30日净买入率/涨跌幅
信音电子,1.72%,0.0%,inf
智迪科技,3.71%,0.0%,inf
东亚机械,1.5%,0.09%,16.170000000000346
金杯电工,1.61%,-0.13%,12.558000000000268
豪恩汽电,4.49%,-0.97%,4.645343678160898
凯赛生物,1.29%,-0.36%,3.583956521739179
爱朋医疗,2.91%,-0.9%,3.2482874999999964
晨光新材,1.57%,0.53%,2.9830000000000054
威腾电气,1.81%,-0.79%,2.288518749999998
拓山重工,9.03%,4.01%,2.2513779661016953
中源家居,1.4%,-0.63%,2.230200000000008
税友股份,1.06%,0.48%,2.2131684210526585
斯瑞新材,2.49%,1.22%,2.046779999999995
迈信林,3.5%,1.95%,1.790384615384613
通源环境,5.2%,-3.2%,1.6263829787234083
王力安防,9.9%,6.28%,1.575885245901641
超捷股份,5.49%,3.74%,1.4694728971962612
亚光股份,1.71%,1.23%,1.3880925000000053
安德利,4.63%,3.53%,1.3122940298507426
盾安环境,1.89%,1.58%,1.1988000000000054
冠盛股份,3.73%,3.4%,1.0970196428571382
宝立食品,1.25%,-1.14%,1.0967391304347804
华大智造,4.23%,3.93%,1.0752042134831454
金钟股份,5.88%,6.1%,0.9635612903225803
奥特维,2.11%,2.25%,0.9389750593824209
利仁科技,4.58%,4.91%,0.9325014705882356
通达创智,9.39%,10.2%,0.9204567226890746
鼎际得,4.0%,4.35%,0.9198039215686247
福莱新材,3.72%,4.05%,0.9196327868852465
果麦文化,2.34%,-2.62%,0.8938428571428535
江波龙,13.8%,15.47%,0.8918440545808968
赛维时代,3.08%,-3.48%,0.885550326797385
涛涛车业,9.73%,11.13%,0.8745751445086695
起帆电缆,1.26%,1.52%,0.8315999999999982
西上海,4.28%,5.4%,0.7920252631578922
潍柴重机,1.57%,2.03%,0.7721545454545494
祥鑫科技,6.34%,-8.39%,0.7558785388127862
联翔股份,3.65%,4.88%,0.7484810126582288
众望布艺,4.04%,5.54%,0.7292200000000001
天新药业,6.9%,9.62%,0.7174489051094886
泰慕士,17.63%,24.77%,0.7118403013182676
安奈儿,5.99%,8.7%,0.6882849056603769
