股票简称,1日净买入率总和,1日最新价涨跌幅,1日净买入率/涨跌幅
万胜智能,8.05%,0.0%,inf
众智科技,5.13%,0.0%,inf
宝立食品,4.64%,0.0%,inf
朗坤环境,4.59%,0.0%,inf
华新环保,4.25%,0.0%,inf
*ST中期,4.19%,0.0%,inf
神通科技,4.15%,0.0%,inf
智迪科技,3.71%,0.0%,inf
南王科技,3.64%,0.0%,inf
联合水务,3.63%,0.0%,inf
*ST日海,3.46%,0.0%,inf
经纬股份,3.01%,0.0%,inf
江苏华辰,2.95%,0.0%,inf
茂莱光学,2.9%,0.0%,inf
智能自控,2.83%,0.0%,inf
中荣股份,2.73%,0.0%,inf
邦彦技术,2.62%,0.0%,inf
新特电气,2.58%,0.0%,inf
精研科技,2.53%,0.0%,inf
华曙高科,2.46%,0.0%,inf
泽宇智能,2.45%,0.0%,inf
迦南智能,2.35%,0.0%,inf
星源卓镁,2.25%,0.0%,inf
超卓航科,2.24%,0.0%,inf
拓山重工,1.99%,0.0%,inf
达华智能,1.98%,0.0%,inf
通达创智,1.95%,0.0%,inf
冰山冷热,1.93%,0.0%,inf
有研粉材,1.89%,0.0%,inf
福晶科技,1.86%,0.0%,inf
友讯达,1.85%,0.0%,inf
望变电气,1.84%,0.0%,inf
国光连锁,1.83%,0.0%,inf
源杰科技,1.82%,0.0%,inf
普莱得,1.79%,0.0%,inf
长江材料,1.76%,0.0%,inf
万润科技,1.75%,0.0%,inf
森鹰窗业,1.75%,0.0%,inf
信音电子,1.72%,0.0%,inf
大连热电,1.7%,0.0%,inf
鸿日达,1.69%,0.0%,inf
泓博医药,1.64%,0.0%,inf
超越科技,1.63%,0.0%,inf
明阳电气,1.62%,0.0%,inf
昊帆生物,1.57%,0.0%,inf
双杰电气,1.57%,0.0%,inf
中兰环保,1.54%,0.0%,inf
新联电子,1.51%,0.0%,inf
建工修复,1.46%,0.0%,inf
中创环保,1.44%,0.0%,inf
三和管桩,1.36%,0.0%,inf
山大地纬,1.31%,0.0%,inf
京山轻机,1.3%,0.0%,inf
佰维存储,1.28%,0.0%,inf
铂力特,1.27%,0.0%,inf
会畅通讯,1.27%,0.0%,inf
天亿马,1.23%,0.0%,inf
同有科技,1.21%,0.0%,inf
金冠股份,1.2%,0.0%,inf
深水规院,1.11%,0.0%,inf
炬华科技,1.11%,0.0%,inf
三友联众,1.09%,0.0%,inf
赛维时代,1.09%,0.0%,inf
赢合科技,1.09%,0.0%,inf
光韵达,1.09%,0.0%,inf
众泰汽车,1.07%,0.0%,inf
天和防务,1.07%,0.0%,inf
洛凯股份,1.02%,0.0%,inf
胜宏科技,1.01%,0.0%,inf
