股票简称,5日净买入率总和,5日最新价涨跌幅,5日净买入率/涨跌幅
智迪科技,3.71%,0.0%,inf
野马电池,1.53%,0.0%,inf
信音电子,1.72%,0.0%,inf
浪潮信息,1.09%,-0.02%,49.95470000000995
拓山重工,5.45%,0.13%,41.63799999999719
王力安防,2.77%,0.1%,28.55870000000061
瑞鹄模具,1.68%,-0.09%,18.076799999999313
喜悦智行,1.19%,0.07%,17.969000000000385
富乐德,1.51%,0.08%,17.855749999997204
南大环境,1.25%,-0.08%,14.843750000000318
迅捷兴,1.21%,0.12%,10.278949999998392
中船特气,1.07%,-0.12%,9.133520000000521
国力股份,2.31%,-0.42%,5.557199999999978
福莱新材,2.75%,-0.51%,5.4209374999999955
北京君正,3.59%,0.72%,4.952639130434799
*ST新纺,2.07%,0.46%,4.491899999999896
西力科技,1.48%,0.38%,3.865760000000083
万丰股份,2.39%,0.69%,3.477450000000074
涛涛车业,8.92%,-2.76%,3.2348653061224515
珠城科技,1.38%,0.46%,2.976966666666671
泰福泵业,1.07%,-0.49%,2.1870799999999693
电连技术,1.78%,-0.84%,2.119312499999998
百花医药,1.98%,0.97%,2.0507142857142773
大为股份,2.86%,1.46%,1.9555250000000128
德方纳米,1.07%,0.6%,1.7978972222222251
杰普特,1.43%,0.81%,1.7678641791044731
晶合集成,3.33%,1.9%,1.7537999999999971
宝立食品,2.16%,-1.24%,1.7452799999999997
伟时电子,1.97%,1.25%,1.573044999999992
华业香料,1.77%,1.14%,1.553666666666669
联合化学,1.74%,1.16%,1.5000000000000042
芯朋微,1.67%,1.15%,1.4466103896103972
久量股份,1.16%,0.85%,1.3639666666666552
金盘科技,1.09%,0.81%,1.3478269230769333
海光信息,2.85%,-2.19%,1.3042941176470566
万祥科技,2.39%,1.86%,1.2883593749999986
和林微纳,1.14%,-0.89%,1.2816617647058697
贝肯能源,1.36%,1.06%,1.2814222222222245
日联科技,2.01%,-1.6%,1.2529996282527893
彩讯股份,1.02%,0.82%,1.2513545454545316
华新环保,4.92%,4.01%,1.2269250000000036
招标股份,1.15%,-1.04%,1.1055333333333308
优彩资源,2.61%,2.38%,1.0947499999999963
湖南裕能,6.72%,-6.16%,1.0904526315789476
迪哲医药,1.65%,-1.52%,1.0843800000000001
南芯科技,2.56%,2.39%,1.068986407766989
溯联股份,4.12%,3.89%,1.0590385542168697
霍普股份,1.16%,1.11%,1.046400000000003
朗坤环境,7.28%,7.15%,1.018216216216216
斯瑞新材,1.73%,-1.73%,0.9986818181818231
德尔玛,6.13%,6.23%,0.9842829545454557
经纬股份,7.37%,7.63%,0.9664042253521115
通达创智,2.68%,2.8%,0.9575257142857152
格林精密,2.2%,2.3%,0.9547999999999949
