股票简称,10日净买入率总和,10日最新价涨跌幅,10日净买入率/涨跌幅
智信精密,13.28%,-0.08%,167.2521142857306
经纬股份,11.85%,4.21%,2.8143749999999987
朗坤环境,9.39%,10.63%,0.8835136363636367
江波龙,9.13%,2.16%,4.235281516587679
赢合科技,8.45%,53.75%,0.1572153925619835
华新环保,6.82%,8.27%,0.8246
创益通,6.61%,-6.46%,1.0227138888888891
国泰环保,6.38%,19.5%,0.3271446808510637
溯联股份,6.32%,5.41%,1.1674216450216477
拓山重工,6.19%,2.65%,2.335387654320981
福莱新材,5.82%,-0.76%,7.648450000000049
通力科技,5.73%,-23.52%,0.24358737300435412
涛涛车业,5.69%,-4.41%,1.2907825531914885
盛邦安全,5.41%,0.0%,inf
梦网科技,5.23%,13.18%,0.396737278106509
楚环科技,5.22%,-5.27%,0.9914519999999999
圣泉集团,5.18%,-1.74%,2.981511627906979
建研设计,4.77%,14.78%,0.32282359550561823
凯格精机,4.75%,20.11%,0.2361428571428571
首创证券,4.49%,23.73%,0.18924110429447852
嘉曼服饰,4.38%,9.23%,0.47437627118643994
嘉戎技术,4.33%,16.5%,0.2624833802816901
保力新,4.3%,24.63%,0.17460606060606074
铂力特,4.25%,11.77%,0.36094108645753653
佰维存储,4.24%,3.81%,1.1115258278145708
优彩资源,4.05%,5.03%,0.804671052631579
君逸数码,4.03%,0.0%,inf
湖南裕能,4.0%,-10.7%,0.3737121212121211
美晨生态,4.0%,12.18%,0.32833333333333325
蕾奥规划,3.95%,57.75%,0.06840329768270947
华曙高科,3.87%,4.5%,0.8605657894736823
有研粉材,3.77%,5.44%,0.6936030612244894
金力泰,3.66%,38.49%,0.0950804347826087
中荣股份,3.56%,4.77%,0.7460177777777758
宏景科技,3.51%,10.13%,0.346572
荣盛发展,3.49%,67.07%,0.052038392857142846
永悦科技,3.47%,7.89%,0.43972295081967255
招标股份,3.41%,10.06%,0.33911862068965537
*ST爱迪,3.27%,-13.07%,0.250155
中大力德,3.22%,-16.08%,0.20029135399673728
王力安防,3.06%,3.39%,0.9013885714285725
飞荣达,3.03%,-7.58%,0.3999599999999998
仁和药业,2.93%,8.97%,0.32648571428571466
严牌股份,2.88%,10.52%,0.27387169811320744
科瑞思,2.86%,2.56%,1.1188666666666665
北京君正,2.83%,-2.76%,1.0242878326996214
华联股份,2.78%,14.37%,0.19344166666666668
蒙娜丽莎,2.77%,30.32%,0.09136140350877187
丛麟科技,2.77%,7.67%,0.36105049019607854
