日期,概念名称,净流入
2023-08-04,保险,5亿
2023-08-04,通信设备,4亿
2023-08-04,互联网服务,2亿
2023-08-04,仪器仪表,1亿
2023-08-04,游戏,3140万
2023-08-04,采掘行业,2096万
