日期,概念名称,净流入
2023-08-03,证券,107亿
2023-08-03,保险,19亿
2023-08-03,互联网服务,13亿
2023-08-03,汽车整车,4亿
2023-08-03,玻璃玻纤,1亿
2023-08-03,采掘行业,6421万
2023-08-03,仪器仪表,2405万
