日期,概念名称,净流入
2023-08-14,医疗服务,6亿
2023-08-14,通信服务,1亿
2023-08-14,航空机场,1亿
2023-08-14,医疗器械,6321万
2023-08-14,医药商业,6127万
2023-08-14,煤炭行业,4298万
2023-08-14,燃气,1187万
