日期,概念名称,净流入
2023-07-19,酿酒行业,8亿
2023-07-19,贵金属,1亿
2023-07-19,保险,1亿
2023-07-19,房地产服务,1亿
2023-07-19,工程机械,7562万
2023-07-19,珠宝首饰,3186万
