日期,概念名称,净流入
2023-07-04,汽车整车,18亿
2023-07-04,消费电子,16亿
2023-07-04,汽车零部件,9亿
2023-07-04,酿酒行业,6亿
2023-07-04,半导体,5亿
2023-07-04,电机,5亿
2023-07-04,银行,5亿
2023-07-04,电池,4亿
2023-07-04,保险,4亿
2023-07-04,航空机场,4亿
2023-07-04,石油行业,2亿
2023-07-04,汽车服务,8917万
