日期,概念名称,净流入
2023-08-15,医药商业,4亿
2023-08-15,通信服务,2亿
2023-08-15,医疗服务,8012万
2023-08-15,家用轻工,2971万
2023-08-15,航空机场,1869万
2023-08-15,农药兽药,376万
