日期,概念名称,净流入
2023-07-03,银行,21亿
2023-07-03,消费电子,16亿
2023-07-03,工程建设,11亿
2023-07-03,电池,8亿
2023-07-03,汽车整车,8亿
2023-07-03,保险,7亿
2023-07-03,酿酒行业,5亿
2023-07-03,航空机场,4亿
2023-07-03,装修建材,4亿
2023-07-03,电机,3亿
2023-07-03,石油行业,2亿
2023-07-03,风电设备,1亿
2023-07-03,工程机械,1亿
2023-07-03,房地产开发,1亿
2023-07-03,旅游酒店,1亿
2023-07-03,汽车服务,8337万
2023-07-03,煤炭行业,4964万
2023-07-03,家用轻工,4863万
2023-07-03,玻璃玻纤,3573万
